query_id,config,lambda,query,reference_answer,retrieved_context,generated_answer,retrieval_s,generation_s,total_s,timestamp
Q029,vector_only,0.0,Are there any mentorship programs available?,"Yes, Brac University offers an extensive program of First Year Advising Team (FYAT) for all undergraduate students during their first year. In FYAT program under Office of Academic Advising (OAA), each new student is assigned to a FYAT Group. Each Group is led by a Faculty Adviser and Peer Mentor.","Are there any mentorship programs available?
Yes, Brac University offers an extensive program of First Year Advising Team (FYAT) for all undergraduate students during their first year. In FYAT program under Office of Academic Advising (OAA), each new student is assigned to a FYAT Group. Each Group is led by a Faculty Adviser and Peer Mentor.

Are there any professional or academic clubs related to my major?
What is your major?

Are there any special workshops or seminars conducted at TARC?


Is there any separate exam for awarding Scholarship/Financial Aid?
There is no separate exam for Scholarship/Financial Aid.

What are fees for fresher students?","Yes, Brac University offers an extensive program of First Year Advising Team (FYAT) for all undergraduate students during their first year. In FYAT program under Office of Academic Advising (OAA), each new student is assigned to a FYAT Group. Each Group is led by a Faculty Adviser and Peer Mentor.",0.0071,3.2059,3.2129,2026-07-24T07:09:45.591816+00:00
Q030,vector_only,0.0,Can i use Bkash payment to avail the bus?,bKash only accepted on Route-02: Mirpur-A to BRAC University.," Can i use Bkash payment to avail the bus?
bKash only accepted on Route-02: Mirpur-A to BRAC University.

Where can i get the bus tickets from?
Fare needs to be paid in cash to service attendants inside the buses.

ee amount and payment process.

racbank.com/ib-retail-web/tenant/index 

 

Payment Gateway (for debit or credit card / bank transfer / mobile banking):

Students can log in to the USIS Link: https://usis.bracu.ac.bd/academia/ and look for the pay slip and select “Proceed to payment” and then “Pay Now” button at the bottom of the pay slip to make online payment through authorized payment gateway with debit or credit card / bank transfer / mobile banking (bKash, Rocket, Nagad, etc.). Students will get payment confirmation ONLY 

tc.). Students will get payment confirmation ONLY if authorized payment gateway is used with debit or credit card/ bank transfer/ mobile banking. Please refer to USIS pay slip for applicable convenience fee on payment gateway.

Please note that BFTN / EFT/ manual pay slip payment is NOT acceptable.","Yes, you can use Bkash payment to avail the bus. According to the context, ""bKash only accepted on Route-02: Mirpur-A to BRAC University.""",0.0078,2.7992,2.8070,2026-07-24T07:09:48.399026+00:00
Q031,vector_only,0.0,Is their any additional cloud storage available in g-suite?,"In our efforts to improve the IT systems and services, we have introduced an additional 50 GB of Cloud Storage (separately) from May 2023. You can avail the additional cloud storage by clicking on the following link and Sign-up with your BRACU Email ID.

Sign-up here: https://signup.microsoft.com/signup?skug=Education&StepsData.Email=sdfsd%40bracu.ac.bd&sku=314c4481-f395-4525-be8b-2ec4bb1e9d91

Log-in here (after successful Sign-up): https://login.microsoftonline.com/common/oauth2/v2.0/authorize?client_id=4765445b-32c6-49b0-83e6-1d93765276ca&redirect_uri=https%3A%2F%2Fwww.office.com%2Flandingv2&response_type=code%20id_token&scope=openid%20profile%20https%3A%2F%2Fwww.office.com%2Fv2%2FOfficeHome.All&response_mode=form_post&nonce=638199340170290669.MmQyNjVhZmQtMWZlOS00NmRkLTkzMTktNTk5MjNkZjAwMWYwZmE1OTM2Y2ItODY0YS00MTBlLWI3NjItZDNhMGJlZDI5Y2Yy&ui_locales=en-US&mkt=en-US&client-request-id=c7baf671-81f7-458e-927d-2938e687580c&st

Please reach out for any queries and support:

Student Helpdesk: https://bracu.atlassian.net/servicedesk/customer/portal/2","Is their any additional cloud storage available in g-suite? 
In our efforts to improve the IT systems and services, we have introduced an additional 50 GB of Cloud Storage (separately) from May 2023. You can avail the additional cloud storage by clicking on the following link and Sign-up with your BRACU Email ID.

Sign-up here: https://signup.microsoft.com/signup?skug=Education&StepsData.Email=sdfsd%40bracu.ac.bd&sku=314c4481-f395-4525-be8b-2ec4bb1e9d91

Log-in here (after successful Sign-up

l. Step 2: >>Sign in with Google Select the Sign in with Google option to login the portal. If you face any issues regarding the G-Suite email access kindly send an email to sic@bracu.ac.bd mentioning your student details (Full Name, Student ID, Personal E-mail & Phone Number). Step 3: >> Login with G-Suite email Kindly ensure you are logged in with your Student G-Suite account. Step 4: >> Upon successful login, students can access their Dashboard and other Modules. 

How do I access my BRAC University G Suite email?
The G suite will be provided into the email connected to usis with a one time password. You need to reset the password.

Can I save files on the lab PCs?
Files saved directly on lab PCs will typically be erased after restarting, as these computers are regularly wiped for security purposes. It’s recommended to save your work on a cloud storage service like Google Drive or an external USB drive.

How to set up G-suite two step verification? 
G-Suite 2-Step Verification

With the increase in cyber threats, protecting your account with just a password is no longer sufficient.  2-Step Verification (2SV) significantly reduces the risk of unauthorized access to your account. As part of our ongoing commitment to enhancing the security of our systems and protecting your information, we are implementing 2-Step Verification (2SV) for all accounts. Please set up 2-Step Verification by May 30, 2024","Yes, there is additional cloud storage available in G-Suite. In our efforts to improve the IT systems and services, we have introduced an additional 50 GB of Cloud Storage from May 2023. You can avail this by clicking on the provided link and signing up with your BRACU Email ID.

Sign-up here: https://signup.microsoft.com/signup?skug=Education&StepsData.Email=sdfsd%40bracu.ac.bd&sku=314c4481-f395-4525-be8b-2ec4bb1e9d91",0.0079,3.9039,3.9118,2026-07-24T07:09:52.311037+00:00
Q032,vector_only,0.0,What is the penalty for absence in Final Defense without deferral?,5 marks deducted.,"What is the penalty for absence in Final Defense without deferral?
5 marks deducted.

What is the penalty for breaking/dividing a group during Final Defense?
5 marks deducted.

What is the penalty for absence in Pre-Thesis I or Pre-Thesis II without deferral?
2 marks deducte

What happens if a thesis defense is deferred—does the student need to retake CSE400?
No, a student should only take CSE400 only once.

When is the final defense typically held?
During the end of the advising week of the next semester.",5 marks deducted.,0.0079,2.3544,2.3623,2026-07-24T07:09:54.673556+00:00
Q033,vector_only,0.0,What should I do if I get on probation?,"If you're placed on probation (typically for a low CGPA), consult your academic advisor immediately to make a recovery plan. You may need to retake courses or improve your performance in subsequent terms.","What should I do if I get on probation?
If you're placed on probation (typically for a low CGPA), consult your academic advisor immediately to make a recovery plan. You may need to retake courses or improve your performance in subsequent terms.

How to identify a student under probation?
""Students admitted Summer 22 and onwards - CGPA below 2.0
Students admitted before Summer 22 - CGPA below 1.5""

How many credits I am allowed to take as I am a probation student?
It depends on your advisor. Either 6 or 9. You will not ne allowed to take 12.

I am probation student, what is my advising rules?
Your regular advisor will not procede any of your request. There are special probation advisors for the Probation Students. Please search by going to the CSE Advising Server. Then look for link-resources in the general section and find the link. It maybe titled as: 2024 [Current Semester] CSE Registration / Advising List [v1] [Student] List or wait until you see your advisor channel visible. Or visit: https://cse.sds.bracu.ac.bd/advising 

Who gives more marks in this couse?
When it comes to marking, every faculty member at BRAC University is fair and evaluates based on the quality of your work. If you write up to the point and answer questions clearly, you can secure high marks. It's important to focus on studying hard and aiming for excellence, rather than just trying to pass or worrying about probation. Put in your best effort, understand the material thoroughly, and aim for full marks—because with the right preparation, you ca","If you're placed on probation (typically for a low CGPA), consult your academic advisor immediately to make a recovery plan. You may need to retake courses or improve your performance in subsequent terms.",0.0076,2.8810,2.8886,2026-07-24T07:09:57.562336+00:00
Q034,vector_only,0.0,What activities can be done on the Roof/13th Floor?,"Green Lawn, Gymnasium, Yoga Zone, Changing Room.","What activities can be done on the Roof/13th Floor?
Green Lawn, Gymnasium, Yoga Zone, Changing Room.

What can I find on the 14th Floor?
Jogging Track and Greenhouse.

How can students utilize the Gymnasium?
The Gymnasium on the Roof/13th Floor is available for physical fitness activities, workouts, and sports.

When will the rooftop open?
The rooftop is already open, containing a Green Lawn, Gymnasium, and Yoga Zone (13th floor).

Where can students participate in clubs and activities?
Club Activity Rooms are located on the 6th Floor.","You can do the following activities on the Roof/13th Floor:

* Green Lawn
* Gymnasium
* Yoga Zone
* Changing Room",0.0079,2.7549,2.7627,2026-07-24T07:10:00.325342+00:00
Q035,vector_only,0.0,When is the application deadline for financial aid?,The application deadline for financial aid at BRAC University typically aligns with the beginning of each semester. Students usually need to apply before the start of the semester to ensure their applications are processed in time.,"When is the application deadline for financial aid?
The application deadline for financial aid at BRAC University typically aligns with the beginning of each semester. Students usually need to apply before the start of the semester to ensure their applications are processed in time.

What is the deadline for scholarship applications?
The deadline for scholarship applications at BRAC University typically varies depending on the type of scholarship and the academic semester. It is important for students to check the university's official announcements or contact the admissions or financial aid office for the specific deadlines related to each semester or scholarship program.

By when must all reports be submitted?
Within the deadline declared in the running semester.

What are the important dates and deadlines for admission?
please visit bracu.ac.bd

scholarships/financial aid are not required to apply further. If they fulfill all the conditions of the scholarship, they will be awarded automatically. 

4. If the scholarship /financial aid of a student is discontinued for one or more than one semester, s/he needs to re-apply through BracU prescribed form after fulfilling the eligibility criteria.",The application deadline for financial aid at BRAC University typically aligns with the beginning of each semester. Students usually need to apply before the start of the semester to ensure their applications are processed in time.,0.0076,2.8096,2.8172,2026-07-24T07:10:03.142704+00:00
Q036,vector_only,0.0,What is pre advising?,"Pre-advising is an important step in the academic registration process. It is a phase where students plan and select the courses they intend to take in the upcoming semester. During pre-advising, students consult with their assigned academic advisors and mentors to ensure their course selections align with their degree requirements, academic standing, and future goals.

Here are some key points about the pre-advising process at BRAC University:

Course Selection: Students can review the available courses for the upcoming semester and choose the ones they need to enroll in. This includes major courses, general education courses, and electives.

Academic Planning: Pre-advising provides an opportunity for students to plan their academic journey, ensuring they meet prerequisites and avoid scheduling conflicts.

Consultation with Advisors/Mentors: Students meet with academic advisors/mentors who provide guidance on course loads, graduation requirements, and academic performance.

System Access: Once students finalize their course plan, they can proceed to formal registration when the advising period opens. Pre-advising helps prevent delays during registration as students have already mapped out their courses.

Pre-advising is crucial for staying on track with academic goals and preventing potential issues with course availability.","What is pre advising?
Pre-advising is an important step in the academic registration process. It is a phase where students plan and select the courses they intend to take in the upcoming semester. During pre-advising, students consult with their assigned academic advisors and mentors to ensure their course selections align with their degree requirements, academic standing, and future goals.

Here are some key points about the pre-advising process at BRAC University:

Course Selection: Students c

What is advising?
Advising is the procedure of taking courses for your next semester. It is divided into two parts. Firstly Pre-advising then main advising. Pre-advising usually happens few days before your cuurent semester's final starts and main advising usually begins 1 week before the class starts.

emic advisors/mentors who provide guidance on course loads, graduation requirements, and academic performance.

System Access: Once students finalize their course plan, they can proceed to formal registration when the advising period opens. Pre-advising helps prevent delays during registration as students have already mapped out their courses.

Pre-advising is crucial for staying on track with academic goals and preventing potential issues with course availability.

 at BRAC University:

Course Selection: Students can review the available courses for the upcoming semester and choose the ones they need to enroll in. This includes major courses, general education courses, and electives.

Academic Planning: Pre-advising provides an opportunity for students to plan their academic journey, ensuring they meet prerequisites and avoid scheduling conflicts.

Consultation with Advisors/Mentors: Students meet with academic advisors/mentors who provide guidance on cour

Can you give me the understanding of the overall advising process?
Firstly during pre advising the The advising procedures are different for every department. Example: For CSE department the advising is divided into 3 parts. Pre Advising(2 Slots for everyone), Discord Advising and On campus Advising. Pre Advising schedule will be uploaded at Brac University Website and you will also be emailed by the Office of the registrar beforehand. So, check your G-suite for updates.Discord advising happens ","According to our retrieved context, pre-advising is an important step in the academic registration process where students plan and select the courses they intend to take in the upcoming semester with their assigned academic advisors and mentors. It involves course selection, academic planning, and consultation with advisors/mentors to ensure that course selections align with degree requirements, academic standing, and future goals.",0.0072,3.3083,3.3155,2026-07-24T07:10:06.458364+00:00
Q037,vector_only,0.0,Is it necessary to register again for Pre-Thesis 2 or other phases of the thesis if already registered for Pre-Thesis 1?,"No, they do not need to re-register for Pre-Thesis 2. Just check on these for further deadlines: https://docs.google.com/spreadsheets/d/1SkyO77YFde-N4bpxQ5lb07FH24hFINyR4JBgD47Xamk/edit?gid=115225515#gid=115225515","Is it necessary to register again for Pre-Thesis 2 or other phases of the thesis if already registered for Pre-Thesis 1?
No, they do not need to re-register for Pre-Thesis 2. Just check on these for further deadlines: https://docs.google.com/spreadsheets/d/1SkyO77YFde-N4bpxQ5lb07FH24hFINyR4JBgD47Xamk/edit?gid=115225515#gid=115225515

Do students need to re-register for Pre-Thesis 2 or continue from Pre-Thesis 1?
No, they do not need to re-register for Pre-Thesis 2. Just check on these for further deadlines: https://docs.google.com/spreadsheets/d/1SkyO77YFde-N4bpxQ5lb07FH24hFINyR4JBgD47Xamk/edit?gid=760084043#gid=760084043

What is the registration process for Pre-Thesis 1 and what are the deadlines?
Here is link of registration of Pre Thesis 1: https://cse.sds.bracu.ac.bd/thesis/registration and also look here into this link for the deadlines: https://docs.google.com/spreadsheets/d/1SkyO77YFde-N4bpxQ5lb07FH24hFINyR4JBgD47Xamk/edit?gid=760084043#gid=760084043

Is it possible to do more than one thesis before graduation?

Can more than one student from the same group submit the registration form?
No, only one student is allowed to register for their Thesis.","No, they do not need to re-register for Pre-Thesis 2. Just check on these for further deadlines: https://docs.google.com/spreadsheets/d/1SkyO77YFde-N4bpxQ5lb07FH24hFINyR4JBgD47Xamk/edit?gid=115225515#gid=115225515",0.0085,3.3319,3.3404,2026-07-24T07:10:09.799012+00:00
Q038,vector_only,0.0,Are there writing or literary clubs available?,"BRAC University Cultural Club (BUCuC) has been representing the traditional as well as the modern end of culture since its very inception. BUCuC’s basic aim is to provide expedient platforms for the various kinds of talent that revolve around performing arts and creative/visual arts (e.g. musicians, dancers, writers, reciters, anchors, set designers, graphic designers, etc.) to enhance their rich cultural presence in BRAC University and beyond. Every semester BUCuC rocks the floor with innovative shows and splendid performances by the in-house members as well as by inviting distinguished celebrity guest performers.

Contact: club.bucuc@g.bracu.ac.bd","Are there writing or literary clubs available?
BRAC University Cultural Club (BUCuC) has been representing the traditional as well as the modern end of culture since its very inception. BUCuC’s basic aim is to provide expedient platforms for the various kinds of talent that revolve around performing arts and creative/visual arts (e.g. musicians, dancers, writers, reciters, anchors, set designers, graphic designers, etc.) to enhance their rich cultural presence in BRAC University and beyond. Ever

Are there any professional or academic clubs related to my major?
What is your major?

How can I find out more about specific clubs?
You can visit this page for details: https://www.bracu.ac.bd/campus-life/office-co-curricular-activities/list-brac-university-clubsocietyforum

What opportunities are there for students interested in music or dance?
There are 2 clubs to visit if you're interested in music or dance: BRAC University Cultural Club (BUCuC) has been representing the traditional as well as the modern end of culture since its very inception. BUCuC’s basic aim is to provide expedient platforms for the various kinds of talent that revolve around performing arts and creative/visual arts (e.g. musicians, dancers, writers, reciters, anchors, set designers, graphic 

Where can students participate in clubs and activities?
Club Activity Rooms are located on the 6th Floor.","According to the provided context, yes, there is a club that includes writers among its types of talent. The BRAC University Cultural Club (BUCuC) has musicians, dancers, writers, reciters, and anchors as part of its expedient platforms for performing arts and creative/visual arts.",0.0070,3.0875,3.0945,2026-07-24T07:10:12.893786+00:00
Q039,vector_only,0.0,What is the last time to catch a bus?,"Last Outbound Timing (drop off) from Basement 01:
BRAC University to Abdullahpur: Route No-01(5:10 PM)
BRAC University to Mirpur-A: Route No-02(5:15 PM)
BRAC University to Mirpur-B: Route No-02(5:10 PM)
BRAC University to Jigatola: Route No-03(5:10 PM)
BRAC University to Azimpur: Route No-04(2:10 PM)
BRAC University to Jatrabari: Route No-05(5:15 PM)
BRAC University to Baldha Garden: Route No-06(5:15 PM)
BRAC University to Mohammadpur: Route No-07(5:10 PM)
BRAC University to Narayanganj: Route No-08(5:15 PM )   
BRAC University to Bashundhara: Route No-09(5:10 PM)"," What is the last time to catch a bus?
Last Outbound Timing (drop off) from Basement 01:
BRAC University to Abdullahpur: Route No-01(5:10 PM)
BRAC University to Mirpur-A: Route No-02(5:15 PM)
BRAC University to Mirpur-B: Route No-02(5:10 PM)
BRAC University to Jigatola: Route No-03(5:10 PM)
BRAC University to Azimpur: Route No-04(2:10 PM)
BRAC University to Jatrabari: Route No-05(5:15 PM)
BRAC University to Baldha Garden: Route No-06(5:15 PM)
BRAC University to Mohammadpur: Route No-07(5:10 PM)


From where does the bus leave on campus?
The bus leave campus from the Basement-1

Where can i get the bus tickets from?
Fare needs to be paid in cash to service attendants inside the buses.

 How many bus routes are there?
There are 9 bus routes for Brac University transportation. 

How long can i park my vehicle on campus?
As long as you're paying the parking fee","According to the context, the answer to your question is:

The last times to catch a bus are:
- 5:10 PM (Route No-01 to Abdullahpur)
- 5:10 PM (Route No-02 to Mirpur-B)
- 5:10 PM (Route No-03 to Jigatola)
- 5:10 PM (Route No-07 to Mohammadpur)
- 5:15 PM (Route No-02 to Mirpur-A)
- 5:15 PM (Route No-05 to Jatrabari)
- 5:15 PM (Route No-06 to Baldha Garden)",0.0079,3.9602,3.9682,2026-07-24T07:10:16.862211+00:00
Q040,vector_only,0.0,How can I apply for the scholarship?,"1. Students who are eligible for Scholarship Based on Previous Academic Results / Sibling Scholarship / BRAC Scholarship / Physically Challenged Students / Children of Freedom Fighter / Debater’s Blue Scholarship / Children of Brac University Regular Confirmed Employee will have to apply for the first time through BracU prescribed form which is available at the Brac University website (https://www.bracu.ac.bd/admission/scholarships-financial-aid) and submit it to the International & Scholarship Office, Brac University or email the scan copy to: scholarship@bracu.ac.bd 

2. Those students who are eligible under Merit Scholarship Based on Brac University Academic Results and Scholarship Based on Brac University Admission Test Result are not required to apply as a scholarship will be awarded automatically. 

3. Those students who are already availing of scholarships/financial aid are not required to apply further. If they fulfill all the conditions of the scholarship, they will be awarded automatically. 

4. If the scholarship /financial aid of a student is discontinued for one or more than one semester, s/he needs to re-apply through BracU prescribed form after fulfilling the eligibility criteria.","How can I apply for the scholarship?
1. Students who are eligible for Scholarship Based on Previous Academic Results / Sibling Scholarship / BRAC Scholarship / Physically Challenged Students / Children of Freedom Fighter / Debater’s Blue Scholarship / Children of Brac University Regular Confirmed Employee will have to apply for the first time through BracU prescribed form which is available at the Brac University website (https://www.bracu.ac.bd/admission/scholarships-financial-aid) and submit i

How can students apply for scholarships at BRAC University?
To apply for scholarships at BRAC University, students must first be admitted to a program. They can then fill out a scholarship application form, available through the admissions or financial aid office. Supporting documents, such as academic transcripts and financial proof (for need-based scholarships), are required. Applications must be submitted by the deadlines, and the Scholarship Committee reviews them before notifying selected s

admission/scholarships-financial-aid) and submit it to the International & Scholarship Office, Brac University or email the scan copy to: scholarship@bracu.ac.bd 

2. Those students who are eligible under Merit Scholarship Based on Brac University Academic Results and Scholarship Based on Brac University Admission Test Result are not required to apply as a scholarship will be awarded automatically. 

3. Those students who are already availing of scholarships/financial aid are not required to app

What documents are needed for a scholarship application?
For a merit-based scholarship application at BRAC University, students generally need to submit academic transcripts, a certificate of enrollment, and a completed scholarship application form. Some scholarships may also require recommendation letters and a personal statement detailing academic achievements and goals. Specific scholarships may have additional requirements, so it’s important to check the guidelines for each one

 on academic results, other programs might involve an application process where candidates provide supporting documents, and their eligibility is assessed by a scholarship committee. Oral tests or interviews may be included as part of this process for further assessment","To apply for scholarships at BRAC University, students must first be admitted to a program. They can then fill out a scholarship application form, available through the admissions or financial aid office. Supporting documents, such as academic transcripts and financial proof (for need-based scholarships), are required. Applications must be submitted by the deadlines, and the Scholarship Committee reviews them before notifying selected students.

Alternatively, if you're eligible for a merit-based scholarship based on Brac University Academic Results or Admission Test Result, no application is required, as the scholarship will be awarded automatically.",0.0069,3.7857,3.7926,2026-07-24T07:10:20.654956+00:00
Q041,vector_only,0.0,What is the process for organizing club outdoor activities or study tours?,"Study tours must align with the club's objectives and require approval from the Registrar through the Director of OCA. Tours should take place during semester breaks and are funded by the club budget. Food costs are allocated at Tk. 200 per day for one-day trips and Tk. 1,000 per day for longer trips. Advisors and co-advisors must accompany students. A Parent Consent Form (signed by guardians) and a list of students with IDs must be submitted to the OCA. Transport requests should be made one week in advance for city tours and two weeks for out-of-town tours. Only active club members can join, and students can participate in one tour per semester.","What is the process for organizing club outdoor activities or study tours?
Study tours must align with the club's objectives and require approval from the Registrar through the Director of OCA. Tours should take place during semester breaks and are funded by the club budget. Food costs are allocated at Tk. 200 per day for one-day trips and Tk. 1,000 per day for longer trips. Advisors and co-advisors must accompany students. A Parent Consent Form (signed by guardians) and a list of students with 

How to apply for club outdoor activites or tour?
1. The purpose of study tours has to be relevant to the club activities and objectives.

2. Approval from the Registrar through the Director of OCA is required for conducting the tour.

3. Tours are to be conducted during the semester break.

4. Study tour expenses are covered by the club budget.

5. One-day trip: Food cost Tk.200/- per day per person will be allocated

6. Long trips: If more than one day, food cost Tk.1,000/- per day pe

How to create a new club?
1. At least 50 student members and one advisor [from BRACU faculty] are expected to be interested to start a club.

2. An application to the director, co-curricular activities with goals, objectives, program calendar, and mode of operation, signed by the advisor/ co-advisor[s] should be submitted by the applicants intending to open the club.

3. The club should have a student Executive Committee comprised of the president, secretaries, and other positions depending 

How to Apply to Organize Online club events?
Student Organizations (clubs/societies) may organize online events:

1. Clubs/Societies will plan student activities on online platforms

2. The official time of the programs will be: a. 11 am to 9 pm

3. Must submit the proposal by email before 10 working days of the event to student_org@bracu.ac.bd and cc to <club advisor/co-advisor>

4. In the proposal, club must provide the following information:

• Specific Topic or Objective
• Online Platform (F

Where can students participate in clubs and activities?
Club Activity Rooms are located on the 6th Floor.","According to the retrieved context, here's the process:

**To Organize Club Outdoor Activities or Study Tours:**

1. The purpose of the study tour must be relevant to the club's activities and objectives.
2. Approval from the Registrar through the Director of OCA is required for conducting the tour.
3. Tours are to be conducted during semester breaks.
4. Study tour expenses are covered by the club budget.

Additionally, note that:

* Food costs are allocated at Tk. 200 per day for one-day trips and Tk. 1,000 per day for longer trips.
* Advisors and co-advisors must accompany students.
* A Parent Consent Form (signed by guardians) and a list of students with their contact information are required.

Note that the context does not provide detailed steps on how to submit an application or proposal for organizing study tours.",0.0074,4.5454,4.5528,2026-07-24T07:10:25.208001+00:00
Q042,vector_only,0.0,What is the submission deadline for P1 or P2? Is there a poster presentation for Pre-2?,"Check this google docs file: https://docs.google.com/spreadsheets/d/1SkyO77YFde-N4bpxQ5lb07FH24hFINyR4JBgD47Xamk/edit?gid=115225515#gid=115225515 . Here you can find all the deadlines of P1 and P2. Poster presentation usually happens during P2, if it does not happen you will be notified by the Thesis committee.","What is the submission deadline for P1 or P2? Is there a poster presentation for Pre-2?
Check this google docs file: https://docs.google.com/spreadsheets/d/1SkyO77YFde-N4bpxQ5lb07FH24hFINyR4JBgD47Xamk/edit?gid=115225515#gid=115225515 . Here you can find all the deadlines of P1 and P2. Poster presentation usually happens during P2, if it does not happen you will be notified by the Thesis committee.

What are the current deadlines for thesis submission and defense?
Check the deadlines here: https://docs.google.com/spreadsheets/d/1SkyO77YFde-N4bpxQ5lb07FH24hFINyR4JBgD47Xamk/edit?gid=760084043#gid=760084043

on form by the specified deadline.

What is the registration process for Pre-Thesis 1 and what are the deadlines?
Here is link of registration of Pre Thesis 1: https://cse.sds.bracu.ac.bd/thesis/registration and also look here into this link for the deadlines: https://docs.google.com/spreadsheets/d/1SkyO77YFde-N4bpxQ5lb07FH24hFINyR4JBgD47Xamk/edit?gid=760084043#gid=760084043

By when must all reports be submitted?
Within the deadline declared in the running semester.","According to the retrieved context, you can find the deadlines for P1 and P2 by checking this Google Docs file: https://docs.google.com/spreadsheets/d/1SkyO77YFde-N4bpxQ5lb07FH24hFINyR4JBgD47Xamk/edit?gid=115225515#gid=115225515. 

Additionally, it mentions that a poster presentation usually happens during P2, but if it does not happen, you will be notified by the Thesis committee.",0.0081,3.6976,3.7057,2026-07-24T07:10:28.913924+00:00
Q043,vector_only,0.0,Where can students get assistance with plagiarism checks?,By emailing the librarian at librarian@bracu.ac.bd or consulting their supervisor.,"Where can students get assistance with plagiarism checks?
By emailing the librarian at librarian@bracu.ac.bd or consulting their supervisor.

What is the maximum allowable plagiarism for thesis reports?
Less than or equal to 15%, verified through Turnitin.

Committee reviews them before notifying selected students through email or the university portal.

What academic resources are available at TARC for students?
There is vast library in Tarc which holds a collection of huge number of books.Also there is a stationary shop where notebooks and other mecessary stuffs are sold

How long do students have to submit their hard copy after receiving thesis approval?",Students can get assistance with plagiarism checks by emailing the librarian at librarian@bracu.ac.bd or consulting their supervisor.,0.0079,2.6240,2.6318,2026-07-24T07:10:31.545982+00:00
Q044,vector_only,0.0,"If I change my department, will it affect my scholarship?","No, it will not affect your scholarship but you have to achieve the required CGPA & maintain the course load as per policy.","If I change my department, will it affect my scholarship?
No, it will not affect your scholarship but you have to achieve the required CGPA & maintain the course load as per policy.

Whats the procedure for changing my department?
Go to your respective department and ask for department change form.

whats the procedure for changing my section?
If you are already enrolled in a section then your request will be rejected by DCO due to the policies set by department.


If I am eligible for the scholarship in multiple categories, can I apply for all those categories?
According to the policy, if a student is eligible for more than one category of Scholarship/Financial Aid, only the higher one will be adjusted.

scholarships/financial aid are not required to apply further. If they fulfill all the conditions of the scholarship, they will be awarded automatically. 

4. If the scholarship /financial aid of a student is discontinued for one or more than one semester, s/he needs to re-apply through BracU prescribed form after fulfilling the eligibility criteria.","No, it will not affect your scholarship but you have to achieve the required CGPA & maintain the course load as per policy.",0.0072,2.6212,2.6284,2026-07-24T07:10:34.174604+00:00
Q045,vector_only,0.0,Can i bring a guardian to commute with me?,"Unfortunately no, The bus is for transporting students only. The passengers should display individual ID cards prior to boarding."," Can i bring a guardian to commute with me?
Unfortunately no, The bus is for transporting students only. The passengers should display individual ID cards prior to boarding.

Where can guardians wait during their visits?
The Guardian Waiting Room is located on the Ground Floor.

Can I take food to the library?
 No food or drinks are allowed, but you may bring a water bottle.

Where do i have to park the vehicle?
You can park your vehicle at basement-2.

How long can i park my vehicle on campus?
As long as you're paying the parking fee","Unfortunately no, The bus is for transporting students only. The passengers should display individual ID cards prior to boarding.",0.0070,2.6489,2.6559,2026-07-24T07:10:36.830726+00:00
Q046,vector_only,0.0,When is the next intake for the undergraduate program?,please visit bracu.ac.bd,"When is the next intake for the undergraduate program?
please visit bracu.ac.bd

What are the important dates and deadlines for admission?
please visit bracu.ac.bd

What is the academic calendar for BRAC University, including semester dates and exam schedules?
Here is the official link of the academic dates: https://www.bracu.ac.bd/news-events/academic-dates

When is the final defense typically held?
During the end of the advising week of the next semester.

Can you give me the actual advising schedule of next semester?
For Fall'24 the advising session will begin on 16 October. Here is the detailed information: **2024 FALL DATES:**
**Online Advising (Discord)**
> **Date:** 16  to 17 October
> **Active Time:** **[**9 AM to 12.30 PM**]**, **[**1.30 PM to 5 PM**]**

**Offline Advising (On Campus)**
> **Date:** 20 to 21 October
> **Active Time:** **[**10 AM to 12.30 PM**]**, **[**1.30 PM to 4 PM**]**

**NO ADVISING ON**
> 18 to 19 October - Weekend

**A","Unfortunately, the retrieved context does not contain enough information to provide a specific answer about when the next intake for the undergraduate program is.",0.0075,2.6405,2.6480,2026-07-24T07:10:39.478901+00:00
Q047,vector_only,0.0,Do BRACU helps during VISA processing for international students?,"Yes, BRACU (international-office@bracu.ac.bd) will assist in applying for the visa as needed by a foreign student.","Do BRACU helps during VISA processing for international students?
Yes, BRACU (international-office@bracu.ac.bd) will assist in applying for the visa as needed by a foreign student.

Does BRACU provide accomodation for international students?
Brac University provides international students accommodation facilities (need more info)

will benefit BRACU students, and whether you’ve traveled abroad before. Additionally, attach a letter of approval from the club advisor and president. A selection committee may be formed for certain events. After returning, a session must be arranged to share the experience and learning.

What documents are required for international students admission?
The academic and other related documents required for admission to BracU are as follows:

Completed admission application form
Original Copy of academic transcripts/certificates
Statement from your home institute which confirms medium of instruction is English
Police Clearance Certificate from your country of origin/No Objection Letter (NOC) from your home institute
Valid passport and Student visa
Health checkup/medical cer

Is there any scholarship scheme for international students?
1. BRAC Scholarship (Needs-Based Scholarship)

Benefits: 100% tuition and fees waiver (including semester fees, lab fees, library fees) along with food and accommodations.
Eligibility: Awarded to economically disadvantaged but meritorious students.
Requirements:
Must maintain a minimum CGPA of 3.00 on a scale of 4.00 in all semesters.
If the CGPA falls below 3.00, the student may retain a tuition fee waiver for up to two consecutive sem","Yes, BRACU (international-office@bracu.ac.bd) will assist in applying for the visa as needed by a foreign student.",0.0080,2.7203,2.7283,2026-07-24T07:10:42.207401+00:00
