claim,context,is_correct,source,query
"Yes - BRACU's Minor in Physics has its own defined set of required courses and prerequisites, separate from your EEE major requirements, open to students from other departments as long as they meet those specific prerequisites.","Question: I'm an EEE student minoring in Physics. Do I need to separately meet the Physics minor's prerequisites even though I'm not a Physics major?
Answer: Yes - BRACU's Minor in Physics has its own defined set of required courses and prerequisites, separate from your EEE major requirements, open to students from other departments as long as they meet those specific prerequisites. Being an EEE major doesn't automatically satisfy the Physics minor's course requirements; you'd need to check and fulfill them independently.

Question: Can students minor in Physics, Mathematics, Biotechnology, or Microbiology even if it's not their major?
Answer: Yes, BRAC University offers formal Minor programs in Physics, Mathematics, Biotechnology, and Microbiology, each with a specific set of required courses, open to students from other majors who meet the prerequisites.

Question: Can students minor in EEE if it's not their major department?
Answer: Yes, BRAC University offers a Minor in EEE with its own defined set of required courses and prerequisites (such as Electrical Circuits I & II and Electronic Circuits I & II), open to students from other departments who meet the prerequisites.

Question (Banglish): Major na hoile o student ra ki Physics, Mathematics, Biotechnology, ba Microbiology te minor korte pare?
Answer (English): Yes, BRAC University offers formal Minor programs in Physics, Mathematics, Biotechnology, and Microbiology, each with a specific set of required courses, open to students from other majors who meet the prerequisites.

Question: New student here, can students minor in Physics, Mathematics, Biotechnology, or Microbiology even if it's not their major?
Answer: Yes, BRAC University offers formal Minor programs in Physics, Mathematics, Biotechnology, and Microbiology, each with a specific set of required courses, open to students from other majors who meet the prerequisites.",True,verified_retrieval,I'm an EEE student minoring in Physics. Do I need to separately meet the Physics minor's prerequisites even though I'm not a Physics major?
Being an EEE major doesn't automatically satisfy the Physics minor's course requirements; you'd need to check and fulfill them independently.,"Question: I'm an EEE student minoring in Physics. Do I need to separately meet the Physics minor's prerequisites even though I'm not a Physics major?
Answer: Yes - BRACU's Minor in Physics has its own defined set of required courses and prerequisites, separate from your EEE major requirements, open to students from other departments as long as they meet those specific prerequisites. Being an EEE major doesn't automatically satisfy the Physics minor's course requirements; you'd need to check and fulfill them independently.

Question: Can students minor in Physics, Mathematics, Biotechnology, or Microbiology even if it's not their major?
Answer: Yes, BRAC University offers formal Minor programs in Physics, Mathematics, Biotechnology, and Microbiology, each with a specific set of required courses, open to students from other majors who meet the prerequisites.

Question: Can students minor in EEE if it's not their major department?
Answer: Yes, BRAC University offers a Minor in EEE with its own defined set of required courses and prerequisites (such as Electrical Circuits I & II and Electronic Circuits I & II), open to students from other departments who meet the prerequisites.

Question (Banglish): Major na hoile o student ra ki Physics, Mathematics, Biotechnology, ba Microbiology te minor korte pare?
Answer (English): Yes, BRAC University offers formal Minor programs in Physics, Mathematics, Biotechnology, and Microbiology, each with a specific set of required courses, open to students from other majors who meet the prerequisites.

Question: New student here, can students minor in Physics, Mathematics, Biotechnology, or Microbiology even if it's not their major?
Answer: Yes, BRAC University offers formal Minor programs in Physics, Mathematics, Biotechnology, and Microbiology, each with a specific set of required courses, open to students from other majors who meet the prerequisites.",True,verified_retrieval,I'm an EEE student minoring in Physics. Do I need to separately meet the Physics minor's prerequisites even though I'm not a Physics major?
"It depends on the program and department; in CSE, for example, students can fulfill the CSE400 capstone requirement through a Thesis, a Project, or an Internship track, each with its own supervision and marking rubric, rather than thesis being the only option.","Question: Does every undergraduate program require a thesis, or can students choose a project/internship instead?
Answer: It depends on the program and department; in CSE, for example, students can fulfill the CSE400 capstone requirement through a Thesis, a Project, or an Internship track, each with its own supervision and marking rubric, rather than thesis being the only option.

Question (Banglish): Protita undergraduate program e thesis lage, naki student ra project/internship o choose korte pare?
Answer (English): It depends on the program and department; in CSE, for example, students can fulfill the CSE400 capstone requirement through a Thesis, a Project, or an Internship track, each with its own supervision and marking rubric, rather than thesis being the only option.

Question: I wanted to ask, do BBA students have to do an internship, or can they choose a thesis instead?
Answer: BBA students are generally required to complete a one-semester internship, but they may opt for a Thesis instead. Choosing the thesis route requires a minimum CGPA of 3.5 and involves working with a supervisor for at least one semester (trimester), followed by a thesis paper and a presentation.

Question: Do BBA students have to do an internship, or can they choose a thesis instead?
Answer: BBA students are generally required to complete a one-semester internship, but they may opt for a Thesis instead. Choosing the thesis route requires a minimum CGPA of 3.5 and involves working with a supervisor for at least one semester (trimester), followed by a thesis paper and a presentation.

Question: Hi, does every undergraduate program require a thesis, or can students choose a project/internship instead?
Answer: It depends on the program and department; in CSE, for example, students can fulfill the CSE400 capstone requirement through a Thesis, a Project, or an Internship track, each with its own supervision and marking rubric, rather than thesis being the only option.",True,verified_retrieval,"Does every undergraduate program require a thesis, or can students choose a project/internship instead?"
"BSEEE (Electrical and Electronic Engineering) has a broader focus spanning power, electronics and general EEE topics, while BSECE (Electronic and Communication Engineering) concentrates more specifically on communication-related topics such as signal processing, telecommunications, microwave engineering, and data/optical/satellite communications.","Question: Can you tell me what the difference in focus between the BSEEE and BSECE programs is?
Answer: BSEEE (Electrical and Electronic Engineering) has a broader focus spanning power, electronics and general EEE topics, while BSECE (Electronic and Communication Engineering) concentrates more specifically on communication-related topics such as signal processing, telecommunications, microwave engineering, and data/optical/satellite communications.

Question (Banglish): BSEEE ar BSECE program er focus e ki difference?
Answer (English): BSEEE (Electrical and Electronic Engineering) has a broader focus spanning power, electronics and general EEE topics, while BSECE (Electronic and Communication Engineering) concentrates more specifically on communication-related topics such as signal processing, telecommunications, microwave engineering, and data/optical/satellite communications.

Question: Hey, is BRAC University's CSE program better than BUET's?
Answer: I can't give an objective ranking there - 'better' depends on what you're optimizing for, and I don't have comparative data on BUET to draw from anyway.

Question: Is BRAC University's CSE program better than BUET's?
Answer: I can't give an objective ranking there - 'better' depends on what you're optimizing for, and I don't have comparative data on BUET to draw from anyway.

Question: What is the difference in focus between the BSEEE and BSECE programs?
Answer: BSEEE (Electrical and Electronic Engineering) has a broader focus spanning power, electronics and general EEE topics, while BSECE (Electronic and Communication Engineering) concentrates more specifically on communication-related topics such as signal processing, telecommunications, microwave engineering, and data/optical/satellite communications.",True,verified_retrieval,Can you tell me what the difference in focus between the BSEEE and BSECE programs is?
"The university can be reached at +88 09638464646 (extension 1001 for the operator), and general queries can be emailed to info@bracu.ac.bd.","Question: What is BRAC University's general contact information?
Answer: The university can be reached at +88 09638464646 (extension 1001 for the operator), and general queries can be emailed to info@bracu.ac.bd.

Question: For a friend who's asking — who do I contact for general student service issues like ID, registration or exam queries?
Answer: The Student Information Centre (SIC) handles student information, registry, exam controller and admissions queries. It can be reached at sic@bracu.ac.bd, by phone via +8809638464646 (press 2), and is open 9:00 AM to 4:30 PM.

Question: Before I forget to ask — who do I contact for general student service issues like ID, registration or exam queries?
Answer: The Student Information Centre (SIC) handles student information, registry, exam controller and admissions queries. It can be reached at sic@bracu.ac.bd, by phone via +8809638464646 (press 2), and is open 9:00 AM to 4:30 PM.

Question: Who do I contact for general student service issues like ID, registration or exam queries?
Answer: The Student Information Centre (SIC) handles student information, registry, exam controller and admissions queries. It can be reached at sic@bracu.ac.bd, by phone via +8809638464646 (press 2), and is open 9:00 AM to 4:30 PM.

Question (Banglish): BRAC University er general contact information ta ki?
Answer (English): The university can be reached at +88 09638464646 (extension 1001 for the operator), and general queries can be emailed to info@bracu.ac.bd.",True,verified_retrieval,What is BRAC University's general contact information?
Tarc provides students of BRAC a residential campus where they experience to live with their fellow classmates.,"Question: What amenities and facilities are provided for students at TARC?
Answer: Tarc provides students of BRAC a residential campus where they experience to live with their fellow classmates.Tarc also provides students the importance of time dynamics ,punctuality and basic manners like to respect others work.Tarc also tries to make students do their own work by themselves.

Question: Quick question — what amenities and facilities are provided for students at TARC?
Answer: Tarc provides students of BRAC a residential campus where they experience to live with their fellow classmates.Tarc also provides students the importance of time dynamics ,punctuality and basic manners like to respect others work.Tarc also tries to make students do their own work by themselves.

Question (Banglish): TARC e student der ki ki amenities ar facility deya hoy?
Answer (English): Tarc provides students of BRAC a residential campus where they experience to live with their fellow classmates.Tarc also provides students the importance of time dynamics ,punctuality and basic manners like to respect others work.Tarc also tries to make students do their own work by themselves.

Question: For a friend who's asking — what amenities and facilities are provided for students at TARC?
Answer: Tarc provides students of BRAC a residential campus where they experience to live with their fellow classmates.Tarc also provides students the importance of time dynamics ,punctuality and basic manners like to respect others work.Tarc also tries to make students do their own work by themselves.

Question: Curious about something: what amenities and facilities are provided for students at TARC?
Answer: Tarc provides students of BRAC a residential campus where they experience to live with their fellow classmates.Tarc also provides students the importance of time dynamics ,punctuality and basic manners like to respect others work.Tarc also tries to make students do their own work by themselves.",True,verified_retrieval,What amenities and facilities are provided for students at TARC?
"Tarc also provides students the importance of time dynamics, punctuality, and basic manners like respecting others' work.","Question: What amenities and facilities are provided for students at TARC?
Answer: Tarc provides students of BRAC a residential campus where they experience to live with their fellow classmates.Tarc also provides students the importance of time dynamics ,punctuality and basic manners like to respect others work.Tarc also tries to make students do their own work by themselves.

Question: Quick question — what amenities and facilities are provided for students at TARC?
Answer: Tarc provides students of BRAC a residential campus where they experience to live with their fellow classmates.Tarc also provides students the importance of time dynamics ,punctuality and basic manners like to respect others work.Tarc also tries to make students do their own work by themselves.

Question (Banglish): TARC e student der ki ki amenities ar facility deya hoy?
Answer (English): Tarc provides students of BRAC a residential campus where they experience to live with their fellow classmates.Tarc also provides students the importance of time dynamics ,punctuality and basic manners like to respect others work.Tarc also tries to make students do their own work by themselves.

Question: For a friend who's asking — what amenities and facilities are provided for students at TARC?
Answer: Tarc provides students of BRAC a residential campus where they experience to live with their fellow classmates.Tarc also provides students the importance of time dynamics ,punctuality and basic manners like to respect others work.Tarc also tries to make students do their own work by themselves.

Question: Curious about something: what amenities and facilities are provided for students at TARC?
Answer: Tarc provides students of BRAC a residential campus where they experience to live with their fellow classmates.Tarc also provides students the importance of time dynamics ,punctuality and basic manners like to respect others work.Tarc also tries to make students do their own work by themselves.",True,verified_retrieval,What amenities and facilities are provided for students at TARC?
Tarc also tries to make students do their own work by themselves.,"Question: What amenities and facilities are provided for students at TARC?
Answer: Tarc provides students of BRAC a residential campus where they experience to live with their fellow classmates.Tarc also provides students the importance of time dynamics ,punctuality and basic manners like to respect others work.Tarc also tries to make students do their own work by themselves.

Question: Quick question — what amenities and facilities are provided for students at TARC?
Answer: Tarc provides students of BRAC a residential campus where they experience to live with their fellow classmates.Tarc also provides students the importance of time dynamics ,punctuality and basic manners like to respect others work.Tarc also tries to make students do their own work by themselves.

Question (Banglish): TARC e student der ki ki amenities ar facility deya hoy?
Answer (English): Tarc provides students of BRAC a residential campus where they experience to live with their fellow classmates.Tarc also provides students the importance of time dynamics ,punctuality and basic manners like to respect others work.Tarc also tries to make students do their own work by themselves.

Question: For a friend who's asking — what amenities and facilities are provided for students at TARC?
Answer: Tarc provides students of BRAC a residential campus where they experience to live with their fellow classmates.Tarc also provides students the importance of time dynamics ,punctuality and basic manners like to respect others work.Tarc also tries to make students do their own work by themselves.

Question: Curious about something: what amenities and facilities are provided for students at TARC?
Answer: Tarc provides students of BRAC a residential campus where they experience to live with their fellow classmates.Tarc also provides students the importance of time dynamics ,punctuality and basic manners like to respect others work.Tarc also tries to make students do their own work by themselves.",True,verified_retrieval,What amenities and facilities are provided for students at TARC?
Each route has between 5 and 12 designated stoppages.,"Question: How many stoppages are there for each route?
Answer: Each route has between 5 and 12 designated stoppages.

Question: Can passengers request additional stoppages?
Answer: No, only designated stoppages will be used.

Question: How many bus routes are there?
Answer: There are 9 bus routes for Brac University transportation.

Question (Banglish): Passenger ra ki additional stoppage request korte pare?
Answer (English): No, only designated stoppages will be used.

Question (Banglish): Protita route er jonno koyta stoppage ache?
Answer (English): Each route has between 5 and 12 designated stoppages.",True,verified_retrieval,How many stoppages are there for each route?
The library provides a variety of study facilities to suit different preferences.,"Question: This might be a silly question, but what services do library provide?
Answer: The library offers a variety of study facilities to suit different preferences. If you enjoy studying in a group, you can reserve a study room in advance, providing a dedicated space for collaboration. For those who prefer studying alone, there are single seats and study capsules available on a first-come, first-served basis. Additionally, the library features various other quiet and comfortable areas where you can focus on your studies.

Question: This might be a silly question, but does the library provide any support for referencing and citation styles?
Answer: Yes, referencing and citation guidelines are a standard part of the library's orientation and information-literacy sessions, helping students apply the correct citation style for their thesis, reports and assignments.

Question: Can someone help — what services do library provide?
Answer: The library offers a variety of study facilities to suit different preferences. If you enjoy studying in a group, you can reserve a study room in advance, providing a dedicated space for collaboration. For those who prefer studying alone, there are single seats and study capsules available on a first-come, first-served basis. Additionally, the library features various other quiet and comfortable areas where you can focus on your studies.

Question: This might be a silly question, but provide me the contact information of library staffs?
Answer: You can contact Librarian at: librarian@bracu.ac.bd, hasina@bracu.ac.bd
Deputy Librarian: nasiruddin@bracu.ac.bd, murtoza@bracu.ac.bd

Question: This might be a silly question, but does the library provide help specifically with using citation management or referencing tools?
Answer: Yes, referencing and citation guideline instruction is part of the library's standard information-literacy curriculum, helping students apply the correct format for their thesis, reports, and coursework.",True,verified_retrieval,"This might be a silly question, but what services do library provide?"
"If you enjoy studying in a group, you can reserve a study room in advance, providing a dedicated space for collaboration.","Question: This might be a silly question, but what services do library provide?
Answer: The library offers a variety of study facilities to suit different preferences. If you enjoy studying in a group, you can reserve a study room in advance, providing a dedicated space for collaboration. For those who prefer studying alone, there are single seats and study capsules available on a first-come, first-served basis. Additionally, the library features various other quiet and comfortable areas where you can focus on your studies.

Question: This might be a silly question, but does the library provide any support for referencing and citation styles?
Answer: Yes, referencing and citation guidelines are a standard part of the library's orientation and information-literacy sessions, helping students apply the correct citation style for their thesis, reports and assignments.

Question: Can someone help — what services do library provide?
Answer: The library offers a variety of study facilities to suit different preferences. If you enjoy studying in a group, you can reserve a study room in advance, providing a dedicated space for collaboration. For those who prefer studying alone, there are single seats and study capsules available on a first-come, first-served basis. Additionally, the library features various other quiet and comfortable areas where you can focus on your studies.

Question: This might be a silly question, but provide me the contact information of library staffs?
Answer: You can contact Librarian at: librarian@bracu.ac.bd, hasina@bracu.ac.bd
Deputy Librarian: nasiruddin@bracu.ac.bd, murtoza@bracu.ac.bd

Question: This might be a silly question, but does the library provide help specifically with using citation management or referencing tools?
Answer: Yes, referencing and citation guideline instruction is part of the library's standard information-literacy curriculum, helping students apply the correct format for their thesis, reports, and coursework.",True,verified_retrieval,"This might be a silly question, but what services do library provide?"
"For those who prefer studying alone, there are single seats and study capsules available on a first-come, first-served basis.","Question: This might be a silly question, but what services do library provide?
Answer: The library offers a variety of study facilities to suit different preferences. If you enjoy studying in a group, you can reserve a study room in advance, providing a dedicated space for collaboration. For those who prefer studying alone, there are single seats and study capsules available on a first-come, first-served basis. Additionally, the library features various other quiet and comfortable areas where you can focus on your studies.

Question: This might be a silly question, but does the library provide any support for referencing and citation styles?
Answer: Yes, referencing and citation guidelines are a standard part of the library's orientation and information-literacy sessions, helping students apply the correct citation style for their thesis, reports and assignments.

Question: Can someone help — what services do library provide?
Answer: The library offers a variety of study facilities to suit different preferences. If you enjoy studying in a group, you can reserve a study room in advance, providing a dedicated space for collaboration. For those who prefer studying alone, there are single seats and study capsules available on a first-come, first-served basis. Additionally, the library features various other quiet and comfortable areas where you can focus on your studies.

Question: This might be a silly question, but provide me the contact information of library staffs?
Answer: You can contact Librarian at: librarian@bracu.ac.bd, hasina@bracu.ac.bd
Deputy Librarian: nasiruddin@bracu.ac.bd, murtoza@bracu.ac.bd

Question: This might be a silly question, but does the library provide help specifically with using citation management or referencing tools?
Answer: Yes, referencing and citation guideline instruction is part of the library's standard information-literacy curriculum, helping students apply the correct format for their thesis, reports, and coursework.",True,verified_retrieval,"This might be a silly question, but what services do library provide?"
"Additionally, the library features various other quiet and comfortable areas where you can focus on your studies.","Question: This might be a silly question, but what services do library provide?
Answer: The library offers a variety of study facilities to suit different preferences. If you enjoy studying in a group, you can reserve a study room in advance, providing a dedicated space for collaboration. For those who prefer studying alone, there are single seats and study capsules available on a first-come, first-served basis. Additionally, the library features various other quiet and comfortable areas where you can focus on your studies.

Question: This might be a silly question, but does the library provide any support for referencing and citation styles?
Answer: Yes, referencing and citation guidelines are a standard part of the library's orientation and information-literacy sessions, helping students apply the correct citation style for their thesis, reports and assignments.

Question: Can someone help — what services do library provide?
Answer: The library offers a variety of study facilities to suit different preferences. If you enjoy studying in a group, you can reserve a study room in advance, providing a dedicated space for collaboration. For those who prefer studying alone, there are single seats and study capsules available on a first-come, first-served basis. Additionally, the library features various other quiet and comfortable areas where you can focus on your studies.

Question: This might be a silly question, but provide me the contact information of library staffs?
Answer: You can contact Librarian at: librarian@bracu.ac.bd, hasina@bracu.ac.bd
Deputy Librarian: nasiruddin@bracu.ac.bd, murtoza@bracu.ac.bd

Question: This might be a silly question, but does the library provide help specifically with using citation management or referencing tools?
Answer: Yes, referencing and citation guideline instruction is part of the library's standard information-literacy curriculum, helping students apply the correct format for their thesis, reports, and coursework.",True,verified_retrieval,"This might be a silly question, but what services do library provide?"
The second outbound timing for Route-04 (Azimpur) is 5:10 PM.,"Question: What is the second outbound timing for Route-04 (Azimpur)?
Answer: Route-04 (Azimpur): Second trip departs at 5:10 PM.

Question: What is the second outbound timing for Route-02 (Mirpur-A)?
Answer: Route-02 (Mirpur-A): Second trip departs at 5:10 PM.

Question: What is the second outbound timing for Route-01 (Abdullahpur)?
Answer: Route-01 (Abdullahpur): Second trip departs at 5:10 PM.

Question: What is the second outbound timing for Route-07 (Mohammadpur)?
Answer: Route-07 (Mohammadpur): Second trip departs at 5:10 PM.

Question (Banglish): Route-04 (Azimpur) er second outbound timing ta ki?
Answer (English): Route-04 (Azimpur): Second trip departs at 5:10 PM.",True,verified_retrieval,What is the second outbound timing for Route-04 (Azimpur)?
"For students enrolled in the Computer Science and Engineering (CSE) program at BRAC University, the tuition fee structure includes a one-time, non-refundable admission fee of BDT 30,800.","Question: New student here, could you please provide details about the tuition fee structure at BRAC University?
Answer: For students enrolled in the Computer Science and Engineering (CSE) program at BRAC University, the tuition fee structure includes a one-time, non-refundable admission fee of BDT 30,800. Each course within the CSE program costs BDT 22,500. Additionally, students are required to pay a semester fee of BDT 11,500, which covers various facilities such as IT services and library access. There is also a one-time library membership fee of BDT 2,500. This fee structure is designed to support the comprehensive education provided in the CSE program, ensuring access to advanced resources and facilities?

Question (Banglish): BRAC University er tuition fee structure ta ektu bolben please?
Answer (English): For students enrolled in the Computer Science and Engineering (CSE) program at BRAC University, the tuition fee structure includes a one-time, non-refundable admission fee of BDT 30,800. Each course within the CSE program costs BDT 22,500. Additionally, students are required to pay a semester fee of BDT 11,500, which covers various facilities such as IT services and library access. There is also a one-time library membership fee of BDT 2,500. This fee structure is designed to support the comprehensive education provided in the CSE program, ensuring access to advanced resources and facilities

Question: Not sure if this is covered elsewhere, but what's the tuition fee at North South University?
Answer: That's outside what I can help with - I only have information about BRAC University. North South University's own website would have their current fee structure.

Question: What's the tuition fee at North South University?
Answer: That's outside what I can help with - I only have information about BRAC University. North South University's own website would have their current fee structure.

Question: Could you please provide details about the tuition fee structure at BRAC University?
Answer: For students enrolled in the Computer Science and Engineering (CSE) program at BRAC University, the tuition fee structure includes a one-time, non-refundable admission fee of BDT 30,800. Each course within the CSE program costs BDT 22,500. Additionally, students are required to pay a semester fee of BDT 11,500, which covers various facilities such as IT services and library access. There is also a one-time library membership fee of BDT 2,500. This fee structure is designed to support the comprehensive education provided in the CSE program, ensuring access to advanced resources and facilities?",True,verified_retrieval,"New student here, could you please provide details about the tuition fee structure at BRAC University?"
"Each course within the CSE program costs BDT 22,500.","Question: New student here, could you please provide details about the tuition fee structure at BRAC University?
Answer: For students enrolled in the Computer Science and Engineering (CSE) program at BRAC University, the tuition fee structure includes a one-time, non-refundable admission fee of BDT 30,800. Each course within the CSE program costs BDT 22,500. Additionally, students are required to pay a semester fee of BDT 11,500, which covers various facilities such as IT services and library access. There is also a one-time library membership fee of BDT 2,500. This fee structure is designed to support the comprehensive education provided in the CSE program, ensuring access to advanced resources and facilities?

Question (Banglish): BRAC University er tuition fee structure ta ektu bolben please?
Answer (English): For students enrolled in the Computer Science and Engineering (CSE) program at BRAC University, the tuition fee structure includes a one-time, non-refundable admission fee of BDT 30,800. Each course within the CSE program costs BDT 22,500. Additionally, students are required to pay a semester fee of BDT 11,500, which covers various facilities such as IT services and library access. There is also a one-time library membership fee of BDT 2,500. This fee structure is designed to support the comprehensive education provided in the CSE program, ensuring access to advanced resources and facilities

Question: Not sure if this is covered elsewhere, but what's the tuition fee at North South University?
Answer: That's outside what I can help with - I only have information about BRAC University. North South University's own website would have their current fee structure.

Question: What's the tuition fee at North South University?
Answer: That's outside what I can help with - I only have information about BRAC University. North South University's own website would have their current fee structure.

Question: Could you please provide details about the tuition fee structure at BRAC University?
Answer: For students enrolled in the Computer Science and Engineering (CSE) program at BRAC University, the tuition fee structure includes a one-time, non-refundable admission fee of BDT 30,800. Each course within the CSE program costs BDT 22,500. Additionally, students are required to pay a semester fee of BDT 11,500, which covers various facilities such as IT services and library access. There is also a one-time library membership fee of BDT 2,500. This fee structure is designed to support the comprehensive education provided in the CSE program, ensuring access to advanced resources and facilities?",True,verified_retrieval,"New student here, could you please provide details about the tuition fee structure at BRAC University?"
"Additionally, students are required to pay a semester fee of BDT 11,500, which covers various facilities such as IT services and library access.","Question: New student here, could you please provide details about the tuition fee structure at BRAC University?
Answer: For students enrolled in the Computer Science and Engineering (CSE) program at BRAC University, the tuition fee structure includes a one-time, non-refundable admission fee of BDT 30,800. Each course within the CSE program costs BDT 22,500. Additionally, students are required to pay a semester fee of BDT 11,500, which covers various facilities such as IT services and library access. There is also a one-time library membership fee of BDT 2,500. This fee structure is designed to support the comprehensive education provided in the CSE program, ensuring access to advanced resources and facilities?

Question (Banglish): BRAC University er tuition fee structure ta ektu bolben please?
Answer (English): For students enrolled in the Computer Science and Engineering (CSE) program at BRAC University, the tuition fee structure includes a one-time, non-refundable admission fee of BDT 30,800. Each course within the CSE program costs BDT 22,500. Additionally, students are required to pay a semester fee of BDT 11,500, which covers various facilities such as IT services and library access. There is also a one-time library membership fee of BDT 2,500. This fee structure is designed to support the comprehensive education provided in the CSE program, ensuring access to advanced resources and facilities

Question: Not sure if this is covered elsewhere, but what's the tuition fee at North South University?
Answer: That's outside what I can help with - I only have information about BRAC University. North South University's own website would have their current fee structure.

Question: What's the tuition fee at North South University?
Answer: That's outside what I can help with - I only have information about BRAC University. North South University's own website would have their current fee structure.

Question: Could you please provide details about the tuition fee structure at BRAC University?
Answer: For students enrolled in the Computer Science and Engineering (CSE) program at BRAC University, the tuition fee structure includes a one-time, non-refundable admission fee of BDT 30,800. Each course within the CSE program costs BDT 22,500. Additionally, students are required to pay a semester fee of BDT 11,500, which covers various facilities such as IT services and library access. There is also a one-time library membership fee of BDT 2,500. This fee structure is designed to support the comprehensive education provided in the CSE program, ensuring access to advanced resources and facilities?",True,verified_retrieval,"New student here, could you please provide details about the tuition fee structure at BRAC University?"
"There is also a one-time library membership fee of BDT 2,500.","Question: New student here, could you please provide details about the tuition fee structure at BRAC University?
Answer: For students enrolled in the Computer Science and Engineering (CSE) program at BRAC University, the tuition fee structure includes a one-time, non-refundable admission fee of BDT 30,800. Each course within the CSE program costs BDT 22,500. Additionally, students are required to pay a semester fee of BDT 11,500, which covers various facilities such as IT services and library access. There is also a one-time library membership fee of BDT 2,500. This fee structure is designed to support the comprehensive education provided in the CSE program, ensuring access to advanced resources and facilities?

Question (Banglish): BRAC University er tuition fee structure ta ektu bolben please?
Answer (English): For students enrolled in the Computer Science and Engineering (CSE) program at BRAC University, the tuition fee structure includes a one-time, non-refundable admission fee of BDT 30,800. Each course within the CSE program costs BDT 22,500. Additionally, students are required to pay a semester fee of BDT 11,500, which covers various facilities such as IT services and library access. There is also a one-time library membership fee of BDT 2,500. This fee structure is designed to support the comprehensive education provided in the CSE program, ensuring access to advanced resources and facilities

Question: Not sure if this is covered elsewhere, but what's the tuition fee at North South University?
Answer: That's outside what I can help with - I only have information about BRAC University. North South University's own website would have their current fee structure.

Question: What's the tuition fee at North South University?
Answer: That's outside what I can help with - I only have information about BRAC University. North South University's own website would have their current fee structure.

Question: Could you please provide details about the tuition fee structure at BRAC University?
Answer: For students enrolled in the Computer Science and Engineering (CSE) program at BRAC University, the tuition fee structure includes a one-time, non-refundable admission fee of BDT 30,800. Each course within the CSE program costs BDT 22,500. Additionally, students are required to pay a semester fee of BDT 11,500, which covers various facilities such as IT services and library access. There is also a one-time library membership fee of BDT 2,500. This fee structure is designed to support the comprehensive education provided in the CSE program, ensuring access to advanced resources and facilities?",True,verified_retrieval,"New student here, could you please provide details about the tuition fee structure at BRAC University?"
"This fee structure is designed to support the comprehensive education provided in the CSE program, ensuring access to advanced resources and facilities?","Question: New student here, could you please provide details about the tuition fee structure at BRAC University?
Answer: For students enrolled in the Computer Science and Engineering (CSE) program at BRAC University, the tuition fee structure includes a one-time, non-refundable admission fee of BDT 30,800. Each course within the CSE program costs BDT 22,500. Additionally, students are required to pay a semester fee of BDT 11,500, which covers various facilities such as IT services and library access. There is also a one-time library membership fee of BDT 2,500. This fee structure is designed to support the comprehensive education provided in the CSE program, ensuring access to advanced resources and facilities?

Question (Banglish): BRAC University er tuition fee structure ta ektu bolben please?
Answer (English): For students enrolled in the Computer Science and Engineering (CSE) program at BRAC University, the tuition fee structure includes a one-time, non-refundable admission fee of BDT 30,800. Each course within the CSE program costs BDT 22,500. Additionally, students are required to pay a semester fee of BDT 11,500, which covers various facilities such as IT services and library access. There is also a one-time library membership fee of BDT 2,500. This fee structure is designed to support the comprehensive education provided in the CSE program, ensuring access to advanced resources and facilities

Question: Not sure if this is covered elsewhere, but what's the tuition fee at North South University?
Answer: That's outside what I can help with - I only have information about BRAC University. North South University's own website would have their current fee structure.

Question: What's the tuition fee at North South University?
Answer: That's outside what I can help with - I only have information about BRAC University. North South University's own website would have their current fee structure.

Question: Could you please provide details about the tuition fee structure at BRAC University?
Answer: For students enrolled in the Computer Science and Engineering (CSE) program at BRAC University, the tuition fee structure includes a one-time, non-refundable admission fee of BDT 30,800. Each course within the CSE program costs BDT 22,500. Additionally, students are required to pay a semester fee of BDT 11,500, which covers various facilities such as IT services and library access. There is also a one-time library membership fee of BDT 2,500. This fee structure is designed to support the comprehensive education provided in the CSE program, ensuring access to advanced resources and facilities?",True,verified_retrieval,"New student here, could you please provide details about the tuition fee structure at BRAC University?"
The bus leaves on campus from the Basement-1.,"Question: From where does the bus leave on campus?
Answer: The bus leave campus from the Basement-1

Question (Banglish): RS er shomoy student ra koto ghono ghono bari jete Savar campus theke ber hote pare?
Answer (English): The Residential Semester is meant to be fully residential, so students are generally discouraged from leaving campus. Short leave may be granted in emergencies or exceptional cases with an approved leave application. Overstaying leave without valid reason is treated as a discipline violation and can result in further leave being denied for the rest of the semester.

Question: How often can students leave the Savar campus to visit home during RS?
Answer: The Residential Semester is meant to be fully residential, so students are generally discouraged from leaving campus. Short leave may be granted in emergencies or exceptional cases with an approved leave application. Overstaying leave without valid reason is treated as a discipline violation and can result in further leave being denied for the rest of the semester.

Question (Banglish): BRAC University bus service er general safety ar conduct rules ki ki?
Answer (English): Passengers should arrive at the designated stop at least 5 minutes before the scheduled pickup time (buses leave on time and seats are first-come, first-served), only board/alight at designated stoppages, avoid disturbing the driver (using headphones for music), and never throw anything in or out of the bus. All buses are under GPS tracking, and the university reserves the right to change any route, stoppage, schedule, or fare at any time.

Question (Banglish): Campus e bus kothay theke chare?
Answer (English): The bus leave campus from the Basement-1",True,verified_retrieval,From where does the bus leave on campus?
