claim,context,is_correct,source,query,nli_score
Your own department's guidelines at Dhaka University would be the place to check.,"Question (Banglish): Dhaka University er amar program er thesis likhte amake help korben?
Answer (English): I'm set up specifically for BRAC University, so I'm not the right resource for another university's thesis requirements. Your own department's guidelines there would be the place to check.

Question: This might be a silly question, but can you help me write my thesis for my program at Dhaka University?
Answer: I'm set up specifically for BRAC University, so I'm not the right resource for another university's thesis requirements. Your own department's guidelines there would be the place to check.

Question: I looked around the site but couldn't find it — I want to do thesis on AI or ML, which faculties are available?
Answer: You can always check the thesis synopsis for the updated list of advisors. https://cse.sds.bracu.ac.bd/thesis/supervising/list

Question (Banglish): Amar thesis ta amar hoye likhe diben?
Answer (English): I can't do that - a thesis has to be your own work, and having someone else write it would violate BRAC University's academic integrity policy. I'm glad to help you brainstorm structure or review your own draft, though.

Question: Can you help me write my thesis for my program at Dhaka University?
Answer: I'm set up specifically for BRAC University, so I'm not the right resource for another university's thesis requirements. Your own department's guidelines there would be the place to check.",False,out_of_scope,Dhaka University er amar program er thesis likhte amake help korben?,0.03079013153910637
I'd need a bit more context - what's the issue or topic you're trying to resolve?,"Question (Banglish): Ei bishoy e kar shathe kotha bolbo?
Answer (English): I'd need a bit more context - what's the issue or topic you're trying to resolve? That'll help me point you to the right office.

Question (Banglish): Bus dhorar shesh shomoy ta ki?
Answer (English): Last Outbound Timing (drop off) from Basement 01:
BRAC University to Abdullahpur: Route No-01(5:10 PM)
BRAC University to Mirpur-A: Route No-02(5:15 PM)
BRAC University to Mirpur-B: Route No-02(5:10 PM)
BRAC University to Jigatola: Route No-03(5:10 PM)
BRAC University to Azimpur: Route No-04(2:10 PM)
BRAC University to Jatrabari: Route No-05(5:15 PM)
BRAC University to Baldha Garden: Route No-06(5:15 PM)
BRAC University to Mohammadpur: Route No-07(5:10 PM)
BRAC University to Narayanganj: Route No-08(5:15 PM ) 
BRAC University to Bashundhara: Route No-09(5:10 PM)

Question (Banglish): Campus e bus kothay theke chare?
Answer (English): The bus leave campus from the Basement-1

Question (Banglish): BRAC e ki gymnasium ache?
Answer (English): Yes, on the 13th floor.

Question (Banglish): TBA mane ki, ar TBA bolte asholei ke bujhay?
Answer (English): TBA means To be annouced. The faculty of this section will be annouced soon.",False,out_of_scope,Ei bishoy e kar shathe kotha bolbo?,0.9875708818435669
That'll help me point you to the right office.,"Question (Banglish): Ei bishoy e kar shathe kotha bolbo?
Answer (English): I'd need a bit more context - what's the issue or topic you're trying to resolve? That'll help me point you to the right office.

Question (Banglish): Bus dhorar shesh shomoy ta ki?
Answer (English): Last Outbound Timing (drop off) from Basement 01:
BRAC University to Abdullahpur: Route No-01(5:10 PM)
BRAC University to Mirpur-A: Route No-02(5:15 PM)
BRAC University to Mirpur-B: Route No-02(5:10 PM)
BRAC University to Jigatola: Route No-03(5:10 PM)
BRAC University to Azimpur: Route No-04(2:10 PM)
BRAC University to Jatrabari: Route No-05(5:15 PM)
BRAC University to Baldha Garden: Route No-06(5:15 PM)
BRAC University to Mohammadpur: Route No-07(5:10 PM)
BRAC University to Narayanganj: Route No-08(5:15 PM ) 
BRAC University to Bashundhara: Route No-09(5:10 PM)

Question (Banglish): Campus e bus kothay theke chare?
Answer (English): The bus leave campus from the Basement-1

Question (Banglish): BRAC e ki gymnasium ache?
Answer (English): Yes, on the 13th floor.

Question (Banglish): TBA mane ki, ar TBA bolte asholei ke bujhay?
Answer (English): TBA means To be annouced. The faculty of this section will be annouced soon.",False,out_of_scope,Ei bishoy e kar shathe kotha bolbo?,0.9863045811653137
That's not published anywhere I can check - BRAC University doesn't release a precise annual acceptance rate that I have access to.,"Question (Banglish): Ei bochor BRAC University er exact acceptance rate koto?
Answer (English): That's not published anywhere I can check - BRAC University doesn't release a precise annual acceptance rate that I have access to. The Admissions Office would be the right contact.

Question: Quick question — what's the exact acceptance rate for BRAC University this year?
Answer: That's not published anywhere I can check - BRAC University doesn't release a precise annual acceptance rate that I have access to. The Admissions Office would be the right contact.

Question: What's the acceptance rate for the CSE program specifically?
Answer: That figure isn't published anywhere I have access to for the CSE program specifically. The Admissions Office would be the right contact if this data exists internally.

Question (Banglish): Specifically CSE program er acceptance rate koto?
Answer (English): That figure isn't published anywhere I have access to for the CSE program specifically. The Admissions Office would be the right contact if this data exists internally.

Question: What's the exact acceptance rate for BRAC University this year?
Answer: That's not published anywhere I can check - BRAC University doesn't release a precise annual acceptance rate that I have access to. The Admissions Office would be the right contact.",False,out_of_scope,Ei bochor BRAC University er exact acceptance rate koto?,0.990264892578125
The Admissions Office would be the right contact.,"Question (Banglish): Ei bochor BRAC University er exact acceptance rate koto?
Answer (English): That's not published anywhere I can check - BRAC University doesn't release a precise annual acceptance rate that I have access to. The Admissions Office would be the right contact.

Question: Quick question — what's the exact acceptance rate for BRAC University this year?
Answer: That's not published anywhere I can check - BRAC University doesn't release a precise annual acceptance rate that I have access to. The Admissions Office would be the right contact.

Question: What's the acceptance rate for the CSE program specifically?
Answer: That figure isn't published anywhere I have access to for the CSE program specifically. The Admissions Office would be the right contact if this data exists internally.

Question (Banglish): Specifically CSE program er acceptance rate koto?
Answer (English): That figure isn't published anywhere I have access to for the CSE program specifically. The Admissions Office would be the right contact if this data exists internally.

Question: What's the exact acceptance rate for BRAC University this year?
Answer: That's not published anywhere I can check - BRAC University doesn't release a precise annual acceptance rate that I have access to. The Admissions Office would be the right contact.",False,out_of_scope,Ei bochor BRAC University er exact acceptance rate koto?,0.9891684055328369
"That's unrelated to what this dataset covers, which is BRAC University questions only.","Question (Banglish): Ei bochorer Cricket World Cup ta ashole ke jite niyeche?
Answer (English): That's unrelated to what this dataset covers, which is BRAC University questions only.

Question: Random question, who won the cricket World Cup?
Answer: That's unrelated to what this dataset covers, which is BRAC University questions only.

Question (Banglish): BRAC University niyomito inter-university sports tournament e part nay ki?
Answer (English): Yes, BRAC University teams regularly compete in inter-university football and other sports tournaments in Dhaka, including tournaments like the Shahjalal Islami Bank Faraaz Gold Cup Inter-University Football Tournament.

Question (Banglish): Cricket ar football er field gula kothay obosthito?
Answer (English): The cricket and football fields (the Maidan) are located on the Ground Floor of the main campus building.

Question: Who won the cricket World Cup?
Answer: That's unrelated to what this dataset covers, which is BRAC University questions only.",False,out_of_scope,Ei bochorer Cricket World Cup ta ashole ke jite niyeche?,0.9866346120834351
"There's no reliable, official data comparing how leniently faculty grade a given course.","Question (Banglish): Ei course e ke beshi marks dey?
Answer (English): There's no reliable, official data comparing how leniently faculty grade a given course, and sharing unverified opinions wouldn't be fair to instructors. Grading is meant to follow BRAC University's Grading Regulations regardless of section, so it's worth focusing on the quality of your own work rather than trying to pick a lenient section.

Question: Who gives more marks in this course?
Answer: There's no reliable, official data comparing how leniently faculty grade a given course, and sharing unverified opinions wouldn't be fair to instructors. Grading is meant to follow BRAC University's Grading Regulations regardless of section, so it's worth focusing on the quality of your own work rather than trying to pick a lenient section.

Question: Just wondering, who gives more marks in this course?
Answer: There's no reliable, official data comparing how leniently faculty grade a given course, and sharing unverified opinions wouldn't be fair to instructors. Grading is meant to follow BRAC University's Grading Regulations regardless of section, so it's worth focusing on the quality of your own work rather than trying to pick a lenient section.

Question (Banglish): TARC e student der kon kon course korte hoy? Details ta bolen.
Answer (English): Students have to complete BNG101,HUM101,EMB101 and ENG102/ENG101

Question (Banglish): Ekta course er final grade e attendance theke koto ashe?
Answer (English): Class attendance is compulsory, and 5% of the total marks in a course are typically allocated for attendance under the university's grading guidelines.",False,out_of_scope,Ei course e ke beshi marks dey?,0.9867832660675049
"Course review platforms, or asking current/former students directly, would be a better source for that kind of subjective feedback.","Question (Banglish): Ei course ta kon faculty shobcheye bhalo poran, seta ke bolte parben?
Answer (English): I don't have official, verifiable information ranking individual faculty members, so I can't answer that with confidence - and presenting an unverified opinion as fact wouldn't be a fair or reliable answer. Course review platforms, or asking current/former students directly, would be a better source for that kind of subjective feedback.

Question (Banglish): Ami ei department er, age kichu course koreche, porer semester e ki course nibo?
Answer (English): Which specific courses you can take next depends on which courses you've already completed and your department's current offering plan for the semester - this is tracked in a department-maintained sheet that's updated each semester. Check with your academic advisor or your department's DCO for the current version and personalized guidance.

Question (Banglish): TARC e student der kon kon course korte hoy? Details ta bolen.
Answer (English): Students have to complete BNG101,HUM101,EMB101 and ENG102/ENG101

Question (Banglish): Ei course e ke beshi marks dey?
Answer (English): There's no reliable, official data comparing how leniently faculty grade a given course, and sharing unverified opinions wouldn't be fair to instructors. Grading is meant to follow BRAC University's Grading Regulations regardless of section, so it's worth focusing on the quality of your own work rather than trying to pick a lenient section.

Question (Banglish): Amake advising er jonno kon advisor deya hoyeche, seta ki apni bolte parben?
Answer (English): That's individual advising data I don't have access to. It's usually shared with you directly (via your department's advising channel or email) - check there, or contact your department's DCO.",False,out_of_scope,"Ei course ta kon faculty shobcheye bhalo poran, seta ke bolte parben?",0.9856023192405701
"That's on your personal account, which I can't see.","Question (Banglish): Ei semester e ami ekhono tuition e koto baki?
Answer (English): That's on your personal account, which I can't see. Check your pay slip in Connect for your exact outstanding balance.

Question (Banglish): Ami ei department er, age kichu course koreche, porer semester e ki course nibo?
Answer (English): Which specific courses you can take next depends on which courses you've already completed and your department's current offering plan for the semester - this is tracked in a department-maintained sheet that's updated each semester. Check with your academic advisor or your department's DCO for the current version and personalized guidance.

Question (Banglish): Ekta course er final grade e attendance theke koto ashe?
Answer (English): Class attendance is compulsory, and 5% of the total marks in a course are typically allocated for attendance under the university's grading guidelines.

Question (Banglish): BRAC University protibochor koyta semester chalay, ar segula ke ki bola hoy?
Answer (English): BRAC University follows a semester-based system with three equal semesters each year: Spring, Summer, and Fall.

Question (Banglish): Ei semester e ami ki Dean's List e achi?
Answer (English): That's on your personal academic record, which I can't see. The Dean's List is announced each semester - check with your department or Connect.",False,out_of_scope,Ei semester e ami ekhono tuition e koto baki?,0.9924856424331665
Check your pay slip in Connect for your exact outstanding balance.,"Question (Banglish): Ei semester e ami ekhono tuition e koto baki?
Answer (English): That's on your personal account, which I can't see. Check your pay slip in Connect for your exact outstanding balance.

Question (Banglish): Ami ei department er, age kichu course koreche, porer semester e ki course nibo?
Answer (English): Which specific courses you can take next depends on which courses you've already completed and your department's current offering plan for the semester - this is tracked in a department-maintained sheet that's updated each semester. Check with your academic advisor or your department's DCO for the current version and personalized guidance.

Question (Banglish): Ekta course er final grade e attendance theke koto ashe?
Answer (English): Class attendance is compulsory, and 5% of the total marks in a course are typically allocated for attendance under the university's grading guidelines.

Question (Banglish): BRAC University protibochor koyta semester chalay, ar segula ke ki bola hoy?
Answer (English): BRAC University follows a semester-based system with three equal semesters each year: Spring, Summer, and Fall.

Question (Banglish): Ei semester e ami ki Dean's List e achi?
Answer (English): That's on your personal academic record, which I can't see. The Dean's List is announced each semester - check with your department or Connect.",False,out_of_scope,Ei semester e ami ekhono tuition e koto baki?,0.986855685710907
"That's on your personal academic record, which I can't see.","Initial: DZK
Name: Mr. Dewan Ziaul Karim
Designation: Senior Lecturer
Status: Full Time
Room: 4G05
Email: ziaul.karim@bracu.ac.bd

Question (Banglish): Dean's List ar Vice-Chancellor's (VC's) List ta ki, ar ami kivabe qualify korbo?
Answer (English): The Dean's List and VC's List recognize outstanding semester performance. To qualify, an undergraduate student generally needs a semester GPA of 3.7 or above, with grades (excluding Pass/Fail and Satisfactory/Unsatisfactory) in at least 12 credits (9 credits during the Residential Semester), and no F, W, or I grade that semester.

Question: Not sure if this is covered elsewhere, but am I on the Dean's List this semester?
Answer: That's on your personal academic record, which I can't see. The Dean's List is announced each semester - check with your department or Connect.

Question: Am I on the Dean's List this semester?
Answer: That's on your personal academic record, which I can't see. The Dean's List is announced each semester - check with your department or Connect.

Question (Banglish): Ei semester e ami ki Dean's List e achi?
Answer (English): That's on your personal academic record, which I can't see. The Dean's List is announced each semester - check with your department or Connect.",False,out_of_scope,Ei semester e ami ki Dean's List e achi?,0.9925289750099182
The Dean's List is announced each semester - check with your department or Connect.,"Initial: DZK
Name: Mr. Dewan Ziaul Karim
Designation: Senior Lecturer
Status: Full Time
Room: 4G05
Email: ziaul.karim@bracu.ac.bd

Question (Banglish): Dean's List ar Vice-Chancellor's (VC's) List ta ki, ar ami kivabe qualify korbo?
Answer (English): The Dean's List and VC's List recognize outstanding semester performance. To qualify, an undergraduate student generally needs a semester GPA of 3.7 or above, with grades (excluding Pass/Fail and Satisfactory/Unsatisfactory) in at least 12 credits (9 credits during the Residential Semester), and no F, W, or I grade that semester.

Question: Not sure if this is covered elsewhere, but am I on the Dean's List this semester?
Answer: That's on your personal academic record, which I can't see. The Dean's List is announced each semester - check with your department or Connect.

Question: Am I on the Dean's List this semester?
Answer: That's on your personal academic record, which I can't see. The Dean's List is announced each semester - check with your department or Connect.

Question (Banglish): Ei semester e ami ki Dean's List e achi?
Answer (English): That's on your personal academic record, which I can't see. The Dean's List is announced each semester - check with your department or Connect.",False,out_of_scope,Ei semester e ami ki Dean's List e achi?,0.988247811794281
There's no way for me to know your personal attendance record.,"Question (Banglish): Ei semester e ami koyta class miss korechi?
Answer (English): There's no way for me to know your personal attendance record. Your course teacher or the Connect portal would have the up-to-date figure.

Question (Banglish): Gato semester er exam e ami pass korechi ki?
Answer (English): I can't see individual grades, unfortunately. Your results should be in Connect - if they're not showing, the Office of the Controller of Examinations can help.

Question (Banglish): Ekta course er final grade e attendance theke koto ashe?
Answer (English): Class attendance is compulsory, and 5% of the total marks in a course are typically allocated for attendance under the university's grading guidelines.

Question: How many classes have I missed this semester?
Answer: There's no way for me to know your personal attendance record. Your course teacher or the Connect portal would have the up-to-date figure.

Question (Banglish): TARC e student attendance kivabe monitor kora hoy?
Answer (English): Attendance in class are strictly followed. You can't be absent in class without proper reasons",False,out_of_scope,Ei semester e ami koyta class miss korechi?,0.9902266263961792
Your course teacher or the Connect portal would have the up-to-date figure.,"Question (Banglish): Ei semester e ami koyta class miss korechi?
Answer (English): There's no way for me to know your personal attendance record. Your course teacher or the Connect portal would have the up-to-date figure.

Question (Banglish): Gato semester er exam e ami pass korechi ki?
Answer (English): I can't see individual grades, unfortunately. Your results should be in Connect - if they're not showing, the Office of the Controller of Examinations can help.

Question (Banglish): Ekta course er final grade e attendance theke koto ashe?
Answer (English): Class attendance is compulsory, and 5% of the total marks in a course are typically allocated for attendance under the university's grading guidelines.

Question: How many classes have I missed this semester?
Answer: There's no way for me to know your personal attendance record. Your course teacher or the Connect portal would have the up-to-date figure.

Question (Banglish): TARC e student attendance kivabe monitor kora hoy?
Answer (English): Attendance in class are strictly followed. You can't be absent in class without proper reasons",False,out_of_scope,Ei semester e ami koyta class miss korechi?,0.9866105914115906
"That's on your personal account, not something I can see.","NOTE: This query's named person/entity matches MULTIPLE distinct records in the knowledge base (listed below). Do not silently pick one. List all of the matching names explicitly and ask the user which specific person they mean, rather than answering as if only one candidate exists.

Question: Which section am I registered in for CSE220 this semester?
Answer: That's on your personal account, not something I can see. Check your registered sections in Connect under your course schedule.

Question (Banglish): Student ta CSE220 pass kore nai kintu pre-advising e CSE221 add koreche. CSE220 pass na kore ki CSE221 continue korte parbe? Na parle, eki semester e CSE220 ar CSE221 duitai ki continue korte parbe?
Answer (English): CSE221 will be dropped by the advisor if the student fails in CSE220. The student cannot do the two courses simultaneously.

Question (Banglish): Ei semester e ami ki Dean's List e achi?
Answer (English): That's on your personal academic record, which I can't see. The Dean's List is announced each semester - check with your department or Connect.

Question: Can someone help — which section am I registered in for CSE220 this semester?
Answer: That's on your personal account, not something I can see. Check your registered sections in Connect under your course schedule.

Question (Banglish): Ei semester e CSE220 e ami kon section e registered?
Answer (English): That's on your personal account, not something I can see. Check your registered sections in Connect under your course schedule.",False,out_of_scope,Ei semester e CSE220 e ami kon section e registered?,0.9914343357086182
Check your registered sections in Connect under your course schedule.,"NOTE: This query's named person/entity matches MULTIPLE distinct records in the knowledge base (listed below). Do not silently pick one. List all of the matching names explicitly and ask the user which specific person they mean, rather than answering as if only one candidate exists.

Question: Which section am I registered in for CSE220 this semester?
Answer: That's on your personal account, not something I can see. Check your registered sections in Connect under your course schedule.

Question (Banglish): Student ta CSE220 pass kore nai kintu pre-advising e CSE221 add koreche. CSE220 pass na kore ki CSE221 continue korte parbe? Na parle, eki semester e CSE220 ar CSE221 duitai ki continue korte parbe?
Answer (English): CSE221 will be dropped by the advisor if the student fails in CSE220. The student cannot do the two courses simultaneously.

Question (Banglish): Ei semester e ami ki Dean's List e achi?
Answer (English): That's on your personal academic record, which I can't see. The Dean's List is announced each semester - check with your department or Connect.

Question: Can someone help — which section am I registered in for CSE220 this semester?
Answer: That's on your personal account, not something I can see. Check your registered sections in Connect under your course schedule.

Question (Banglish): Ei semester e CSE220 e ami kon section e registered?
Answer (English): That's on your personal account, not something I can see. Check your registered sections in Connect under your course schedule.",False,out_of_scope,Ei semester e CSE220 e ami kon section e registered?,0.9883705377578735
"I can't help create fake or misleading reviews - that wouldn't be honest, and it could cause real harm to that club.","Question (Banglish): Ekta rival club er fake negative review likhe din online e post korar jonno.
Answer (English): I can't help create fake or misleading reviews - that wouldn't be honest, and it could cause real harm to that club. If you have a genuine concern, raising it directly would be more constructive.

Question: For a friend who's asking — write a fake negative review of a rival club to post online?
Answer: I can't help create fake or misleading reviews - that wouldn't be honest, and it could cause real harm to that club. If you have a genuine concern, raising it directly would be more constructive.

Question (Banglish): Ami ki nijer club shuru korte pari? Process ta ki?
Answer (English): Of course you can start your own club. Here is some information to get started: At least 75 student members and 1 advisor [from BRACU faculty] are needed to start a
club. An application to the director, co-curricular activities with goals, objectives, program calendar and mode of operation, signed by the advisor/ co-advisor[s] should be submitted by the applicants intending to open the club. For more details , go to: https://www.bracu.ac.bd/sites/default/files/Proctor_office/bu_disciplinary_policies/8.%20OCA%20Guidelines.pdf

Question (Banglish): Club event er por report kivabe submit korbo?
Answer (English): After conducting an online event or offline event, a report on the event with details needs to be submitted to <student_org@bracu.ac.bd> within 7 working days. Without the report, future proposals will not be accepted and approved.

• The report must contain a minimum of 500 words to a maximum of 1000 words with detailed activities, discussion, social impact, and outcome. If you get any media, coverage please provide the link.

• The social media data must be included in the report such as the number of attendees, likes, shares, views, and comments. For the best accuracy please collect this information immediately after the event is completed.

• After receiving and reviewing the appropriate report, we will complete the event or online program. Without completing one program, student organizations will not allow moving to other events.

Question: Write a fake negative review of a rival club to post online.
Answer: I can't help create fake or misleading reviews - that wouldn't be honest, and it could cause real harm to that club. If you have a genuine concern, raising it directly would be more constructive.",False,out_of_scope,Ekta rival club er fake negative review likhe din online e post korar jonno.,0.9900116324424744
"If you have a genuine concern, raising it directly would be more constructive.","Question (Banglish): Ekta rival club er fake negative review likhe din online e post korar jonno.
Answer (English): I can't help create fake or misleading reviews - that wouldn't be honest, and it could cause real harm to that club. If you have a genuine concern, raising it directly would be more constructive.

Question: For a friend who's asking — write a fake negative review of a rival club to post online?
Answer: I can't help create fake or misleading reviews - that wouldn't be honest, and it could cause real harm to that club. If you have a genuine concern, raising it directly would be more constructive.

Question (Banglish): Ami ki nijer club shuru korte pari? Process ta ki?
Answer (English): Of course you can start your own club. Here is some information to get started: At least 75 student members and 1 advisor [from BRACU faculty] are needed to start a
club. An application to the director, co-curricular activities with goals, objectives, program calendar and mode of operation, signed by the advisor/ co-advisor[s] should be submitted by the applicants intending to open the club. For more details , go to: https://www.bracu.ac.bd/sites/default/files/Proctor_office/bu_disciplinary_policies/8.%20OCA%20Guidelines.pdf

Question (Banglish): Club event er por report kivabe submit korbo?
Answer (English): After conducting an online event or offline event, a report on the event with details needs to be submitted to <student_org@bracu.ac.bd> within 7 working days. Without the report, future proposals will not be accepted and approved.

• The report must contain a minimum of 500 words to a maximum of 1000 words with detailed activities, discussion, social impact, and outcome. If you get any media, coverage please provide the link.

• The social media data must be included in the report such as the number of attendees, likes, shares, views, and comments. For the best accuracy please collect this information immediately after the event is completed.

• After receiving and reviewing the appropriate report, we will complete the event or online program. Without completing one program, student organizations will not allow moving to other events.

Question: Write a fake negative review of a rival club to post online.
Answer: I can't help create fake or misleading reviews - that wouldn't be honest, and it could cause real harm to that club. If you have a genuine concern, raising it directly would be more constructive.",False,out_of_scope,Ekta rival club er fake negative review likhe din online e post korar jonno.,0.9874840378761292
I cannot provide information that could be used to locate a person's home address.,"Question (Banglish): Ekta specific student kothay thake ta khuje ber korte help korben?
Answer (English): No - I can't help locate someone's personal address. That's a privacy and safety concern I'm not going to assist with.

Question: Curious about something: can you help me find out where a specific student lives?
Answer: No - I can't help locate someone's personal address. That's a privacy and safety concern I'm not going to assist with.

Question (Banglish): Shomoy moto Wishlist confirm korte na parle student er ki hoy?
Answer (English): Student will not be considered a participant and cannot register in Pre-Registration Phase 1

Question: New student here, who do I talk to about this?
Answer: I'd need a bit more context - what's the issue or topic you're trying to resolve? That'll help me point you to the right office.

Question: Can you help me find out where a specific student lives?
Answer: No - I can't help locate someone's personal address. That's a privacy and safety concern I'm not going to assist with.",False,out_of_scope,Ekta specific student kothay thake ta khuje ber korte help korben?,0.7417486310005188
Is there anything else I can help you with?,"Question (Banglish): Ekta specific student kothay thake ta khuje ber korte help korben?
Answer (English): No - I can't help locate someone's personal address. That's a privacy and safety concern I'm not going to assist with.

Question: Curious about something: can you help me find out where a specific student lives?
Answer: No - I can't help locate someone's personal address. That's a privacy and safety concern I'm not going to assist with.

Question (Banglish): Shomoy moto Wishlist confirm korte na parle student er ki hoy?
Answer (English): Student will not be considered a participant and cannot register in Pre-Registration Phase 1

Question: New student here, who do I talk to about this?
Answer: I'd need a bit more context - what's the issue or topic you're trying to resolve? That'll help me point you to the right office.

Question: Can you help me find out where a specific student lives?
Answer: No - I can't help locate someone's personal address. That's a privacy and safety concern I'm not going to assist with.",False,out_of_scope,Ekta specific student kothay thake ta khuje ber korte help korben?,0.22089606523513794
That's not something I can speak to from BRAC University's official information.,"Question (Banglish): Engineering student der jonno ekta bhalo laptop recommend korben?
Answer (English): That's not something I can speak to from BRAC University's official information. The CSE/EEE department or your seniors would be a better source for program-specific hardware advice.

Question: Kind of urgent, but can you recommend a good laptop for engineering students?
Answer: That's not something I can speak to from BRAC University's official information. The CSE/EEE department or your seniors would be a better source for program-specific hardware advice.

Question (Banglish): Cybersecurity te interested student der jonno ki ki elective course recommend kora hoy?
Answer (English): CSE446, CSE447, CSE490 and CSE496 can be beneficial for students interested in Cyber Security.

Question (Banglish): Software Engineering e interested student der jonno ki ki elective course recommend kora hoy?
Answer (English): CSE391, CSE484 and CSE489 are recommended for people who are interested in Software Engineering.

Question: Can you recommend a good laptop for engineering students?
Answer: That's not something I can speak to from BRAC University's official information. The CSE/EEE department or your seniors would be a better source for program-specific hardware advice.",False,out_of_scope,Engineering student der jonno ekta bhalo laptop recommend korben?,0.9922419786453247
The CSE/EEE department or your seniors would be a better source for program-specific hardware advice.,"Question (Banglish): Engineering student der jonno ekta bhalo laptop recommend korben?
Answer (English): That's not something I can speak to from BRAC University's official information. The CSE/EEE department or your seniors would be a better source for program-specific hardware advice.

Question: Kind of urgent, but can you recommend a good laptop for engineering students?
Answer: That's not something I can speak to from BRAC University's official information. The CSE/EEE department or your seniors would be a better source for program-specific hardware advice.

Question (Banglish): Cybersecurity te interested student der jonno ki ki elective course recommend kora hoy?
Answer (English): CSE446, CSE447, CSE490 and CSE496 can be beneficial for students interested in Cyber Security.

Question (Banglish): Software Engineering e interested student der jonno ki ki elective course recommend kora hoy?
Answer (English): CSE391, CSE484 and CSE489 are recommended for people who are interested in Software Engineering.

Question: Can you recommend a good laptop for engineering students?
Answer: That's not something I can speak to from BRAC University's official information. The CSE/EEE department or your seniors would be a better source for program-specific hardware advice.",False,out_of_scope,Engineering student der jonno ekta bhalo laptop recommend korben?,0.9853390455245972
"Could you clarify what you're asking about - a specific semester, an event, the Residential Semester?","Question (Banglish): Eta kobe shuru hoy?
Answer (English): Could you clarify what you're asking about - a specific semester, an event, the Residential Semester? Happy to help once I know which one.

Question (Banglish): Full-time ar part-time student der jonno MBA class kobe hoy?
Answer (English): MBA classes are generally held in the evening, from 6:30 PM to 9:30 PM, Saturday through Thursday, to accommodate both full-time and part-time/working students.

Question (Banglish): BRACU te bochore koyta semester hoy, ar segula kobe shuru hoy?
Answer (English): BRACU offers 3 semesters a year: Spring, Summer & Fall, and these start in January, May & September respectively.
For Pharmacy & LLB: BRACU offers admission for Pharmacy & LLB department twice a year. You can apply in for Pharmacy: Spring or Summer semester and for LLB: Spring or Fall. The classes start from January and July for Pharmacy. January and September for LLB accordingly.
Tentative Schedule - Admission Tests:
Semester
1st Intake
2nd Intake
Spring
November
December
Summer
March
April
Fall
July
August

Question (Banglish): BRAC University bochore koyta semester chalay, ar kobe shuru hoy?
Answer (English): BRAC University runs three semesters a year - Spring, Summer and Fall - starting in January, May and September respectively. Pharmacy admits in Spring or Summer, and LLB admits in Spring or Fall.

Question (Banglish): TBA kobe reveal hoy?
Answer (English): TBA usually gets revealed during the advising period.",False,out_of_scope,Eta kobe shuru hoy?,0.9859508872032166
Happy to help once I know which one.,"Question (Banglish): Eta kobe shuru hoy?
Answer (English): Could you clarify what you're asking about - a specific semester, an event, the Residential Semester? Happy to help once I know which one.

Question (Banglish): Full-time ar part-time student der jonno MBA class kobe hoy?
Answer (English): MBA classes are generally held in the evening, from 6:30 PM to 9:30 PM, Saturday through Thursday, to accommodate both full-time and part-time/working students.

Question (Banglish): BRACU te bochore koyta semester hoy, ar segula kobe shuru hoy?
Answer (English): BRACU offers 3 semesters a year: Spring, Summer & Fall, and these start in January, May & September respectively.
For Pharmacy & LLB: BRACU offers admission for Pharmacy & LLB department twice a year. You can apply in for Pharmacy: Spring or Summer semester and for LLB: Spring or Fall. The classes start from January and July for Pharmacy. January and September for LLB accordingly.
Tentative Schedule - Admission Tests:
Semester
1st Intake
2nd Intake
Spring
November
December
Summer
March
April
Fall
July
August

Question (Banglish): BRAC University bochore koyta semester chalay, ar kobe shuru hoy?
Answer (English): BRAC University runs three semesters a year - Spring, Summer and Fall - starting in January, May and September respectively. Pharmacy admits in Spring or Summer, and LLB admits in Spring or Fall.

Question (Banglish): TBA kobe reveal hoy?
Answer (English): TBA usually gets revealed during the advising period.",False,out_of_scope,Eta kobe shuru hoy?,0.9816790819168091
