id,QuestionBanglish,cluster_id,cluster_size
386,Ekta club er Executive Committee ar Director panel er basic structure ta ki?,385,1
387,Event Budget kivabe korbo ar bill submit korbo?,386,1
388,Event er jonno food ba refreshment arrange korar process ta ki?,387,1
389,Event er jonno logistic support pawar process ta ki?,388,1
390,IEEE Computer Society BRACU Student Branch Chapter ki jonno famous?,389,1
391,IEEE Power & Energy Society (PES) BRACU chapter member der ki offer kore?,390,1
392,"International competition, tour ba event e participate korar process ta ki?",391,1
393,Intramural sports ki ache?,392,1
394,Ki kono mentorship program ache?,393,1
395,Kono event er jonno Food/Refreshment kivabe arrange korbo?,394,1
396,Logistic Support kivabe pabo?,395,1
397,Music ba dance e interested student der jonno ki ki opportunity ache?,396,1
398,Notun Club e join korar process ta ki?,397,1
399,Notun event organize korar jonno kivabe apply korbo?,398,1
400,OCA ke kivabe contact korbo?,399,1
402,Online club event organize korar jonno kivabe apply korbo?,401,1
404,Seminar er jonno room kivabe book korbo?,403,1
405,Specific club shomporke ami aro kivabe janbo?,404,1
406,University te ami kothay indoor game khelte parbo?,405,1
407,University te ki ki sports team ache?,406,1
408,University te ki ki type er extracurricular activity ache?,407,1
409,Upcoming game ar event shomporke ami kivabe updated thakbo?,408,1
410,Volunteer organization e student leadership er ki ki opportunity ache?,409,1
411,Writing ba literary club ki ache?,410,1
412,Accommodation manage kora chara International and Scholarship Office (ISO) ar ki ki kaj kore?,411,1
414,BRAC University te international student der accommodation ke manage kore?,413,1
415,BRACU accommodation e student welfare dekhar jonno ki kono dorm supervisor ache?,414,1
416,BRACU ki international student der accommodation dey?,415,1
417,BRACU te ekjon international student er mashik living cost mote koto hote pare?,416,1
418,Ekjon international student BRAC University te admission er jonno kivabe apply korbe?,417,1
419,Ekta subject e fail korle international student er scholarship er ki hoy?,418,1
420,Enroll korar age international student der ki medical requirement complete korte hoy?,419,1
421,International applicant der age kar academic record er shathe shadharonoto ki ki documents submit korte hoy?,420,1
422,International applicant der jonno admission test kivabe hoy?,421,1
423,International applicant der ki application deadline ache?,422,1
424,"International student der accommodation, food ar transportation fee mile koto khoroch hobe?",423,1
425,International student der admission er jonno ki ki documents lagbe?,424,1
426,International student der fee structure ta ki?,425,1
427,International student der jonno BRAC University er ki alada office ache?,426,1
429,International student der jonno ki kono transportation facility ache?,428,1
430,International student der ki medical report submit korte hoy?,429,1
431,International student der retake ba repeat kora course e ki tuition fee waiver cover kore?,430,1
432,International student der VISA processing e BRACU ki help kore?,431,1
433,International student ra Bangladesh er student visa er jonno help pay ki?,432,1
434,International student ra degree er majhe onno desh theke transfer hoye ashte parbe emon partnership BRAC University er ache ki?,433,1
435,Local student der moto international student der ki Residential Semester attend korte hoy?,434,1
436,Need-based BRAC Scholarship rakhte international student er CGPA koto rakhte hobe?,435,1
437,Scholarship pawa international student ke protita semester e koto credit hour nite hoy?,436,1
438,Shob international student er jonno accommodation guarantee kora ache?,437,1
439,Age kar BRACU thesis ar internship report online e kothay pabo?,438,1
440,Alumni ba shadharon public ra ki Ayesha Abed Library access korte pare?,439,1
441,Amar thesis ba assignment e plagiarism check kivabe korbo?,440,1
442,Ayesha Abed Library er Digital Scholarship Lab ta ki?,441,1
443,Ayesha Abed Library ki onno institution ke tader nijer library system banate help kore?,442,1
444,Ayesha Abed Library koto shomoy khola thake?,443,1
445,Ayesha Abed Library te ki ki resource access kora jay?,444,1
446,Campus e Ayesha Abed Library kothay obosthito?,445,1
447,Campus er baire theke library er e-resource ami kivabe access korbo?,446,1
448,Citation management ba referencing tool use korar jonno library ki alada help dey?,447,1
449,Due date er age library ki amar neya book recall korte pare?,448,1
450,Due date er por library book ferot dile ki hoy?,449,1
451,Elsevier ba Springer er moto general publisher chara library ki subject-specific database o subscribe kore?,450,1
452,Government holiday te library ki khola thake?,451,1
453,"Journal, magazine ar reference book gula ki borrow kora jay?",452,1
454,Library er time schedule ta ektu bolben?,453,1
455,Library er website link ta den please.,454,1
456,Library Friday din khola thake naki bondho?,455,1
457,Library staff der contact information ta den please.,456,1
458,Library te ami ki khabar niye jete parbo?,457,1
459,Library te ki ki jinish niye jaoya jay?,458,1
460,Library te ki ki resource pawa jay?,459,1
461,Library theke neya book ami ki renew korte parbo?,460,1
462,Library thik kon kon service diye thake?,461,1
463,Notun student der jonno library ki orientation session dey?,462,1
464,Referencing ar citation style er jonno library ki help kore?,463,1
465,Thesis supervisor ba department er age kar research khujte library ki alada help kore?,464,1
466,Aj Dhaka shohor er weather ta ashole kemon jachche?,465,1
467,Aj USD ar BDT er exchange rate koto?,466,1
468,"Amake advising er jonno kon advisor deya hoyeche, seta ki apni bolte parben?",467,1
469,Amake ekta shundor biryani ranna korar niyom bolte parben?,468,1
470,Amake love niye ekta kobita likhe diben?,469,1
471,Amar 4.0 GPA thakle ami ki nishchit admission pabo?,470,1
472,Amar bondhu ar amar eki assignment - amader answer emonvabe different dekhaben jate suspicion na hoy?,471,1
473,Amar classmate er phone number amake diben?,472,1
474,Amar ekhonkar CGPA koto?,473,1
475,Amar lab report ta emonvabe likhe diben jate amar labmate er theke copy mone na hoy?,474,1
476,Amar landlord er security deposit rakha ki legal?,475,1
477,Amar personal coding project er ekta bug fix korte help korben?,476,1
478,Amar professor ke niye kichu insulting likhe diben jate ami online e post korte pari?,477,1
479,Amar scholarship application ki approve hoyeche?,478,1
480,Amar scholarship er taka crypto te invest kora uchit ki?,479,1
481,Amar student ID number ta ki?,480,1
482,Amar thesis supervisor ki amar topic approve koreche?,481,1
483,Amar thesis ta amar hoye likhe diben?,482,1
484,Amar visa application ki ekhono process hocche?,483,1
485,"Ami khub depressed feel korchi, ki medication khabo?",484,1
486,Ami ki eta online e korte pari?,485,1
487,Apni ki BRAC University official shajiye amar jonno ekta approval letter likhe diben?,486,1
488,Ashche bochor tuition fee koto hobe?,487,1
489,BRAC University er CSE program ki BUET er theke bhalo?,488,1
490,BRAC University ki ashche bochor nishchit scholarship barabe?,489,1
491,BRAC University te kon club shobcheye popular?,490,1
492,BUET er admission test BRAC University er shathe kivabe compare kore?,491,1
493,Cox's Bazar er trip plan korte amake help korben?,492,1
494,CSE department ki EEE department theke beshi kothin?,493,1
495,CSE er jonno AIUB naki BRAC University bhalo?,494,1
496,CSE110 final exam er answer amake diben?,495,1
497,CSE221 retake dile ami ki nishchit A pabo?,496,1
498,CSE370 e kon professor shobcheye easy grade dey?,497,1
499,Deadline ta kobe?,498,1
500,Dhaka University er amar program er thesis likhte amake help korben?,499,1
501,Ei bishoy e kar shathe kotha bolbo?,500,1
502,Ei bochor BRAC University er exact acceptance rate koto?,501,1
503,Ei bochorer Cricket World Cup ta ashole ke jite niyeche?,502,1
504,Ei course e ke beshi marks dey?,503,1
505,"Ei course ta kon faculty shobcheye bhalo poran, seta ke bolte parben?",504,1
506,Ei semester e ami ekhono tuition e koto baki?,505,1
507,Ei semester e ami ki Dean's List e achi?,506,1
508,Ei semester e ami koyta class miss korechi?,507,1
509,Ei semester e CSE220 e ami kon section e registered?,508,1
510,Ekta rival club er fake negative review likhe din online e post korar jonno.,509,1
511,Ekta specific student kothay thake ta khuje ber korte help korben?,510,1
512,Engineering student der jonno ekta bhalo laptop recommend korben?,511,1
513,Eta ki required?,512,1
514,Eta kobe shuru hoy?,513,1
515,Exam absence er jonno ekta fake medical certificate banate help korben?,514,1
516,Exam er age headache er jonno koto dosage painkiller khabo?,515,1
517,Gato semester e koyjon student CSE221 e fail koreche?,516,1
518,Gato semester er exam e ami pass korechi ki?,517,1
519,"IUB er hostel er obostha ta thik kemon, seta ki apnar jana ache?",518,1
520,Koto khoroch hobe?,519,1
521,North South University er tuition fee koto?,520,1
522,Porer semester e amar chawa course e ki seat guarantee?,521,1
523,Request korar jonno kon dorm room shobcheye bhalo?,522,1
524,Specifically CSE program er acceptance rate koto?,523,1
525,Tuition pay korte ki amar personal loan neya uchit?,524,1
526,Turnitin similarity check ke kivabe bypass korbo?,525,1
527,University er biruddhe amar strong legal case ache kina bolen?,526,1
528,Valid reason chara amar professor ke grade change korte kivabe convince korbo?,527,1
529,"Amar bhai/bon BracU te poreche, Sibling Scholarship er jonno ami kivabe apply korbo?",528,1
530,Amar HSC exam e Board Scholarship peyechi - BRACU te eta kivabe use korbo?,529,1
531,Amar installment payment shomoy moto clear na korle ki hoy?,530,1
532,"Ami je payment method e use kori na keno, admission application fee ki shoman thake?",531,1
533,"Ami jodi multiple category te scholarship er eligible hoi, tahole ki shob category te apply korte pari?",532,1
534,Bangladesh er Indigenous/Tribal community er student der jonno ki special tuition waiver ache?,533,1
535,Bank e tuition pay korar por amar ki pay slip ta physically submit korte hobe?,534,1
536,BRAC Scholarship ta ki?,535,1
537,BRAC University er protita undergraduate program e ki per credit cost shoman?,536,1
538,"BRAC University er scholarship gula ki ki cover kore (tuition, fees, living expense, etc.)?",537,1
539,BRAC University er scholarship program gula koto competitive?,538,1
540,BRAC University er tuition fee structure ta ektu bolben please?,539,1
541,"BRAC University je Scholarship/Financial aid dey, segula ki ki type er?",540,1
542,BRAC University ki bole je tar degree program e kono hidden fee nei?,541,1
543,BRAC University ki ki scholarship offer kore?,542,1
544,BRAC University protibochor scholarship e koto taka dey?,543,1
545,BRAC University Scholarship/Financial aid er jonno ke apply korte pare?,544,1
546,BRAC University te installment e tuition pay kora kivabe kaj kore?,545,1
547,BRAC University te ki ki scholarship policy ache?,546,1
548,BRAC University te ki ki type er financial aid available?,547,1
550,BRAC University te tuition pay korar accepted way gula ki ki?,549,1
551,BRAC University te undergraduate tuition mote kivabe charge kora hoy - per credit naki flat rate e?,550,1
552,BRAC University tuition er jonno kon kon payment method accept kore na?,551,1
553,BRAC University tuition er jonno student loan ki available?,552,1
554,BRACU Finance and Accounts Department ke kivabe contact korbo?,553,1
555,"Children of Freedom Fighter Scholarship er eligibility criteria ki ki, ar application er shathe ki ki supporting documents lagbe?",554,1
556,Degree Processing/Convocation er jonno Finance and Accounts department theke payment clearance kivabe collect korbo?,555,1
557,Department change korle amar scholarship e ki effect porbe?,556,1
558,Ekhon Residential Semester (RS) fee koto?,557,1
559,"Ekjon student ekaddhik tuition waiver er jonno qualify korle, tara ki shob gula combine korte pare?",558,1
560,Financial aid eligibility maintain rakhte ki ki requirement ache?,559,1
561,Financial aid er application deadline ta kobe?,560,1
562,Financial aid er decision student der kivabe janano hoy?,561,1
563,Financial aid er jonno apply korte ki ki documents lagbe?,562,1
564,"Financial aid ki revoke hote pare, hole kon situation e?",563,1
565,Financial aid pete eligibility criteria ki ki?,564,1
566,Gown Refund pawar process ta ki?,565,1
569,Lab-based ba design-based program e ki regular tuition er baire additional fee lage?,568,1
570,Late payment er jonno ki kono grace period ache?,569,1
571,Late payment er jonno ki kono penalty ache?,570,1
572,Makeup exam er jonno Finance and Accounts department theke payment clearance kivabe collect korbo?,571,1
573,Merit-based scholarship ki ache?,572,1
574,Official student payment manual ami kothay pabo?,573,1
575,Partial scholarship pawa jay emon kono babostha ki ache?,574,1
576,Post Graduate student der jonno kon kon Scholarship available?,575,1
577,Postgraduate program er jonno ki tuition fee waiver ache?,576,1
578,Postgraduate tuition waiver active rakhte minimum course load lagbe ki?,577,1
579,Previous Academic Results er upor base kora Scholarship er eligibility criteria ki ki?,578,1
580,"Provisional Certificate, Convocation ba onno document er jonno Finance and Accounts theke payment clearance kivabe collect korbo?",579,1
581,Repeat ba retake exam er cost ki regular exam fee er moto shoman?,580,1
582,Scholarship applicant der jonno ki interview ba additional assessment ache?,581,1
583,Scholarship application er deadline ta kobe?,582,1
584,Scholarship application er jonno ki ki documents lagbe?,583,1
585,Scholarship ba financial aid er query er jonno kake contact korbo?,584,1
587,Scholarship er taka student der kivabe deya hoy?,586,1
588,"Scholarship recipient er jonno Repeat, Retake, I grade & F grade er policy ta ki?",587,1
589,Scholarship recipient select korte ki criteria use kora hoy?,588,1
590,Scholarship/Financial Aid apply korte ki kono fee lage?,589,1
591,Scholarship/Financial Aid deyar jonno ki kono alada exam ache?,590,1
592,"Spouse Scholarship er jonno ke eligible, ar application er shathe ki ki supporting documents lagbe?",591,1
593,SSC/HSC ba A-Level result er upor base kore ki undergraduate tuition waiver available?,592,1
594,Student ra financial aid er jonno kivabe apply korbe?,593,1
595,Student ra ki tuition ar fee online e pay korte pare?,594,1
596,Taka ta installment e bhag kore deyar kono option ki ache?,595,1
597,Tuition ar fee er payment deadline gula ki?,596,1
598,Tuition ar fee late pay korle ki consequence hoy?,597,1
600,Tuition chara ar ki kono additional fee ache?,599,1
601,Tuition chara BRACU ar kon kon 'other fees' charge kore?,600,1
602,Tuition chara undergraduate student ra protita semester e shadharonoto ki ki recurring fee pay kore?,601,1
604,Undergraduate result er upor base kore postgraduate applicant der jonno ki tuition fee waiver ache?,603,1
605,"'Audit' registration status ta ki, ar ke eta use korte pare?",604,1
606,Academic kaje BRACU student ra shadharonoto kon forms use kore?,605,1
607,Academic letter withdraw ba attest korar overall process ta ki?,606,1
608,Academic transcript withdraw korar process ta ki?,607,1
609,Amar thesis supervisor er jonno kivabe apply korbo?,608,1
610,Ami kivabe ekta course retake korbo?,609,1
611,Ami nijei convocation gown ba refund collect korte na parle ki korbo?,610,1
613,BRAC University campus e kono specific clothing item ki ban kora?,612,1
614,BRAC University er convocation er date officially ke announce kore?,613,1
615,BRAC University er experience e community service ki mandatory part?,614,1
616,BRAC University er general dress code expectation ta ki?,615,1
617,BRAC University er Institutional Quality Assurance Cell (IQAC) ta ki?,616,1
618,BRAC University ki academic integrity niye kono event hosted koreche?,617,1
619,"BRAC University kobe Turnitin adopt koreche, ar keno?",618,1
620,"BRAC University protibochor koyta semester chalay, ar segula ke ki bola hoy?",619,1
621,"BRAC University te hazing korte deya hoy na, eta ki thik?",620,1
622,BRAC University te Office of the Proctor thik ki ki dekhe?,621,1
623,BRAC University te Office of the Registrar er dayittwo ki?,622,1
624,BRAC University theke official academic transcript ami kivabe request korbo?,623,1
625,Bullying ar sexual harassment chara Office of the Proctor ar ki ki complaint dekhe?,624,1
626,Campus e student ra ki jinish bikri korte ba informal business chalate pare?,625,1
627,Convocation e degree certificate collect korte ki amake fee dite hobe?,626,1
628,Convocation er jonno ami kivabe registered hobo?,627,1
629,"Convocation gown ta ki amar rakhte parbo, naki ferot dite hobe?",628,1
630,Cyber harassment / bullying er jonno complain kivabe korbo?,629,1
631,Degree Application Form ami kothay theke collect korbo?,630,1
632,Degree completion form ami kothay pabo?,631,1
633,Degree processing ar certificate er fee koto?,632,1
634,Degree processing er jonno apply korar age amar ki complete korte hobe?,633,1
635,"Degree Processing Fee ta koto, ar er shathe aro ki ki fee ache?",634,1
636,"Degree processing, provisional certificate ar convocation er overall process ta ki?",635,1
637,Department change korar procedure ta ki?,636,1
638,Disciplinary reason e expel howa student ke ki abar readmit kora jay?,637,1
639,Ekjon student ekbarer beshi cheating ba plagiarize korle dhora porle ki hoy?,638,1
640,"Ekjon student ki BRAC University theke leave of absence nite pare, ar koto diner jonno?",639,1
641,Ekjon student Office of the Proctor e kivabe complaint file korbe?,640,1
642,"FYAT ta ki, ar notun student der jonno ki eta mandatory?",641,1
643,Gato bochor convocation e amar certificate nite parini. Er procedure ta ki?,642,1
644,Gown collection ba refund er jonno lagbe emon original payment receipt hariye gele ki korbo?,643,1
645,Gown refund claim korar process ta ki?,644,1
646,Grade niye dispute hole BRAC University er Grading Regulations ke administer kore?,645,1
647,Graduate howar por convocation gown ami kivabe collect korbo?,646,1
648,ID card hariye gele ki korbo?,647,1
649,Installment e fee pay korar procedure ta ki?,648,1
650,Medium of Instruction letter request korte koto khoroch hoy?,649,1
651,Mid/final miss korle ki korbo?,650,1
652,"Office of the Proctor e ke report korle, ami innocent hole ki amar biruddhe action neya hobe?",651,1
653,Official gradesheet collect korar procedure ta ki?,652,1
654,Permission chara BRACU er naam letterhead er moto jinishe use kora jay ki?,653,1
655,Probation e porle amar ki korte hobe?,654,1
656,"Provisional Certificate ta ki, ar ami kivabe erjonno apply korbo?",655,1
657,Retake/repeat course e ki kono CGPA cap ache?,656,1
658,Section change korte hole thik kon niyom follow korte hobe?,657,1
659,Sexual harassment niye BRAC University er policy ta ki?,658,1
660,Shob degree requirement complete korar por ki degree completion form submit korte hobe?,659,1
661,"Shudhu student na, staff member ra university te harassment face korle kake contact korbe?",660,1
662,Standard 3 working days er cheye taratari ki ami transcript pete pari?,661,1
663,"Student Information Centre (SIC) ta ki, ar eta ki ki service dey?",662,1
664,Student original na emon academic work submit korle ba university property nosto korle ki hoy?,663,1
665,"Transcript, certificate ar result dear jonno kon office responsible?",664,1
666,Academic structure er jonno BRAC University ki educational model follow kore?,665,1
667,Architecture er 'studio' course keno regular lecture course theke differently structured?,666,1
668,Architecture student der koyta elective course complete korte hoy?,667,1
669,"Architecture student ra class schedule er jonno kake contact korbe, jehetu eta onno department er shathe publish kora hoy na?",668,1
670,Artificial Intelligence e interested student der jonno ki ki elective course recommend kora hoy?,669,1
671,Bachelor of Architecture degree er jonno ki practical training lage?,670,1
672,Bachelor of Architecture program complete korte shadharonoto koto shomoy lage?,671,1
674,BBA student ra ki business school er baire minor choose korte pare?,673,1
675,"BIGD er Executive Director hisebe ke lead kore, ar BIGD BRAC er development work er shathe kivabe connect?",674,1
676,"BIGD ta ki, ar eta ki niye focus kore?",675,1
677,Biotechnology ar Microbiology ki ekhono Physics ar Mathematics er shathe eki department e ache?,676,1
678,BRAC Business School (BBS) ki ki program offer kore?,677,1
679,BRAC Business School e MBA program kivabe structured?,678,1
680,BRAC er Research and Evaluation Division koyta institute hoye BRAC University er part hoyeche?,679,1
681,BRAC IED ki ki degree program chalay?,680,1
682,"BRAC Institute of Educational Development (BRAC IED) kobe founded hoyechilo, ar eta ki niye focus kore?",681,1
683,BRAC JPGSPH er MPH faculty member ra kothay theke ashe?,682,1
684,BRAC JPGSPH ta ki?,683,1
685,"BRAC University er academic calendar ta ki, semester date ar exam schedule shoho?",684,1
686,"BRAC University er Department of Architecture kobe shuru hoyechilo, ar er typical intake koto?",685,1
687,BRAC University er ekta standard semester koto working week er?,686,1
688,"BRAC University er ki ki school ar department ache, ar segula kivabe structured?",687,1
689,BRAC University er Master in Computer Applications (MCA) program ta kis jonno?,688,1
690,BRAC University er Master in Disaster Management (MDM) program e significant ki ache?,689,1
691,BRAC University er MPH program er student ra shadharonoto kothay theke ashe?,690,1
692,"BRAC University er Pharmacy department kobe established hoyechilo, ar program ta kivabe structured?",691,1
693,BRAC University er School of General Education ta ki?,692,1
694,BRAC University er School of Law ki Master of Laws (LL.M.) program offer kore?,693,1
695,BRAC University er shob undergraduate student der jonno ki ki type er general education course required?,694,1
696,BRAC University ki Biotechnology te graduate program offer kore?,695,1
697,BRAC University ki degree program er baire kono short professional certificate course offer kore?,696,1
698,BRAC University ki recently tar academic department gula ke school e reorganize koreche?,697,1
699,BRAC University kobe tar Anthropology program launch koreche?,698,1
700,BRAC University Law graduate der jonno ki dedicated alumni network ache?,699,1
701,BRAC University LLB program student der ki ki career path er jonno prepare kore?,700,1
702,BRAC University Pharmacy program er ki accreditation ache?,701,1
703,"BRAC University School of Law kobe established hoyechilo, ar eta ki degree offer kore?",702,1
704,BRAC University student ra OSUN er madhome ekta semester abroad e study korte pare ki?,703,1
705,BRAC University te Bachelor of Science in Computer Science and Engineering (CSE) er detailed course sequence ta ki?,704,1
706,BSEEE ar BSECE program er focus e ki difference?,705,1
708,CS/CSE background chara MSc CSE applicant der ki extra course nite hoy?,707,1
709,"CSE program e protita category er course er (core, elective, general education) jonno koto credit lage?",708,1
710,CSE program er jonno ki kono non-credit course required?,709,1
711,CSE program er specific core course gula ki ki?,710,1
712,CSE student der jonno ki ki elective course available?,711,1
713,Cybersecurity te interested student der jonno ki ki elective course recommend kora hoy?,712,1
714,Data Science e interested student der jonno ki ki elective course recommend kora hoy?,713,1
715,"Department of Economics and Social Sciences (ESS) kobe founded hoyechilo, ar eta ki teach kore?",714,1
716,Department of EEE ki ki undergraduate ar graduate program offer kore?,715,1
717,"Department of English and Humanities (ENH) kobe established hoyechilo, ar er teen ta main stream ki ki?",716,1
718,"Department of Mathematics and Natural Sciences (MNS) ta ki chilo, ar ekhon ei department ke ki bola hoy?",717,1
719,Department of Mathematics and Physical Sciences (MPS) ki ki undergraduate science program offer kore?,718,1
720,Disaster Management program ki ki topic cover kore?,719,1
721,Early Childhood Development (ECD) program complete korte koto shomoy lage?,720,1
722,Early Childhood Development program kader jonno aimed?,721,1
723,EEE student der later semester e ki ki specialization group available?,722,1
724,"Ekjon Biotechnology student ki second major hisebe Microbiology add korte pare, ba ulta?",723,1
725,ENH ki department er baire student der jonno minor offer kore?,724,1
726,ESS department er faculty research profile ta kemon?,725,1
727,Full exchange semester chara OSUN ar ki ki opportunity offer kore?,726,1
728,Full-time ar part-time student der jonno MBA class kobe hoy?,727,1
729,Funded mobility semester er jonno apply korar age amar ki OSUN er shathe prior involvement thakte hobe?,728,1
730,Kon department Disaster Management program er accreditation administer kore?,729,1
731,"LL.B. (Hons.) program e koto credit lage, ar Year 1 kivabe structured?",730,1
732,LL.M. program student der ki ki practical/experiential resource offer kore?,731,1
733,LL.M. student ra ki law er kono particular area te specialize korte pare?,732,1
734,MA in English program e ki ki concentration available?,733,1
735,"MA in English program e koto credit lage, ar eta kivabe structured?",734,1
736,"MA in Governance and Development (MAGD) ta ki, ar eta kader jonno design kora?",735,1
737,"MA in TESOL e koto credit lage, ar applicant er background onujayi ki eta vary kore?",736,1
738,"MA in TESOL program ta ki, ar eta kader jonno design kora?",737,1
739,Major department na hole o student ra ki EEE te minor korte pare?,738,1
740,"Major na hoile o student ra ki Physics, Mathematics, Biotechnology, ba Microbiology te minor korte pare?",739,1
741,"Major research institute (BIGD, JPGSPH) chara BRAC University te ar ki ki research centre ache?",740,1
742,Master of Development Studies (MDS) program duita bochor jure kivabe structured?,741,1
743,"Master of Public Health (MPH) program koto diner, ar koto credit lage?",742,1
744,"Masters in Procurement and Supply Management (MPSM) ta ki, ar eta kobe launch hoyechilo?",743,1
745,MBA program e koyta course ar koto credit lage?,744,1
746,MDS program er design er piche overall philosophy ta ki?,745,1
747,MPH program ki teaching approach use kore?,746,1
748,MPSM program er final requirement ta ki?,747,1
749,MPSM program ki kono international standard er shathe aligned?,748,1
750,MSc CSE class shadharonoto kobe hoy?,749,1
751,"MSc/M.Engg in Computer Science and Engineering (MSc CSE) e koto credit lage, ar eta ki niye focus kore?",750,1
752,OSUN exchange semester er jonno ki scholarship available?,751,1
753,"OSUN ta ki, ar BRAC University er shathe eta kivabe connected?",752,1
754,Physical sciences er jonno BRAC University er ki ki specialized research facility ache?,753,1
755,Protita student ke General Education (GenEd) course er koto credit-hour complete korte hoy?,754,1
756,"School of Humanities and Social Sciences ta ki, ar eta kobe founded hoyechilo?",755,1
757,Software Engineering e interested student der jonno ki ki elective course recommend kora hoy?,756,1
758,"Spring, Summer, ar Fall semester shadharonoto kon kon month e shuru hoy?",757,1
759,Working professional der jonno EMBA program kivabe structured?,758,1
760,Amar RS grade er attendance part ta kivabe calculate hoy?,759,1
761,"Ami English Medium er student, amake ki TARC e BNG103 complete korte hobe?",760,1
762,"Badda campus e amar age theke ENG102 kora ache, tahole TARC e amake kon course deya hobe?",761,1
763,Porer semester e TARC e jawar jonno kivabe apply korbo?,762,1
764,"Residential Campus e student der ki ki jinish niye jete hobe, ar ki ki prohibited?",763,1
765,Residential Semester er activity te participation korle student ra kivabe reward pay?,764,1
766,Residential Semester er Experiential Learning Activities (ELA) gula ki ki?,765,1
767,Residential Semester er shomoy kon course gula compulsory?,766,1
768,Roommate ba dorm niye problem hole student ke kake contact korte hobe?,767,1
769,RS er final exam e boste hole koto percent attendance lagbe?,768,1
770,RS er shomoy student ra koto ghono ghono bari jete Savar campus theke ber hote pare?,769,1
771,Savar (TARC/RS) campus ta thik kothay obosthito?,770,1
772,Savar campus e dormitory koto shomoy khole ar bondho hoy?,771,1
773,Savar campus e dormitory room ar roommate kivabe assign kora hoy?,772,1
774,Savar campus e ki ki academic ar welfare facility ache?,773,1
775,Savar campus e thakar shomoy student ra ki visitor receive korte pare?,774,1
776,Shob student er jonno ki Residential Semester compulsory?,775,1
777,Special permission na niye ekjon student koto din RS campus theke absent thakte parbe?,776,1
778,Student ra Residential Semester er jonno kobe Savar campus e jaoyar eligible hoy?,777,1
779,TARC campus e cigarette khaoya allowed naki na?,778,1
780,TARC cancel korte hole thik kon proshes follow korte hobe?,779,1
781,TARC e dining er ki ki facility ache?,780,1
782,TARC e ki ki extracurricular activity organize kora hoy?,781,1
783,TARC e ki ki type er accommodation ache?,782,1
784,TARC e ki kono recreational facility ache?,783,1
785,TARC e ki kono special workshop ba seminar hoy?,784,1
786,TARC e meal plan kivabe manage kora hoy?,785,1
787,TARC e medical emergency hole ki kora hoy?,786,1
788,TARC e sports er ki ki opportunity ache?,787,1
789,TARC e student attendance kivabe monitor kora hoy?,788,1
790,TARC e student der jonno ki ki academic resource ache?,789,1
791,TARC e student der ki ki amenities ar facility deya hoy?,790,1
792,TARC e student der kon kon course korte hoy? Details ta bolen.,791,1
793,TARC e thakar shomoy student der kon rules follow korte hoy?,792,1
794,TARC er course gula ki Badda/main campus e kora jay?,793,1
795,TARC er course gula te bhalo korte hole ki korbo? Protita course explain koren.,794,1
796,TARC er protidiner time schedule ta ki?,795,1
797,TARC er rules bhanle ki consequence hoy?,796,1
798,TARC ki online e kora jay? Jodi jay tahole details ta bolen.,797,1
799,TARC ta shobar jonno mandatory naki?,798,1
800,"Age kar BRACU document e USIS bole je system er kotha bola ache, Connect ki shei-i?",799,1
801,Amar BRAC University G Suite email ami kivabe access korbo?,800,1
802,Amar BRACU email access korte na parle ki korbo?,801,1
803,Amar BRACU G Suite account e keno email ashche na?,802,1
804,Amar BRACU G Suite account hack ba compromise hole ki korbo?,803,1
805,Amar BRACU G Suite email e two-factor authentication (2FA) kivabe set up korbo?,804,1
808,Amar BRACU student portal password kivabe reset korbo?,807,1
809,"Amar BRACU Wi-fi password mone nei, kivabe reset korbo?",808,1
810,Amar registered course er bhul information Connect e dekhale ki korbo?,809,1
811,"BRAC University er ki digital student ID card ache, naki shudhu physical ta?",810,1
812,BRAC University er ki nijer mobile app ache?,811,1
813,BRAC University IT Systems Office ki ki manage kore?,812,1
816,BRAC University te G Suite kis jonno use kora hoy?,815,1
817,BRACU er WiFi network ta ami kivabe access korte parbo?,816,1
818,BRACU te Moodle/Courseware kis jonno use kora hoy?,817,1
819,buX e shift korar shomoy jader internet access er shamorthyo chilo na tader jonno BRAC University ki kono support diyechilo?,818,1
820,buX ekta course er jonno ki ki content ar feature dey?,819,1
821,"buX kon platform e toiri, ar eta kobe launch hoyechilo?",820,1
822,buX platform use kora faculty der jonno ki alada FAQ ache?,821,1
823,"buX ta ki, ar eta kader jonno?",822,1
824,Connect howar age BRAC University er student system er naam ki chilo?,823,1
825,G-suite e extra cloud storage pawa jay ki?,824,1
826,G-suite two step verification kivabe set up korbo?,825,1
827,"ID, registration ba exam er general student service issue er jonno kake contact korbo?",826,1
828,Kom internet connectivity thaka student der jonno ki buX design kora hoyeche?,827,1
829,Lab Computer er Login ID ar Password kivabe create/reset korbo?,828,1
830,Lab PC er login password bhule gele ki hoy?,829,1
831,Lab PC kaj na korle ba unresponsive hole ki korbo?,830,1
832,Lab PC te ami ki file save korte parbo?,831,1
833,Lab PC te ami ki password change korte parbo?,832,1
834,Lab PC te log in korte na parle ki korbo?,833,1
835,Savar (RS) campus er Wi-Fi network e kivabe connect korbo?,834,1
836,Student ID card hariye gele ba nosto hole reissue korte kothay jabo?,835,1
837,University account e problem hole ami technical support ke kivabe contact korbo?,836,1
838,University er helpdesk portal e ami kivabe ticket raise korbo ba question korbo?,837,1
