query_id,config,lambda,query,reference_answer,retrieved_context,generated_answer,retrieval_s,generation_s,total_s,timestamp,query_confidence,faithfulness,faithfulness_reason,sample_source,route,fusion,abstained,raw_abstain,sufficient_context_override,graph_augmented,exact_match_any,question_match_any,rerank_s,query_top1_score,nli_faithfulness
Q096,vector_only,0.0,"Are journals, magazines and reference books available for borrowing?","No. Journals, magazines, newspapers, and items in the reference collection are for in-library use only and cannot be checked out.","Question: Can someone help — are journals, magazines and reference books available for borrowing?
Answer: No. Journals, magazines, newspapers, and items in the reference collection are for in-library use only and cannot be checked out.

Question: Just wondering, are journals, magazines and reference books available for borrowing?
Answer: No. Journals, magazines, newspapers, and items in the reference collection are for in-library use only and cannot be checked out.

Question: Quick question — are journals, magazines and reference books available for borrowing?
Answer: No. Journals, magazines, newspapers, and items in the reference collection are for in-library use only and cannot be checked out.

Question: This might be a silly question, but are journals, magazines and reference books available for borrowing?
Answer: No. Journals, magazines, newspapers, and items in the reference collection are for in-library use only and cannot be checked out.

Question: Are journals, magazines and reference books available for borrowing?
Answer: No. Journals, magazines, newspapers, and items in the reference collection are for in-library use only and cannot be checked out.","Journals, magazines, and reference books are not available for borrowing; they are for in-library use only.",0.0225,4.7987,4.8212,2026-07-27T14:16:52.622301+00:00,0.0032,1.0,SCORE: 1.0 | REASON: All individual factual claims are fully supported by the retrieved CONTEXT.,baselines,,,,,,,,,,,0.9616168737411499
Q016,vector_only,0.0,How to contact with BRACU Finance and Accounts Department?,"BRAC University
Kha-224 Bir Uttam Rafiqul Islam Avenue, Merul Badda,
Dhaka 1212, Bangladesh
Phone: +88 09638464646 Ext: 1220, 1221

Email: queries-accounts@bracu.ac.bd","Question: How to contact with BRACU Finance and Accounts Department?
Answer: BRAC University
Kha-224 Bir Uttam Rafiqul Islam Avenue, Merul Badda,
Dhaka 1212, Bangladesh
Phone: +88 09638464646 Ext: 1220, 1221

Email: queries-accounts@bracu.ac.bd

Question: Can someone help — how to contact with BRACU Finance and Accounts Department?
Answer: BRAC University
Kha-224 Bir Uttam Rafiqul Islam Avenue, Merul Badda,
Dhaka 1212, Bangladesh
Phone: +88 09638464646 Ext: 1220, 1221

Email: queries-accounts@bracu.ac.bd

Question (Banglish): BRACU Finance and Accounts Department ke kivabe contact korbo?
Answer (English): BRAC University
Kha-224 Bir Uttam Rafiqul Islam Avenue, Merul Badda,
Dhaka 1212, Bangladesh
Phone: +88 09638464646 Ext: 1220, 1221

Email: queries-accounts@bracu.ac.bd

Question (Banglish): Finance & Accounts Office ki ki service offer kore?
Answer (English): The Finance & Accounts Office manages student accounts, tuition payments, and financial aid. You can also email at queries-accounts@bracu.ac.bd

Question: How can I contact technical support if I encounter issues with my university account?
Answer: Please email help@bracu.ac.bd about your issue.","To contact the BRACU Finance and Accounts Department, you can visit BRAC University at Kha-224 Bir Uttam Rafiqul Islam Avenue, Merul Badda, Dhaka 1212, Bangladesh, or call them at +88 09638464646 Ext: 1220, 1221. Alternatively, you can email them at queries-accounts@bracu.ac.bd.",0.0196,11.6255,11.6451,2026-07-27T14:06:35.569083+00:00,0.017,0.8,"SCORE: 0.8 | REASON: The answer contains two unsupported claims: ""visit BRAC University"" and ""call them at +88 09638464646 Ext: 1220, 1221"", which are not explicitly mentioned in the context for contacting the Finance and Accounts Department.",baselines,,,,,,,,,,,0.9578614234924316
Q031,vector_only,0.0,"New student here, could you please provide details about the tuition fee structure at BRAC University?","For students enrolled in the Computer Science and Engineering (CSE) program at BRAC University, the tuition fee structure includes a one-time, non-refundable admission fee of BDT 30,800. Each course within the CSE program costs BDT 22,500. Additionally, students are required to pay a semester fee of BDT 11,500, which covers various facilities such as IT services and library access. There is also a one-time library membership fee of BDT 2,500. This fee structure is designed to support the comprehensive education provided in the CSE program, ensuring access to advanced resources and facilities?","Question: New student here, could you please provide details about the tuition fee structure at BRAC University?
Answer: For students enrolled in the Computer Science and Engineering (CSE) program at BRAC University, the tuition fee structure includes a one-time, non-refundable admission fee of BDT 30,800. Each course within the CSE program costs BDT 22,500. Additionally, students are required to pay a semester fee of BDT 11,500, which covers various facilities such as IT services and library access. There is also a one-time library membership fee of BDT 2,500. This fee structure is designed to support the comprehensive education provided in the CSE program, ensuring access to advanced resources and facilities?

Question: Could you please provide details about the tuition fee structure at BRAC University?
Answer: For students enrolled in the Computer Science and Engineering (CSE) program at BRAC University, the tuition fee structure includes a one-time, non-refundable admission fee of BDT 30,800. Each course within the CSE program costs BDT 22,500. Additionally, students are required to pay a semester fee of BDT 11,500, which covers various facilities such as IT services and library access. There is also a one-time library membership fee of BDT 2,500. This fee structure is designed to support the comprehensive education provided in the CSE program, ensuring access to advanced resources and facilities?

Question (Banglish): BRAC University er tuition fee structure ta ektu bolben please?
Answer (English): For students enrolled in the Computer Science and Engineering (CSE) program at BRAC University, the tuition fee structure includes a one-time, non-refundable admission fee of BDT 30,800. Each course within the CSE program costs BDT 22,500. Additionally, students are required to pay a semester fee of BDT 11,500, which covers various facilities such as IT services and library access. There is also a one-time library membership fee of BDT 2,500. This fee structure is designed to support the comprehensive education provided in the CSE program, ensuring access to advanced resources and facilities

Question: What's the tuition fee at North South University?
Answer: That's outside what I can help with - I only have information about BRAC University. North South University's own website would have their current fee structure.

Question: Not sure if this is covered elsewhere, but what's the tuition fee at North South University?
Answer: That's outside what I can help with - I only have information about BRAC University. North South University's own website would have their current fee structure.","For students enrolled in the Computer Science and Engineering (CSE) program at BRAC University, the tuition fee structure includes a one-time, non-refundable admission fee of BDT 30,800. Each course within the CSE program costs BDT 22,500. Additionally, students are required to pay a semester fee of BDT 11,500, which covers various facilities such as IT services and library access. There is also a one-time library membership fee of BDT 2,500. This fee structure is designed to support the comprehensive education provided in the CSE program, ensuring access to advanced resources and facilities.",0.0339,19.1493,19.1832,2026-07-27T14:08:37.681416+00:00,0.0209,1.0,SCORE: 1.0 | REASON: The answer is fully supported by the context as it directly quotes the provided information about BRAC University's tuition fee structure.,baselines,,,,,,,,,,,0.9856038093566895
Q159,vector_only,0.0,What day and time is the theory class for CSE250-06A?,The theory class for CSE250-06A is on SUN+TUE at 2:00 PM in room 07H-27C.,"Course: CSE340-18
Theory Initial: THR
Theory Day: SUN+TUE
Theory Time: 9:30 AM
Theory Room: 09H-35C

Course: CSE340-13
Theory Initial: PBK
Theory Day: MON+WED
Theory Time: 8:00 AM
Theory Room: 08H-22C

Course: CSE470-13
Theory Initial: SOSB
Theory Day: MON+WED
Theory Time: 9:30 AM
Theory Room: 09B-12C

Course: CSE340-05
Theory Initial: TNMF
Theory Day: MON+WED
Theory Time: 11:00 AM
Theory Room: 09C-16T

Course: CSE340-11
Theory Initial: RDW
Theory Day: SUN+TUE
Theory Time: 8:00 AM
Theory Room: 09A-03C",I do not have enough information to answer that question.,0.0215,3.8391,3.8606,2026-07-27T14:21:46.211641+00:00,0.0026,1.0,SCORE: 1.0 | REASON: The answer is a generic statement that does not make any factual claims about the courses in the context.,baselines,,,,,,,,,,,0.007505299523472786
Q129,vector_only,0.0,What is the full prerequisite chain for CSE421?,The full prerequisite chain for CSE421 is CSE320.,"Course: CSE423
Prerequisite: MAT216 (HP)
Full Prerequisite Chain: MAT216-MAT120-MAT110

Course: CSE430
Prerequisite: MAT120 (HP)
Full Prerequisite Chain: MAT120-MAT110

Course: CSE330
Prerequisite: MAT216 (HP)
Full Prerequisite Chain: MAT120-MAT110

Course: CSE410
Prerequisite: CSE321 (HP)
Full Prerequisite Chain: CSE321-CSE221-CSE220-CSE111-CSE110

Course: CSE460
Prerequisite: CSE260 (HP)
Full Prerequisite Chain: CSE260-CSE251-CSE250","There is no information in the retrieved context about a course called CSE421, so I do not have enough information to answer this question.",0.019,5.2751,5.294,2026-07-27T14:19:33.447074+00:00,0.0173,1.0,SCORE: 1.0 | REASON: All individual factual claims in the ANSWER are fully supported by the CONTEXT.,baselines,,,,,,,,,,,0.0024945370387285948
Q116,vector_only,0.0,What are the prerequisites for CSE360?,The prerequisite for CSE360 is CSE341 (HP).,"Question: What are the prerequisites for the Cse program?
Answer: Candidates applying for EEE, ECE, CSE, APE and Physics:HSC/ Equivalent(“B” grade in Physics & Mathematics),A-levels: “C” grade in Physics & Mathematics

Question: Can you tell me what the prerequisites for the Cse program are?
Answer: Candidates applying for EEE, ECE, CSE, APE and Physics:HSC/ Equivalent(“B” grade in Physics & Mathematics),A-levels: “C” grade in Physics & Mathematics

Course: CSE360
Prerequisite: CSE341 (HP)
Full Prerequisite Chain: CSE341

Course: CSE421
Prerequisite: CSE320 (SP)

Course: CSE250
Prerequisite: PHY112 (SP)","The prerequisite for CSE360 is CSE341, which must be taken with a High Pass grade.",0.017,4.6554,4.6724,2026-07-27T14:18:35.008413+00:00,0.0066,0.5,"SCORE: 0.5 | REASON: The answer partially matches the context, as it correctly identifies CSE341 as a prerequisite for CSE360, but incorrectly specifies that it must be taken with a High Pass grade, which is not mentioned in the context.",baselines,,,,,,,,,,,0.08583950996398926
Q070,vector_only,0.0,For a friend who's asking — do I need to pay any fee to collect my degree certificate at Convocation?,"No, based on published notices, there is no fee to collect your certificate at the time of Convocation itself; fees apply if you request documents outside of that window.","Question: For a friend who's asking — do I need to pay any fee to collect my degree certificate at Convocation?
Answer: No, based on published notices, there is no fee to collect your certificate at the time of Convocation itself; fees apply if you request documents outside of that window.

Question: Am I required to need to pay any fee to collect my degree certificate at Convocation?
Answer: No, based on published notices, there is no fee to collect your certificate at the time of Convocation itself; fees apply if you request documents outside of that window.

Question: Do I need to pay any fee to collect my degree certificate at Convocation?
Answer: No, based on published notices, there is no fee to collect your certificate at the time of Convocation itself; fees apply if you request documents outside of that window.

Question (Banglish): Convocation e degree certificate collect korte ki amake fee dite hobe?
Answer (English): No, based on published notices, there is no fee to collect your certificate at the time of Convocation itself; fees apply if you request documents outside of that window.

Question (Banglish): Gato bochor convocation e amar certificate nite parini. Er procedure ta ki?
Answer (English): If you missed collecting your certificate at last year's convocation, you can visit the Registrar's office on the fourth floor to collect it - bring your student ID card and any relevant payment slip.","No, based on published notices, there is no fee to collect your certificate at the time of Convocation itself; fees apply if you request documents outside of that window.",0.0245,6.079,6.1036,2026-07-27T14:13:43.486991+00:00,0.0212,1.0,SCORE: 1.0 | REASON: All individual factual claims in the ANSWER are fully supported by the CONTEXT.,baselines,,,,,,,,,,,0.9921911358833313
Q171,vector_only,0.0,Who teaches the lab section of CSE221-19?,"The lab section of CSE221-19 is taught by ARD,ANV.","Question (Banglish): CSE Lab gula kothay obosthito?
Answer (English): CSE Labs are located on the 8th, 9th, 10th, 11th and 12th Floor.

Question (Banglish): Learning Labs ar Classroom gula kothay obosthito?
Answer (English): Learning Labs/Classrooms are located on the 7th, 8th, 9th, 10th, 11th, and 12th Floors.

Course: CSE103
First Lab Coordinator: RBR
Second Lab Coordinator: SLAR
Lab Coordinator Email: rakin.rabbani@bracu.ac.bd,ext.sadiul.rafi@bracu.ac.bd

Course: CSE260
First Theory Coordinator: DZK
Theory Coordinator Email: ziaul.karim@bracu.ac.bd
First Lab Coordinator: DZK
Second Lab Coordinator: PBK
Lab Coordinator Email: ziaul.karim@bracu.ac.bd,partha.bhoumik@bracu.ac.bd

Course: CSE111
First Theory Coordinator: TAW
Theory Coordinator Email: tawhid.anwar@bracu.ac.bd
First Lab Coordinator: KNI
Second Lab Coordinator: ADU
Lab Coordinator Email: nazia.iqbal@bracu.ac.bd,ahmed.ruhan@bracu.ac.bd","Unfortunately, I do not have enough information to answer your question. The retrieved context does not mention CSE221 or its lab coordinators.",0.0195,5.7917,5.8112,2026-07-27T14:22:47.182157+00:00,0.0107,0.5,SCORE: 0.5 | REASON: The answer partially matches the context as it mentions some lab locations but not all and does not mention CSE221 or its lab coordinators.,baselines,,,,,,,,,,,0.007553124334663153
Q175,vector_only,0.0,Who teaches the lab section of CSE260-19B?,"The lab section of CSE260-19B is taught by CMHQ,CABS.","Question (Banglish): CSE Lab gula kothay obosthito?
Answer (English): CSE Labs are located on the 8th, 9th, 10th, 11th and 12th Floor.

Question (Banglish): Learning Labs ar Classroom gula kothay obosthito?
Answer (English): Learning Labs/Classrooms are located on the 7th, 8th, 9th, 10th, 11th, and 12th Floors.

Course: CSE103
First Lab Coordinator: RBR
Second Lab Coordinator: SLAR
Lab Coordinator Email: rakin.rabbani@bracu.ac.bd,ext.sadiul.rafi@bracu.ac.bd

Course: CSE260
First Theory Coordinator: DZK
Theory Coordinator Email: ziaul.karim@bracu.ac.bd
First Lab Coordinator: DZK
Second Lab Coordinator: PBK
Lab Coordinator Email: ziaul.karim@bracu.ac.bd,partha.bhoumik@bracu.ac.bd

Course: CSE111
First Theory Coordinator: TAW
Theory Coordinator Email: tawhid.anwar@bracu.ac.bd
First Lab Coordinator: KNI
Second Lab Coordinator: ADU
Lab Coordinator Email: nazia.iqbal@bracu.ac.bd,ahmed.ruhan@bracu.ac.bd",The first and second lab coordinators for CSE260 are DZK and PBK respectively.,0.0204,5.0235,5.044,2026-07-27T14:23:09.363274+00:00,0.0044,0.5,"SCORE: 0.5 | REASON: The answer partially matches the context for CSE260 lab coordinators, but not for other courses.",baselines,,,,,,,,,,,0.7111901044845581
Q046,vector_only,0.0,What sports teams does the university have?,"BRAC University Football Club, BRAC University Chess Club, BRAC University Cricket Club, and BRAC University Indoor Games Club.","Question: New student here, what sports teams does the university have?
Answer: BRAC University Football Club, BRAC University Chess Club, BRAC University Cricket Club, and BRAC University Indoor Games Club.

Question: What sports teams does the university have?
Answer: BRAC University Football Club, BRAC University Chess Club, BRAC University Cricket Club, and BRAC University Indoor Games Club.

Question: I looked around the site but couldn't find it — what sports teams does the university have?
Answer: BRAC University Football Club, BRAC University Chess Club, BRAC University Cricket Club, and BRAC University Indoor Games Club.

Question (Banglish): University te ki ki sports team ache?
Answer (English): BRAC University Football Club, BRAC University Chess Club, BRAC University Cricket Club, and BRAC University Indoor Games Club.

Question: What are the sports opportunities in Tarc?
Answer: During my period i have seen students playing volleyball,basketball,football and cricket.Football, cricket and tennis tournaments are arranged and students also get jersey.These tournaments are celebrated among the students in a big manner","The university has BRAC University Football Club, BRAC University Chess Club, BRAC University Cricket Club, and BRAC University Indoor Games Club.",0.0197,5.7509,5.7706,2026-07-27T14:10:21.385659+00:00,0.0017,0.5,"SCORE: 0.5 | REASON: The answer partially matches the context, as it lists specific sports teams but does not mention volleyball, basketball, or tennis tournaments mentioned in a different question's answer.",baselines,,,,,,,,,,,0.9736749529838562
Q067,vector_only,0.0,I looked around the site but couldn't find it — how to submit report after a club event?,"After conducting an online event or offline event, a report on the event with details needs to be submitted to <student_org@bracu.ac.bd> within 7 working days. Without the report, future proposals will not be accepted and approved.

• The report must contain a minimum of 500 words to a maximum of 1000 words with detailed activities, discussion, social impact, and outcome. If you get any media, coverage please provide the link.

• The social media data must be included in the report such as the number of attendees, likes, shares, views, and comments. For the best accuracy please collect this information immediately after the event is completed.

• After receiving and reviewing the appropriate report, we will complete the event or online program. Without completing one program, student organizations will not allow moving to other events.","Question: I looked around the site but couldn't find it — how to submit report after a club event?
Answer: After conducting an online event or offline event, a report on the event with details needs to be submitted to <student_org@bracu.ac.bd> within 7 working days. Without the report, future proposals will not be accepted and approved.

• The report must contain a minimum of 500 words to a maximum of 1000 words with detailed activities, discussion, social impact, and outcome. If you get any media, coverage please provide the link.

• The social media data must be included in the report such as the number of attendees, likes, shares, views, and comments. For the best accuracy please collect this information immediately after the event is completed.

• After receiving and reviewing the appropriate report, we will complete the event or online program. Without completing one program, student organizations will not allow moving to other events.

Question: How to submit report after a club event?
Answer: After conducting an online event or offline event, a report on the event with details needs to be submitted to <student_org@bracu.ac.bd> within 7 working days. Without the report, future proposals will not be accepted and approved.

• The report must contain a minimum of 500 words to a maximum of 1000 words with detailed activities, discussion, social impact, and outcome. If you get any media, coverage please provide the link.

• The social media data must be included in the report such as the number of attendees, likes, shares, views, and comments. For the best accuracy please collect this information immediately after the event is completed.

• After receiving and reviewing the appropriate report, we will complete the event or online program. Without completing one program, student organizations will not allow moving to other events.

Question: Hey, how to submit report after a club event?
Answer: After conducting an online event or offline event, a report on the event with details needs to be submitted to <student_org@bracu.ac.bd> within 7 working days. Without the report, future proposals will not be accepted and approved.

• The report must contain a minimum of 500 words to a maximum of 1000 words with detailed activities, discussion, social impact, and outcome. If you get any media, coverage please provide the link.

• The social media data must be included in the report such as the number of attendees, likes, shares, views, and comments. For the best accuracy please collect this information immediately after the event is completed.

• After receiving and reviewing the appropriate report, we will complete the event or online program. Without completing one program, student organizations will not allow moving to other events.

Question (Banglish): Club event er por report kivabe submit korbo?
Answer (English): After conducting an online event or offline event, a report on the event with details needs to be submitted to <student_org@bracu.ac.bd> within 7 working days. Without the report, future proposals will not be accepted and approved.

• The report must contain a minimum of 500 words to a maximum of 1000 words with detailed activities, discussion, social impact, and outcome. If you get any media, coverage please provide the link.

• The social media data must be included in the report such as the number of attendees, likes, shares, views, and comments. For the best accuracy please collect this information immediately after the event is completed.

• After receiving and reviewing the appropriate report, we will complete the event or online program. Without completing one program, student organizations will not allow moving to other events.

Question: No idea if this is written down anywhere — by when must all reports be submitted?
Answer: Within the deadline declared in the running semester.","To submit a report after a club event, you need to send an email with details of the event to <student_org@bracu.ac.bd> within 7 working days. The report should be between 500 and 1000 words long, including detailed activities, discussion, social impact, outcome, and social media data such as number of attendees, likes, shares, views, and comments.",0.0275,12.8181,12.8455,2026-07-27T14:13:23.204777+00:00,0.0062,0.8,"SCORE: 0.8 | REASON: The answer partially supports the context, as it correctly states that reports should be submitted within 7 working days and include social media data, but omits some details such as providing a link for media coverage and completing one program before moving to other events.",baselines,,,,,,,,,,,0.04185762256383896
Q183,vector_only,0.0,Which room is Mr. Md. Tawhid Anwar in?,Mr. Md. Tawhid Anwar is in room 4G03.,"Question: Where's the male prayer room?
Answer: The male prayer room is on the 6th floor (ZONE-H).

Question (Banglish): Male prayer room ta kothay?
Answer (English): The male prayer room is on the 6th floor (ZONE-H).

Question: Which rooms are lecture theatres?
Answer: Lecture theatres are located on the 9th floor.

Question (Banglish): Central Control Room kothay obosthito?
Answer (English): Ground Floor, Beside the Lift Lobby

Question (Banglish): Central Control Room er pashe ki obosthito?
Answer (English): The Central Control Room is located beside the Lift Lobby on the Ground Floor.","Unfortunately, I do not have enough information to answer your question about which room Mr. Md. Tawhid Anwar is in.",0.021,5.2912,5.3123,2026-07-27T14:23:51.515564+00:00,0.0259,0.5,"SCORE: 0.5 | REASON: Only two out of four factual claims are supported by the context. 

The two supported claims are:
- The male prayer room is on the 6th floor (ZONE-H).
- Lecture theatres are located on the 9th floor.

The two unsupported claims are:
- The Central Control Room is beside the Lift Lobby on the Ground Floor.
- Mr. Md. Tawhid Anwar's location is unknown, but this is not a factual claim about the building's layout.",baselines,,,,,,,,,,,0.047172848135232925
Q166,vector_only,0.0,Who teaches the lab section of CSE321-18?,"The lab section of CSE321-18 is taught by TNF,SVKG.","Question (Banglish): CSE Lab gula kothay obosthito?
Answer (English): CSE Labs are located on the 8th, 9th, 10th, 11th and 12th Floor.

Question (Banglish): Learning Labs ar Classroom gula kothay obosthito?
Answer (English): Learning Labs/Classrooms are located on the 7th, 8th, 9th, 10th, 11th, and 12th Floors.

Course: CSE103
First Lab Coordinator: RBR
Second Lab Coordinator: SLAR
Lab Coordinator Email: rakin.rabbani@bracu.ac.bd,ext.sadiul.rafi@bracu.ac.bd

Course: CSE260
First Theory Coordinator: DZK
Theory Coordinator Email: ziaul.karim@bracu.ac.bd
First Lab Coordinator: DZK
Second Lab Coordinator: PBK
Lab Coordinator Email: ziaul.karim@bracu.ac.bd,partha.bhoumik@bracu.ac.bd

Course: CSE111
First Theory Coordinator: TAW
Theory Coordinator Email: tawhid.anwar@bracu.ac.bd
First Lab Coordinator: KNI
Second Lab Coordinator: ADU
Lab Coordinator Email: nazia.iqbal@bracu.ac.bd,ahmed.ruhan@bracu.ac.bd","Unfortunately, there is no information in the retrieved context about who teaches the lab section of CSE321-18.",0.02,4.9826,5.0026,2026-07-27T14:22:21.015649+00:00,0.0398,0.5,"SCORE: 0.5 | REASON: The answer partially supports the context as it correctly states the location of CSE Labs and Learning Labs/Classrooms but fails to provide information about who teaches the lab section of CSE321-18, which is not mentioned in the context.",baselines,,,,,,,,,,,0.0021458282135427
Q079,vector_only,0.0,What steps do I need to follow to access the Prayer Room for females?,The Prayer Room is located in front of the indoor Multipurpose Hall and on 6th floor(ZONE-H),"Question: What steps do I need to follow to access the Prayer Room for females?
Answer: The Prayer Room is located in front of the indoor Multipurpose Hall and on 6th floor(ZONE-H)

Question: How can I access the Prayer Room for females?
Answer: The Prayer Room is located in front of the indoor Multipurpose Hall and on 6th floor(ZONE-H)

Question: Where can I find the Prayer Room for females?
Answer: In front of the indoor (Multipurpose Hall) and also on 6th floor(ZONE-H).

Question (Banglish): Female der Prayer Room ami kivabe access korbo?
Answer (English): The Prayer Room is located in front of the indoor Multipurpose Hall and on 6th floor(ZONE-H)

Question: Where's the female prayer room?
Answer: The female prayer room is located on the ground floor near reception and also another one on 6th floor.(ZONE-H).","The steps you need to follow to access the Prayer Room for females are not explicitly stated in the retrieved context, but it can be inferred that you should go to either the location on the ground floor near reception or the one on 6th floor (ZONE-H).",0.023,7.7527,7.7757,2026-07-27T14:14:53.231831+00:00,0.0994,0.5,"SCORE: 0.5 | REASON: The answer partially matches the context, but incorrectly states that the Prayer Room is on both the ground floor and 6th floor, when in fact it's only mentioned to be on the 6th floor (ZONE-H) in two of the contexts.",baselines,,,,,,,,,,,0.2906200885772705
Q187,vector_only,0.0,What is FEK's designation?,Farden Ehsan Khan (FEK) is a Lecturer.,"Initial: FEK
Name: Farden Ehsan Khan
Day: Thursday
Scheduled commitments (classes/labs/breaks, not availability): 9:30 AM - Consultation By Appointment; 11:00 AM - CSE370-02 (LAB) FEK,MAU 12F-30L; 12:30 PM - CSE370-02 (LAB) FEK,MAU 12F-30L; 2:00 PM - CSE370-05 (LAB) FEK,MRIA 12F-30L; 3:30 PM - CSE370-05 (LAB) FEK,MRIA 12F-30L

Initial: FEK
Name: Farden Ehsan Khan
Day: Sunday
Scheduled commitments (classes/labs/breaks, not availability): 9:30 AM - Consultation By Appointment; 11:00 AM - CSE370-07 07D-20C; 12:30 PM - Consultation; 2:00 PM - CSE370-05 09A-05C

Initial: MHSK
Name: Maharin Mosfakin
Designation: C. Lecturer
Status: Contractual
Room: 4F
Email: ext.maharin.mosfakin@bracu.ac.bd

Initial: FEK
Name: Farden Ehsan Khan
Day: Tuesday
Scheduled commitments (classes/labs/breaks, not availability): 9:30 AM - Consultation By Appointment; 11:00 AM - CSE370-07 07D-20C; 12:30 PM - Consultation; 2:00 PM - CSE370-05 09A-05C

Initial: FEK
Name: Farden Ehsan Khan
Designation: Lecturer
Status: Full Time
Room: 4M117
Email: farden.khan@bracu.ac.bd",FEK's designation is Lecturer.,0.0157,3.7123,3.728,2026-07-27T14:24:08.577130+00:00,0.0357,1.0,SCORE: 1.0 | REASON: The CONTEXT supports that FEK's designation is Lecturer as it explicitly states so in one of its initial entries.,baselines,,,,,,,,,,,0.22246314585208893
Q178,vector_only,0.0,Who teaches the lab section of CSE423-05?,"The lab section of CSE423-05 is taught by MAHS,ZLNM.","Question (Banglish): CSE Lab gula kothay obosthito?
Answer (English): CSE Labs are located on the 8th, 9th, 10th, 11th and 12th Floor.

Question (Banglish): Learning Labs ar Classroom gula kothay obosthito?
Answer (English): Learning Labs/Classrooms are located on the 7th, 8th, 9th, 10th, 11th, and 12th Floors.

Course: CSE103
First Lab Coordinator: RBR
Second Lab Coordinator: SLAR
Lab Coordinator Email: rakin.rabbani@bracu.ac.bd,ext.sadiul.rafi@bracu.ac.bd

Course: CSE260
First Theory Coordinator: DZK
Theory Coordinator Email: ziaul.karim@bracu.ac.bd
First Lab Coordinator: DZK
Second Lab Coordinator: PBK
Lab Coordinator Email: ziaul.karim@bracu.ac.bd,partha.bhoumik@bracu.ac.bd

Course: CSE111
First Theory Coordinator: TAW
Theory Coordinator Email: tawhid.anwar@bracu.ac.bd
First Lab Coordinator: KNI
Second Lab Coordinator: ADU
Lab Coordinator Email: nazia.iqbal@bracu.ac.bd,ahmed.ruhan@bracu.ac.bd","Unfortunately, I do not have enough information to answer your question. The retrieved context does not mention CSE423 or its instructors.",0.021,5.5347,5.5558,2026-07-27T14:23:26.238087+00:00,0.0138,0.5,SCORE: 0.5 | REASON: The answer partially matches the context as it mentions some lab locations but not others and also does not mention CSE423 or its instructors.,baselines,,,,,,,,,,,0.010827002115547657
Q057,vector_only,0.0,Who must participate in the Wishlist event?,"All undergraduate students attending upcoming, excluding RS-eligible students and LLB, PHR students","Question: Who must participate in the Wishlist event?
Answer: All undergraduate students attending upcoming, excluding RS-eligible students and LLB, PHR students

Question: Which group of students is not required to participate in the Wishlist event?
Answer: Students who are eligible for residential semester in the upcoming semester.

Question (Banglish): Kon group er student der Wishlist event e participate korar requirement nei?
Answer (English): Students who are eligible for residential semester in the upcoming semester.

Question (Banglish): Ke Wishlist event e participate korte hobe?
Answer (English): All undergraduate students attending upcoming, excluding RS-eligible students and LLB, PHR students

Question (Banglish): Wishlist event e participation kora keno eto important, seta ektu bujhiye bolben?
Answer (English): Course offerings will be based on student demand collected from Wishlist submissions","All undergraduate students attending upcoming, excluding RS-eligible students and LLB, PHR students.",0.0227,4.8232,4.846,2026-07-27T14:11:42.952799+00:00,0.0908,0.75,"SCORE: 0.75 | REASON: Three out of four individual factual claims are supported by the context. 

Here's how I broke down the answer into its individual claims and checked their support in the context:

1. ""All undergraduate students attending upcoming"" is supported, as it appears in multiple questions.
2. ""excluding RS-eligible students"" is partially supported; while this phrase is mentioned, the specific exclusion of LLB and PHR students is not justified by the context.
3. ""and LLB, PHR students"" is not supported; there's no mention of these groups being excluded from participating in the Wishlist event.
4. The fourth claim (""Course offerings will be based on student demand collected from Wishlist submissions"") is not directly related to who must participate in the Wishlist event and thus doesn't affect the overall score.

The final answer is: SCORE: 0.75 | REASON: Three out of four individual factual claims are supported by the context.",baselines,,,,,,,,,,,0.01958099752664566
Q153,vector_only,0.0,What day and time is the theory class for CSE460-03?,The theory class for CSE460-03 is on SAT+THU at 12:30 PM in room 07H-26C.,"Course: CSE340-18
Theory Initial: THR
Theory Day: SUN+TUE
Theory Time: 9:30 AM
Theory Room: 09H-35C

Course: CSE340-13
Theory Initial: PBK
Theory Day: MON+WED
Theory Time: 8:00 AM
Theory Room: 08H-22C

Course: CSE340-11
Theory Initial: RDW
Theory Day: SUN+TUE
Theory Time: 8:00 AM
Theory Room: 09A-03C

Course: CSE340-12
Theory Initial: RDW
Theory Day: SUN+TUE
Theory Time: 9:30 AM
Theory Room: 09A-03C

Course: CSE425-04
Theory Initial: RRH
Theory Day: MON+WED
Theory Time: 3:30 PM
Theory Room: 09E-20T","I'm unable to answer that question as there is no information in the retrieved context about a course called ""CSE460-03"".",0.0216,5.2316,5.2532,2026-07-27T14:21:17.159328+00:00,0.0036,0.0,"To calculate the score, I'll decompose the ANSWER into individual factual claims and check which ones are supported by the CONTEXT.

The ANSWER implies that there is no information about a course called ""CSE460-03"" in the retrieved context. This claim is indeed not supported by the CONTEXT because ""CSE460-03"" does not appear anywhere in it.

Since only one out of one claim is unsupported, the score will be 0.0 (no claims are supported).

SCORE: 0.0 | REASON: The ANSWER's claim about a missing course (""CSE460-03"") is not supported by the CONTEXT.",baselines,,,,,,,,,,,0.002618984552100301
