orig_id,para_id,category,split,orig_question,para_question,found_original_chunk_top5,rank_of_original_chunk,found_any_correct_answer_top5
1703,1680,TARC/RS (Residential Semester),test,I already did ENG102 in Badda campus which course I will be given in TARC?,For a friend who's asking — I already did ENG102 in Badda campus which course I will be given in TARC?,True,2.0,True
1703,1738,TARC/RS (Residential Semester),test,I already did ENG102 in Badda campus which course I will be given in TARC?,"New student here, I already did ENG102 in Badda campus which course I will be given in TARC?",True,3.0,True
1703,1752,TARC/RS (Residential Semester),test,I already did ENG102 in Badda campus which course I will be given in TARC?,One thing I couldn't find anywhere: I already did ENG102 in Badda campus which course I will be given in TARC?,True,3.0,True
1780,1672,TARC/RS (Residential Semester),test,What amenities and facilities are provided for students at TARC?,Curious about something: what amenities and facilities are provided for students at TARC?,True,2.0,True
1780,1684,TARC/RS (Residential Semester),test,What amenities and facilities are provided for students at TARC?,For a friend who's asking — what amenities and facilities are provided for students at TARC?,True,1.0,True
1780,1758,TARC/RS (Residential Semester),test,What amenities and facilities are provided for students at TARC?,Quick question — what amenities and facilities are provided for students at TARC?,True,1.0,True
1781,1655,TARC/RS (Residential Semester),test,What are the consequences of violating TARC rules and regulations?,Before I forget to ask — what are the consequences of violating TARC rules and regulations?,True,1.0,True
1781,1666,TARC/RS (Residential Semester),test,What are the consequences of violating TARC rules and regulations?,Can you tell me what the consequences of violating TARC rules and regulations are?,True,2.0,True
1781,1724,TARC/RS (Residential Semester),test,What are the consequences of violating TARC rules and regulations?,"Just wondering, what are the consequences of violating TARC rules and regulations?",True,1.0,True
1784,1670,TARC/RS (Residential Semester),val,What are the rules and regulations students must follow while at TARC?,Can you tell me what the rules and regulations students must follow while at TARC are?,True,4.0,True
1784,1673,TARC/RS (Residential Semester),val,What are the rules and regulations students must follow while at TARC?,Curious about something: what are the rules and regulations students must follow while at TARC?,True,4.0,True
1784,1685,TARC/RS (Residential Semester),val,What are the rules and regulations students must follow while at TARC?,For a friend who's asking — what are the rules and regulations students must follow while at TARC?,True,3.0,True
1790,1733,TARC/RS (Residential Semester),val,What types of accommodation are available at TARC?,"Kind of urgent, but what types of accommodation are available at TARC?",True,1.0,True
1790,1742,TARC/RS (Residential Semester),val,What types of accommodation are available at TARC?,"New student here, what types of accommodation are available at TARC?",True,3.0,True
1850,1832,Technical Support,val,How do I change my BRACU G Suite email password?,"Hey, how do I change my BRACU G Suite email password?",True,1.0,True
1850,1922,Technical Support,val,How do I change my BRACU G Suite email password?,"This might be a silly question, but how do I change my BRACU G Suite email password?",True,1.0,True
1850,1941,Technical Support,val,How do I change my BRACU G Suite email password?,What's the process to change my BRACU G Suite email password?,True,2.0,True
1861,1864,Technical Support,val,I forgot my BRACU Wi-fi password. How can I reset it?,I looked around the site but couldn't find it — I forgot my BRACU Wi-fi password. How can I reset it?,True,1.0,True
1861,1884,Technical Support,val,I forgot my BRACU Wi-fi password. How can I reset it?,"New student here, I forgot my BRACU Wi-fi password. How can I reset it?",True,2.0,True
1861,1895,Technical Support,val,I forgot my BRACU Wi-fi password. How can I reset it?,No idea if this is written down anywhere — I forgot my BRACU Wi-fi password. How can I reset it?,True,2.0,True
1873,1819,Technical Support,val,Is Connect the same system some older BRACU documents refer to as USIS?,Curious about something: is Connect the same system some older BRACU documents refer to as USIS?,True,2.0,True
1873,1836,Technical Support,val,Is Connect the same system some older BRACU documents refer to as USIS?,"Hey, is Connect the same system some older BRACU documents refer to as USIS?",True,1.0,True
1873,1885,Technical Support,val,Is Connect the same system some older BRACU documents refer to as USIS?,"New student here, is Connect the same system some older BRACU documents refer to as USIS?",True,3.0,True
1929,1814,Technical Support,val,What is Moodle/Courseware used for at BRAC University?,Can you tell me what Moodle/Courseware used for at BRAC University is?,True,3.0,True
1929,1888,Technical Support,val,What is Moodle/Courseware used for at BRAC University?,"New student here, what is Moodle/Courseware used for at BRAC University?",True,2.0,True
1929,1912,Technical Support,val,What is Moodle/Courseware used for at BRAC University?,"Random question, what is Moodle/Courseware used for at BRAC University?",True,2.0,True
1931,1889,Technical Support,test,"What platform is buX built on, and when was it launched?","New student here, what platform is buX built on, and when was it launched?",True,3.0,True
1931,1913,Technical Support,test,"What platform is buX built on, and when was it launched?","Random question, what platform is buX built on, and when was it launched?",True,2.0,True
1931,1918,Technical Support,test,"What platform is buX built on, and when was it launched?","Sorry if this was already answered, but what platform is buX built on, and when was it launched?",True,1.0,True
1934,1881,Technical Support,test,What should I do if I can’t log in to a lab PC?,"Kind of urgent, but what should I do if I can’t log in to a lab PC?",True,1.0,True
1934,1908,Technical Support,test,What should I do if I can’t log in to a lab PC?,Quick question — what should I do if I can’t log in to a lab PC?,True,3.0,True
1934,1924,Technical Support,test,What should I do if I can’t log in to a lab PC?,"This might be a silly question, but what should I do if I can’t log in to a lab PC?",True,1.0,True
1939,1812,Technical Support,test,What was BRAC University's student system called before it became 'Connect'?,Can you tell me what BRAC University's student system called before it became 'Connect' was?,True,4.0,True
1939,1846,Technical Support,test,What was BRAC University's student system called before it became 'Connect'?,"Hi, what was BRAC University's student system called before it became 'Connect'?",True,3.0,True
1939,1876,Technical Support,test,What was BRAC University's student system called before it became 'Connect'?,"Just wondering, what was BRAC University's student system called before it became 'Connect'?",True,3.0,True
1953,2031,Thesis and Internship,test,Are surveys acceptable for thesis papers if data is converted to usable datasets?,"Just wondering, are surveys acceptable for thesis papers if data is converted to usable datasets?",True,1.0,True
1957,2063,Thesis and Internship,test,Can a group split up mid-way through a thesis if members disagree on direction?,"Random question, can a group split up mid-way through a thesis if members disagree on direction?",True,2.0,True
1987,1952,Thesis and Internship,val,Do students need to re-register for Pre-Thesis 2 or continue from Pre-Thesis 1?,Are students required to need to re-register for Pre-Thesis 2 or continue from Pre-Thesis 1?,True,2.0,True
1987,2065,Thesis and Internship,val,Do students need to re-register for Pre-Thesis 2 or continue from Pre-Thesis 1?,"Sorry if this was already answered, but is it necessary to register again for Pre-Thesis 2 or other phases of the thesis if already registered for Pre-Thesis 1?",True,4.0,True
1993,2000,Thesis and Internship,test,"Does every undergraduate program require a thesis, or can students choose a project/internship instead?","Hi, does every undergraduate program require a thesis, or can students choose a project/internship instead?",True,1.0,True
2005,2054,Thesis and Internship,val,How do I contact a specific supervisor or get his Thesis Slot on topic selection?,"Not sure if this is covered elsewhere, but how do I contact a specific supervisor or get his Thesis Slot on topic selection?",True,1.0,True
2005,2096,Thesis and Internship,val,How do I contact a specific supervisor or get his Thesis Slot on topic selection?,What's the process to contact a specific supervisor or get his Thesis Slot on topic selection?,True,2.0,True
2013,2038,Thesis and Internship,val,How much is deducted for requesting new members after Pre-Thesis I?,"Kind of urgent, but how much is deducted for requesting new members after Pre-Thesis I?",True,2.0,True
2028,1952,Thesis and Internship,val,Is it necessary to register again for Pre-Thesis 2 or other phases of the thesis if already registered for Pre-Thesis 1?,Are students required to need to re-register for Pre-Thesis 2 or continue from Pre-Thesis 1?,True,5.0,True
2028,2065,Thesis and Internship,val,Is it necessary to register again for Pre-Thesis 2 or other phases of the thesis if already registered for Pre-Thesis 1?,"Sorry if this was already answered, but is it necessary to register again for Pre-Thesis 2 or other phases of the thesis if already registered for Pre-Thesis 1?",True,1.0,True
2030,2003,Thesis and Internship,val,Is it possible to do more than one thesis before graduation?,"Hi, is it possible to do more than one thesis before graduation?",True,1.0,True
2030,2050,Thesis and Internship,val,Is it possible to do more than one thesis before graduation?,No idea if this is written down anywhere — is it possible to do more than one thesis before graduation?,True,2.0,True
2074,1984,Thesis and Internship,val,What happens if a thesis defense is deferred—does the student need to retake CSE400?,Curious about something: what happens if a thesis defense is deferred—does the student need to retake CSE400?,True,2.0,True
2076,1967,Thesis and Internship,test,What is required for a student to apply for an internship?,Can you tell me what required for a student to apply for an internship is?,True,2.0,True
2078,1964,Thesis and Internship,test,What is the CGPA requirement for eligibility to start a thesis?,Can someone help — what is the CGPA requirement for eligibility to start a thesis?,True,1.0,True
2078,1969,Thesis and Internship,test,What is the CGPA requirement for eligibility to start a thesis?,Can you tell me what the CGPA requirement for eligibility to start a thesis is?,True,2.0,True
2079,1971,Thesis and Internship,test,What is the deadline to change the thesis title before the final defense?,Can you tell me what the deadline to change the thesis title before the final defense is?,True,2.0,True
2083,1975,Thesis and Internship,test,What is the minimum and maximum number of group members for a thesis/project?,Can you tell me what the minimum and maximum number of group members for a thesis/project is?,True,2.0,True
2091,1965,Thesis and Internship,val,What is the submission deadline for P1 or P2? Is there a poster presentation for Pre-2?,"Can someone help — what is the submission deadline for P1 or P2, Is there a poster presentation for Pre-2?",True,2.0,True
2091,2058,Thesis and Internship,val,What is the submission deadline for P1 or P2? Is there a poster presentation for Pre-2?,"One thing I couldn't find anywhere: what is the submission deadline for P1 or P2, Is there a poster presentation for Pre-2?",True,3.0,True
2247,2302,University Facts & Governance,val,Did BRAC Onnesha win any awards?,Does anyone know if BRAC Onnesha received any recognition or accolades?,False,,True
2247,2303,University Facts & Governance,test,Did BRAC Onnesha win any awards?,I was wondering if I'll remember to ask this before leaving - can you tell me about any notable recognitions or accolades received by BRAC Onnesha?,False,,True
2278,2362,University Facts & Governance,val,Roughly how many students and academic staff does BRAC University have?,Can you give me an idea of how big the student body and faculty size are at BRAC University?,True,5.0,True
2278,2363,University Facts & Governance,test,Roughly how many students and academic staff does BRAC University have?,What's the approximate headcount of students and faculty members at BRAC University?,False,,True
2281,2314,University Facts & Governance,val,What academic accreditations and affiliations does BRAC University hold?,Are there any other organizations besides the University Grants Commission (UGC) and the Bar Council that BRAC University has formal connections with through accreditation or affiliation agreements?,False,,True
2281,2315,University Facts & Governance,test,What academic accreditations and affiliations does BRAC University hold?,"What other organizations, aside from UGC and the Bar Council, recognize BRAC University as a legitimate educational institution?",False,,True
2282,2240,University Facts & Governance,test,What are BRAC University's official colours?,Can you tell me what BRAC University's official colours are?,True,3.0,True
2282,2252,University Facts & Governance,test,What are BRAC University's official colours?,I looked around the site but couldn't find it — what are BRAC University's official colours?,True,1.0,True
2282,2257,University Facts & Governance,test,What are BRAC University's official colours?,"I wanted to ask, what are BRAC University's official colours?",True,2.0,True
2282,2326,University Facts & Governance,val,What are BRAC University's official colours?,What are the colors that BRAC University uses as its logo and branding identity?,False,,True
2283,2307,University Facts & Governance,test,"What is BRAC University's Board of Trustees, and how many members does it have?",Can you tell me about the people in charge at BRAC University - who are they and how big is the team?,False,,True
2283,2306,University Facts & Governance,val,"What is BRAC University's Board of Trustees, and how many members does it have?",Can you tell me about the people who are in charge at Brac University and roughly how many there are?,False,,True
2284,2330,University Facts & Governance,val,What is BRAC University's official motto?,What is the slogan or catchphrase that BRAC University uses to represent its values and mission?,False,,True
2284,2331,University Facts & Governance,test,What is BRAC University's official motto?,What is the slogan or catchphrase that's officially used by Brac University?,False,,True
2285,2310,University Facts & Governance,val,"What is BRACU Dichari, and what has the team achieved?",I was wondering if you could tell me about this project called BRACU Dichari that's been going on – can you give an update on what they've managed to accomplish so far?,False,,True
2285,2311,University Facts & Governance,test,"What is BRACU Dichari, and what has the team achieved?",I'm trying to get a sense of this BRACU project at Dichari - can you tell me a bit about it and what kind of results the researchers have gotten so far?,False,,True
2286,2318,University Facts & Governance,val,What is the Academic Council responsible for?,I'm looking for information on how the Academic Council fits into our university's governance structure – what are its main areas of responsibility?,True,4.0,True
2286,2319,University Facts & Governance,test,What is the Academic Council responsible for?,What's the role of the Academic Council in university decision-making and policy-making processes?,False,,True
2287,2243,University Facts & Governance,test,What is the Syndicate at BRAC University?,Can you tell me what the Syndicate at BRAC University is?,True,3.0,True
2287,2258,University Facts & Governance,test,What is the Syndicate at BRAC University?,"I wanted to ask, what is the Syndicate at BRAC University?",True,3.0,True
2287,2334,University Facts & Governance,val,What is the Syndicate at BRAC University?,Is there a specific student organization or club at BRAC University that's called The Syndicate that I should know about?,True,5.0,True
2288,2354,University Facts & Governance,val,What notable project have BRAC University EEE alumni been involved in?,I checked out the university's website but I still can't seem to track down any information on a significant project that current or past graduates from the EEE department at BRAC University have worked on.,False,,True
2288,2355,University Facts & Governance,test,What notable project have BRAC University EEE alumni been involved in?,I'm trying to figure out what's considered one of the most impressive projects that a former student from the EEE department at BRAC University has worked on.,False,,True
2289,2359,University Facts & Governance,test,"What orbit did BRAC Onnesha operate in, and what was it capable of?",I'm having trouble tracking down some info on BRAC Onnesha - can you tell me its orbital path and what kind of missions it handled?,False,,True
2289,2358,University Facts & Governance,val,"What orbit did BRAC Onnesha operate in, and what was it capable of?",I've searched the website but can't seem to track down that info – does anyone know what orbital range BRAC Onnesha worked within and what kind of tasks it could accomplish?,False,,True
2290,2322,University Facts & Governance,val,"What was BRAC Onnesha, and why is it significant for BRAC University?",I'm trying to understand more about the Onnesha initiative at BRAC University - can you tell me a bit about its background and importance to the university's mission?,False,,True
2290,2323,University Facts & Governance,test,"What was BRAC Onnesha, and why is it significant for BRAC University?","What's the story behind BRAC Onnesha, and how does its history relate to BRAC University's mission?",False,,True
2291,2347,University Facts & Governance,test,When and how was BRAC Onnesha launched into space?,"Can you tell me more about the launch details of the BRAC Onnesha mission, including the date it went up and what exactly that entailed?",False,,True
2291,2346,University Facts & Governance,val,When and how was BRAC Onnesha launched into space?,I'm trying to find out more about the launch details of BRAC Onnesha - specifically what dates it went up and how exactly that happened.,False,,True
2292,2370,University Facts & Governance,val,When was BRAC University established and who founded it?,"I'm new to BRAC University, can you tell me what year it started up and who actually set it all in motion?",False,,True
2292,2265,University Facts & Governance,test,When was BRAC University established and who founded it?,"New student here, when was BRAC University established and who founded it?",True,3.0,True
2292,2274,University Facts & Governance,test,When was BRAC University established and who founded it?,Quick question — when was BRAC University established and who founded it?,True,2.0,True
2295,2339,University Facts & Governance,test,Who is the current Chancellor of BRAC University?,What is the name of the current head of administration at BRAC University?,False,,True
2295,2338,University Facts & Governance,val,Who is the current Chancellor of BRAC University?,What is the name of the person serving as the chancellor for BRAC University right now?,False,,True
2296,2343,University Facts & Governance,test,Who is the current Vice-Chancellor of BRAC University?,"I'm trying to find out who the head of administration is at BRAC University right now, can you give me that person's name?",False,,True
2296,2342,University Facts & Governance,val,Who is the current Vice-Chancellor of BRAC University?,What is the name of the person currently holding the position of Vice Chancellor at BRAC University?,False,,True
2297,2366,University Facts & Governance,val,Who was BRAC University's first Vice-Chancellor?,Can you tell me the name of the person who held the position of Vice-Chancellor at BRAC University when it first started?,False,,True
2297,2367,University Facts & Governance,test,Who was BRAC University's first Vice-Chancellor?,Can you tell me who held the position of Vice-Chancellor at BRAC University right from its inception?,False,,True
