query_id,config,query,reference_answer,retrieved_context,generated_answer,route,fusion,lambda,abstained,graph_augmented,retrieval_s,rerank_s,generation_s,total_s,timestamp,query_confidence,bleu,rougeL,meteor,bertscore
Q069,adaptive_novel,I'm an EEE student minoring in Physics. Do I need to separately meet the Physics minor's prerequisites even though I'm not a Physics major?,"Yes - BRACU's Minor in Physics has its own defined set of required courses and prerequisites, separate from your EEE major requirements, open to students from other departments as long as they meet those specific prerequisites. Being an EEE major doesn't automatically satisfy the Physics minor's course requirements; you'd need to check and fulfill them independently.","Question: I'm an EEE student minoring in Physics. Do I need to separately meet the Physics minor's prerequisites even though I'm not a Physics major?
Answer: Yes - BRACU's Minor in Physics has its own defined set of required courses and prerequisites, separate from your EEE major requirements, open to students from other departments as long as they meet those specific prerequisites. Being an EEE major doesn't automatically satisfy the Physics minor's course requirements; you'd need to check and 

Question: Can students minor in EEE if it's not their major department?
Answer: Yes, BRAC University offers a Minor in EEE with its own defined set of required courses and prerequisites (such as Electrical Circuits I & II and Electronic Circuits I & II), open to students from other departments who meet the prerequisites.

Question (Banglish): Major department na hole o student ra ki EEE te minor korte pare?
Answer (English): Yes, BRAC University offers a Minor in EEE with its own defined set of required courses and prerequisites (such as Electrical Circuits I & II and Electronic Circuits I & II), open to students from other departments who meet the prerequisites.

Question: New student here, can students minor in Physics, Mathematics, Biotechnology, or Microbiology even if it's not their major?
Answer: Yes, BRAC University offers formal Minor programs in Physics, Mathematics, Biotechnology, and Microbiology, each with a specific set of required courses, open to students from other majors who meet the prerequisites.

Question: Can students minor in Physics, Mathematics, Biotechnology, or Microbiology even if it's not their major?
Answer: Yes, BRAC University offers formal Minor programs in Physics, Mathematics, Biotechnology, and Microbiology, each with a specific set of required courses, open to students from other majors who meet the prerequisites.","Yes - BRACU's Minor in Physics has its own defined set of required courses and prerequisites, separate from your EEE major requirements, open to students from other departments as long as they meet those specific prerequisites. Being an EEE major doesn't automatically satisfy the Physics minor's course requirements; you'd need to check and see if you have already fulfilled them or complete any missing requirements.",open_ended,linear,0.5,False,False,0.0413,0.238,11.3705,11.6499,2026-07-26T18:00:58.486386+00:00,0.3589,0.8272877527000569,0.9133858267716536,0.9698180689254552,0.9836653470993042
Q070,adaptive_novel,"Hey, what's the exchange rate between USD and BDT today?",Live financial data isn't something I have access to - this is built around BRAC University information. A currency converter or bank site would have the current rate.,"Question: Hey, what's the exchange rate between USD and BDT today?
Answer: Live financial data isn't something I have access to - this is built around BRAC University information. A currency converter or bank site would have the current rate.

Question: What's the exchange rate between USD and BDT today?
Answer: Live financial data isn't something I have access to - this is built around BRAC University information. A currency converter or bank site would have the current rate.

Question (Banglish): Aj USD ar BDT er exchange rate koto?
Answer (English): Live financial data isn't something I have access to - this is built around BRAC University information. A currency converter or bank site would have the current rate.

Question: What is the fare for a round trip on most routes?
Answer: BDT 200 per round trip.

Question: What is the fare for a single trip on most routes?
Answer: On most routes, a single trip costs BDT 100.",Live financial data isn't something I have access to - this is built around BRAC University information. A currency converter or bank site would have the current rate.,open_ended,linear,0.5,False,False,0.0267,0.1039,5.9583,6.0889,2026-07-26T18:01:04.576402+00:00,0.054,1.0,1.0,0.9999832164076399,1.0
Q071,adaptive_novel,What are BRAC University's official colours?,"BRAC University's official colours are blue, black, and gray.","Question: What are BRAC University's official colours?
Answer: BRAC University's official colours are blue, black, and gray.

Question: Can you tell me what BRAC University's official colours are?
Answer: BRAC University's official colours are blue, black, and gray.

Question: I wanted to ask, what are BRAC University's official colours?
Answer: BRAC University's official colours are blue, black, and gray.

Question: I looked around the site but couldn't find it — what are BRAC University's official colours?
Answer: BRAC University's official colours are blue, black, and gray.

Question (Banglish): BRAC University er official colour gula ki?
Answer (English): BRAC University's official colours are blue, black, and gray.",I don't have reliable information retrieved for this question. Please check with your academic advisor or BRAC University's official resources rather than relying on a guess here.,open_ended,linear,0.5,True,False,0.0209,0.1052,0.0,0.1261,2026-07-26T18:01:04.702905+00:00,0.0028,0.07939087147543496,0.20512820512820515,0.327027027027027,0.8568748235702515
Q072,adaptive_novel,"This might be a silly question, but what happens to an international student's scholarship if they fail a subject?","If a student fails (gets an F in) any subject in a semester, they will not be considered for a tuition fee waiver for the following two semesters, though they may reapply from the third semester onward if eligibility is regained (rules vary slightly by scholarship type).","Question: This might be a silly question, but what happens to an international student's scholarship if they fail a subject?
Answer: If a student fails (gets an F in) any subject in a semester, they will not be considered for a tuition fee waiver for the following two semesters, though they may reapply from the third semester onward if eligibility is regained (rules vary slightly by scholarship type).

Question: Kind of urgent, but what happens to an international student's scholarship if they fail a subject?
Answer: If a student fails (gets an F in) any subject in a semester, they will not be considered for a tuition fee waiver for the following two semesters, though they may reapply from the third semester onward if eligibility is regained (rules vary slightly by scholarship type).

Question: What happens to an international student's scholarship if they fail a subject?
Answer: If a student fails (gets an F in) any subject in a semester, they will not be considered for a tuition fee waiver for the following two semesters, though they may reapply from the third semester onward if eligibility is regained (rules vary slightly by scholarship type).

Question: Hi, what happens to an international student's scholarship if they fail a subject?
Answer: If a student fails (gets an F in) any subject in a semester, they will not be considered for a tuition fee waiver for the following two semesters, though they may reapply from the third semester onward if eligibility is regained (rules vary slightly by scholarship type).

Question: For a friend who's asking — what happens to an international student's scholarship if they fail a subject?
Answer: If a student fails (gets an F in) any subject in a semester, they will not be considered for a tuition fee waiver for the following two semesters, though they may reapply from the third semester onward if eligibility is regained (rules vary slightly by scholarship type).","If a student fails (gets an F in) any subject in a semester, they will not be considered for a tuition fee waiver for the following two semesters, though they may reapply from the third semester onward if eligibility is regained (rules vary slightly by scholarship type).",open_ended,linear,0.5,False,False,0.0315,0.1432,8.7961,8.9708,2026-07-26T18:01:13.674945+00:00,0.1295,1.0,1.0,0.9999968246710359,1.0
Q073,adaptive_novel,What is the process of getting Gown Refund?,"By returning the convocation gown, a student can claim a refund of BDT 3,500 for the gown. Students have to preserve and show the degree processing pay slip to process the refund. Refunds must be claimed within 4 weeks from the date of convocation to avoid forfeiture/cancellation.","Question: What is the process of getting Gown Refund?
Answer: By returning the convocation gown, a student can claim a refund of BDT 3,500 for the gown. Students have to preserve and show the degree processing pay slip to process the refund. Refunds must be claimed within 4 weeks from the date of convocation to avoid forfeiture/cancellation.

Question: Can you tell me what the process of getting Gown Refund is?
Answer: By returning the convocation gown, a student can claim a refund of BDT 3,500 for the gown. Students have to preserve and show the degree processing pay slip to process the refund. Refunds must be claimed within 4 weeks from the date of convocation to avoid forfeiture/cancellation.

Question: What is the process for claiming a gown refund?
Answer: To claim a refund of BDT 3,500 for the convocation gown, return the gown and show the convocation money receipt at the time of submission. The refund must be claimed within 4 weeks from the date of the convocation ceremony; otherwise, the refund will be forfeited.

Question: Can you tell me what the process for claiming a gown refund is?
Answer: To claim a refund of BDT 3,500 for the convocation gown, return the gown and show the convocation money receipt at the time of submission. The refund must be claimed within 4 weeks from the date of the convocation ceremony; otherwise, the refund will be forfeited.

Question (Banglish): Gown Refund pawar process ta ki?
Answer (English): By returning the convocation gown, a student can claim a refund of BDT 3,500 for the gown. Students have to preserve and show the degree processing pay slip to process the refund. Refunds must be claimed within 4 weeks from the date of convocation to avoid forfeiture/cancellation.",I don't have reliable information retrieved for this question. Please check with your academic advisor or BRAC University's official resources rather than relying on a guess here.,open_ended,linear,0.5,True,False,0.0198,0.1243,0.0,0.1441,2026-07-26T18:01:13.817906+00:00,0.0045,0.00473197856091416,0.02564102564102564,0.0510204081632653,0.8224478363990784
Q074,adaptive_novel,"Kind of urgent, but can other advisors do my advising?","Yes, they can. But they do not have any responsibility to do that. Please go to your advisor. Faculties can be busy with his advised students and also his other works.","Question: Kind of urgent, but can other advisors do my advising?
Answer: Yes, they can. But they do not have any responsibility to do that. Please go to your advisor. Faculties can be busy with his advised students and also his other works.

Question: Can other advisors do my advising?
Answer: Yes, they can. But they do not have any responsibility to do that. Please go to your advisor. Faculties can be busy with his advised students and also his other works.

Question: Kind of urgent, but I am probation student, what is my advising rules?
Answer: Your regular advisor will not procede any of your request. There are special probation advisors for the Probation Students. Please search by going to the CSE Advising Server. Then look for link-resources in the general section and find the link. It maybe titled as: 2024 [Current Semester] CSE Registration / Advising List [v1] [Student] List or wait until you see your advisor channel visible. Or visit: https:

Question (Banglish): Onno advisor ra ki amar advising korte pare?
Answer (English): Yes, they can. But they do not have any responsibility to do that. Please go to your advisor. Faculties can be busy with his advised students and also his other works.

le to do advising both on Discord and On campus. But the advisor will only response in this free time.","Yes, they can. But they do not have any responsibility to do that. Please go to your advisor. Faculties can be busy with his advised students and also his other works.",open_ended,linear,0.5,False,False,0.0263,0.1471,6.748,6.9215,2026-07-26T18:01:20.741431+00:00,0.2629,1.0,1.0,0.9999892832647462,0.9999999403953552
Q075,adaptive_novel,Curious about something: does the Ayesha Abed Library help other institutions set up their own library systems?,"Yes. The library has provided technical support to partner institutions - for example, it assisted the Asian University for Women (AUW) library with implementing the VuFind Discovery System, and it also helped set up library systems and an institutional repository for the Sir Fazle Hasan Abed Knowledge Hub.","Question: Curious about something: does the Ayesha Abed Library help other institutions set up their own library systems?
Answer: Yes. The library has provided technical support to partner institutions - for example, it assisted the Asian University for Women (AUW) library with implementing the VuFind Discovery System, and it also helped set up library systems and an institutional repository for the Sir Fazle Hasan Abed Knowledge Hub.

Question: Does the Ayesha Abed Library help other institutions set up their own library systems?
Answer: Yes. The library has provided technical support to partner institutions - for example, it assisted the Asian University for Women (AUW) library with implementing the VuFind Discovery System, and it also helped set up library systems and an institutional repository for the Sir Fazle Hasan Abed Knowledge Hub.

Question: Hi, does the Ayesha Abed Library help other institutions set up their own library systems?
Answer: Yes. The library has provided technical support to partner institutions - for example, it assisted the Asian University for Women (AUW) library with implementing the VuFind Discovery System, and it also helped set up library systems and an institutional repository for the Sir Fazle Hasan Abed Knowledge Hub.

Question: For a friend who's asking — does the Ayesha Abed Library help other institutions set up their own library systems?
Answer: Yes. The library has provided technical support to partner institutions - for example, it assisted the Asian University for Women (AUW) library with implementing the VuFind Discovery System, and it also helped set up library systems and an institutional repository for the Sir Fazle Hasan Abed Knowledge Hub.

Question: Not sure if this is covered elsewhere, but does the Ayesha Abed Library help other institutions set up their own library systems?
Answer: Yes. The library has provided technical support to partner institutions - for example, it assisted the Asian University for Women (AUW) library with implementing the VuFind Discovery System, and it also helped set up library systems and an institutional repository for the Sir Fazle Hasan Abed Knowledge Hub.","Yes. The library has provided technical support to partner institutions - for example, it assisted the Asian University for Women (AUW) library with implementing the VuFind Discovery System, and it also helped set up library systems and an institutional repository for the Sir Fazle Hasan Abed Knowledge Hub.",open_ended,linear,0.5,False,False,0.0286,0.135,9.1872,9.3509,2026-07-26T18:01:30.093330+00:00,0.072,1.0,1.0,0.9999968246710359,1.0
Q076,adaptive_novel,What is the process for applying as a transfer student?,"Original transcripts and prospectus of the university /program showing academic system, grading system and course descriptions (course outlines, if available) etc. should be submitted with the credit transfer form, available at registrar’s office and at our webpage, to the concerned department.","Question: What is the process for applying as a transfer student?
Answer: Original transcripts and prospectus of the university /program showing academic system, grading system and course descriptions (course outlines, if available) etc. should be submitted with the credit transfer form, available at registrar’s office and at our webpage, to the concerned department.

Question: Can you tell me what the process for applying as a transfer student is?
Answer: Original transcripts and prospectus of the university /program showing academic system, grading system and course descriptions (course outlines, if available) etc. should be submitted with the credit transfer form, available at registrar’s office and at our webpage, to the concerned department.

Question (Banglish): Transfer student hisebe apply korar process ta ki?
Answer (English): Original transcripts and prospectus of the university /program showing academic system, grading system and course descriptions (course outlines, if available) etc. should be submitted with the credit transfer form, available at registrar's office and at our webpage, to the concerned department.

Question: What's the process to transfer credits from another university?
Answer: Transfer of credits from an educational institution following a system
similar to BRAC University may be considered after passing the
admission test. Such candidates will have to apply with required
documents and decision on such cases will be determined by the credit
transfer policy of BRAC University

Question: How do I apply to transfer to a different department or program at BRAC University?
Answer: A student wanting to transfer collects an Inter Department Transfer Form from the Registrar's office, Information Desk, or the BRACU website, attaches copies of grade sheets from all completed semesters, lists the courses they want transferred on the form, and submits it - such transfer applications are considered at the end of any semester.",I don't have reliable information retrieved for this question. Please check with your academic advisor or BRAC University's official resources rather than relying on a guess here.,open_ended,linear,0.5,True,False,0.022,0.1423,0.0,0.1643,2026-07-26T18:01:30.257132+00:00,0.0002,0.00473197856091416,0.056338028169014086,0.0510204081632653,0.827106237411499
Q077,adaptive_novel,"One thing I couldn't find anywhere: if I am eligible for the scholarship in multiple categories, can I apply for all those categories?","According to the policy, if a student is eligible for more than one category of Scholarship/Financial Aid, only the higher one will be adjusted.","Question: One thing I couldn't find anywhere: if I am eligible for the scholarship in multiple categories, can I apply for all those categories?
Answer: According to the policy, if a student is eligible for more than one category of Scholarship/Financial Aid, only the higher one will be adjusted.

Question: If I am eligible for the scholarship in multiple categories, can I apply for all those categories?
Answer: According to the policy, if a student is eligible for more than one category of Scholarship/Financial Aid, only the higher one will be adjusted.

Question (Banglish): Ami jodi multiple category te scholarship er eligible hoi, tahole ki shob category te apply korte pari?
Answer (English): According to the policy, if a student is eligible for more than one category of Scholarship/Financial Aid, only the higher one will be adjusted.

Question: How can I apply for the scholarship?
Answer: 1. Students who are eligible for Scholarship Based on Previous Academic Results / Sibling Scholarship / BRAC Scholarship / Physically Challenged Students / Children of Freedom Fighter / Debater’s Blue Scholarship / Children of Brac University Regular Confirmed Employee will have to apply for the first time through BracU prescribed form which is available at the Brac University website (https://www.bracu.ac.bd/admission/scholarships-financial

Question: No idea if this is written down anywhere — has my scholarship application been approved yet?
Answer: That's individual application data I can't see. Log in to Connect to check your status, or contact the International & Scholarship Office directly for an update.","Unfortunately, this context does not provide a clear answer to whether you can apply for all categories if you are eligible for multiple categories. It only states that if a student is eligible for more than one category, only the higher one will be adjusted, but it doesn't explicitly say whether applications for multiple categories can be submitted.",open_ended,linear,0.5,False,False,0.0338,0.1992,9.4945,9.7275,2026-07-26T18:01:39.986761+00:00,0.1049,0.24666164743370747,0.42857142857142855,0.6471079202582226,0.9119852185249329
Q078,adaptive_novel,"Who leads BIGD as its Executive Director, and how does BIGD connect to BRAC's development work?","Dr. Imran Matin has led BIGD as Executive Director since July 2018. BIGD's research is closely tied to BRAC's own socioeconomic empowerment programs, giving the institute direct access to real-world development interventions for its research on poverty and marginalization.","Question: Who leads BIGD as its Executive Director, and how does BIGD connect to BRAC's development work?
Answer: Dr. Imran Matin has led BIGD as Executive Director since July 2018. BIGD's research is closely tied to BRAC's own socioeconomic empowerment programs, giving the institute direct access to real-world development interventions for its research on poverty and marginalization.

Question: One thing I couldn't find anywhere: who leads BIGD as its Executive Director, and how does BIGD connect to BRAC's development work?
Answer: Dr. Imran Matin has led BIGD as Executive Director since July 2018. BIGD's research is closely tied to BRAC's own socioeconomic empowerment programs, giving the institute direct access to real-world development interventions for its research on poverty and marginalization.

Question (Banglish): BIGD er Executive Director hisebe ke lead kore, ar BIGD BRAC er development work er shathe kivabe connect?
Answer (English): Dr. Imran Matin has led BIGD as Executive Director since July 2018. BIGD's research is closely tied to BRAC's own socioeconomic empowerment programs, giving the institute direct access to real-world development interventions for its research on poverty and marginalization.

Question: What is BIGD and what does it focus on?
Answer: The BRAC Institute of Governance and Development (BIGD) is a social science research and academic institute at BRAC University focused on improving governance and development outcomes. It grew out of BRAC's internal Research and Evaluation Division (RED), which transitioned into three BRACU institutes in 2018.

Question (Banglish): BIGD ta ki, ar eta ki niye focus kore?
Answer (English): The BRAC Institute of Governance and Development (BIGD) is a social science research and academic institute at BRAC University focused on improving governance and development outcomes. It grew out of BRAC's internal Research and Evaluation Division (RED), which transitioned into three BRACU institutes in 2018.",I don't have reliable information retrieved for this question. Please check with your academic advisor or BRAC University's official resources rather than relying on a guess here.,open_ended,linear,0.5,True,False,0.0259,0.1561,0.0,0.182,2026-07-26T18:01:40.168904+00:00,0.0081,0.006125178700360996,0.08450704225352113,0.07177033492822966,0.8379408121109009
Q079,adaptive_novel,Do you know how many classes have I missed this semester?,There's no way for me to know your personal attendance record. Your course teacher or the Connect portal would have the up-to-date figure.,"Question: Do you know how many classes have I missed this semester?
Answer: There's no way for me to know your personal attendance record. Your course teacher or the Connect portal would have the up-to-date figure.

Question: How many classes have I missed this semester?
Answer: There's no way for me to know your personal attendance record. Your course teacher or the Connect portal would have the up-to-date figure.

Question: If I've been missing a lot of classes this term, at what point do I actually lose my right to sit the final?
Answer: Under the general course-teaching guidelines, a student must attend at least 70% of total classes (including tutorials and labs) to be allowed to sit for the final exam in that course.

Question: Did I pass my last semester's exams?
Answer: I can't see individual grades, unfortunately. Your results should be in Connect - if they're not showing, the Office of the Controller of Examinations can help.

Question: Random question, did I pass my last semester's exams?
Answer: I can't see individual grades, unfortunately. Your results should be in Connect - if they're not showing, the Office of the Controller of Examinations can help.",I don't have reliable information retrieved for this question. Please check with your academic advisor or BRAC University's official resources rather than relying on a guess here.,open_ended,linear,0.5,True,False,0.0217,0.0916,0.0,0.1133,2026-07-26T18:01:40.282580+00:00,0.0153,0.009812163258584559,0.10909090909090909,0.1320754716981132,0.8670399188995361
Q080,adaptive_novel,What is the consequence of not participating in the Wishlist event?,Student will not be allowed to register during Pre-Registration Phase 1,"Question: What is the consequence of not participating in the Wishlist event?
Answer: Student will not be allowed to register during Pre-Registration Phase 1

Question: Can you tell me what the consequence of not participating in the Wishlist event is?
Answer: Student will not be allowed to register during Pre-Registration Phase 1

Question: Hey, group of students eligible for Pre-Registration Phase 2?
Answer: Students who participated and did not participate in the Wishlist Event. It means all the students.

Question (Banglish): Wishlist event e participate na korle ki consequence hoy?
Answer (English): Student will not be allowed to register during Pre-Registration Phase 1

Question: Which group of students is not required to participate in the Wishlist event?
Answer: Students who are eligible for residential semester in the upcoming semester.",I don't have reliable information retrieved for this question. Please check with your academic advisor or BRAC University's official resources rather than relying on a guess here.,open_ended,linear,0.5,True,False,0.0182,0.0456,0.0,0.0638,2026-07-26T18:01:40.346842+00:00,0.0015,0.0,0.0,0.038461538461538464,0.8394744992256165
Q081,adaptive_novel,"Not sure if this is covered elsewhere, but is there a dorm supervisor who oversees student welfare in BRACU accommodation?","Yes, BRACU accommodation (e.g., the female students' dormitory) has a dedicated Dorm Supervisor role responsible for enforcing dormitory rules, coordinating with the Medical Center, overseeing meals and hygiene, managing attendance and security, and organizing extracurricular logistics like airport pickup and cultural trips for residents.","Question: Not sure if this is covered elsewhere, but is there a dorm supervisor who oversees student welfare in BRACU accommodation?
Answer: Yes, BRACU accommodation (e.g., the female students' dormitory) has a dedicated Dorm Supervisor role responsible for enforcing dormitory rules, coordinating with the Medical Center, overseeing meals and hygiene, managing attendance and security, and organizing extracurricular logistics like airport pickup and cultural trips for residents.

Question: Sorry if this was already answered, but is there a dorm supervisor who oversees student welfare in BRACU accommodation?
Answer: Yes, BRACU accommodation (e.g., the female students' dormitory) has a dedicated Dorm Supervisor role responsible for enforcing dormitory rules, coordinating with the Medical Center, overseeing meals and hygiene, managing attendance and security, and organizing extracurricular logistics like airport pickup and cultural trips for residents.

Question: Is there a dorm supervisor who oversees student welfare in BRACU accommodation?
Answer: Yes, BRACU accommodation (e.g., the female students' dormitory) has a dedicated Dorm Supervisor role responsible for enforcing dormitory rules, coordinating with the Medical Center, overseeing meals and hygiene, managing attendance and security, and organizing extracurricular logistics like airport pickup and cultural trips for residents.

Question: New student here, is there a dorm supervisor who oversees student welfare in BRACU accommodation?
Answer: Yes, BRACU accommodation (e.g., the female students' dormitory) has a dedicated Dorm Supervisor role responsible for enforcing dormitory rules, coordinating with the Medical Center, overseeing meals and hygiene, managing attendance and security, and organizing extracurricular logistics like airport pickup and cultural trips for residents.

Question: For a friend who's asking — is there a dorm supervisor who oversees student welfare in BRACU accommodation?
Answer: Yes, BRACU accommodation (e.g., the female students' dormitory) has a dedicated Dorm Supervisor role responsible for enforcing dormitory rules, coordinating with the Medical Center, overseeing meals and hygiene, managing attendance and security, and organizing extracurricular logistics like airport pickup and cultural trips for residents.","Yes, BRACU accommodation (e.g., the female students' dormitory) has a dedicated Dorm Supervisor role responsible for enforcing dormitory rules, coordinating with the Medical Center, overseeing meals and hygiene, managing attendance and security, and organizing extracurricular logistics like airport pickup and cultural trips for residents.",open_ended,linear,0.5,False,False,0.0302,0.1258,10.1557,10.3118,2026-07-26T18:01:50.659411+00:00,0.13,1.0,1.0,0.9999968246710359,1.0
Q082,adaptive_novel,No idea if this is written down anywhere — who can apply for BRAC University Scholarship/ Financial aid?,"According to the BracU Scholarship policy, any eligible candidate can apply.","Question: No idea if this is written down anywhere — who can apply for BRAC University Scholarship/ Financial aid?
Answer: According to the BracU Scholarship policy, any eligible candidate can apply.

Question: No idea if this is written down anywhere — how do I apply for the BRAC University international scholarship?
Answer: International applicants fill out the online scholarship application form and submit it, along with required supporting documents (e.g., income declarations, trade license if a business owner), to the International & Scholarship Office at international-office@bracu.ac.bd.

Question: Before I forget to ask — how can students apply for scholarships at BRAC University?
Answer: To apply for scholarships at BRAC University, students must first be admitted to a program. They can then fill out a scholarship application form, available through the admissions or financial aid office. Supporting documents, such as academic transcripts and financial proof (for need-based scholarships), are required. Applications must be submitted by the deadlines, and the Scholarship Committ

Question: How can students apply for scholarships at BRAC University?
Answer: To apply for scholarships at BRAC University, students must first be admitted to a program. They can then fill out a scholarship application form, available through the admissions or financial aid office. Supporting documents, such as academic transcripts and financial proof (for need-based scholarships), are required. Applications must be submitted by the deadlines, and the Scholarship Committee reviews them before no

Question: Who can apply for BRAC University Scholarship/ Financial aid?
Answer: According to the BracU Scholarship policy, any eligible candidate can apply.","According to the BracU Scholarship policy, any eligible candidate can apply.",open_ended,linear,0.5,False,False,0.0301,0.1521,4.4726,4.6549,2026-07-26T18:01:55.314823+00:00,0.2022,1.0,1.0,0.9997724169321802,1.0
Q083,adaptive_novel,One thing I couldn't find anywhere: do international applicants have an application deadline?,"No. Since BRAC University runs three semesters a year (Spring, Summer, Fall), international applicants can apply at any time during the year - there is no fixed application deadline for international applicants.","Question: One thing I couldn't find anywhere: do international applicants have an application deadline?
Answer: No. Since BRAC University runs three semesters a year (Spring, Summer, Fall), international applicants can apply at any time during the year - there is no fixed application deadline for international applicants.

Question: No idea if this is written down anywhere — do international applicants have an application deadline?
Answer: No. Since BRAC University runs three semesters a year (Spring, Summer, Fall), international applicants can apply at any time during the year - there is no fixed application deadline for international applicants.

Question: One thing I couldn't find anywhere: how is the admission test conducted for international applicants?
Answer: International applicants take the admission test online, administered by the university, and all eligible candidates are also required to attend an interview as part of the process.

Question: Curious about something: do international applicants have an application deadline?
Answer: No. Since BRAC University runs three semesters a year (Spring, Summer, Fall), international applicants can apply at any time during the year - there is no fixed application deadline for international applicants.

Question: I wanted to ask, do international applicants have an application deadline?
Answer: No. Since BRAC University runs three semesters a year (Spring, Summer, Fall), international applicants can apply at any time during the year - there is no fixed application deadline for international applicants.","No. Since BRAC University runs three semesters a year (Spring, Summer, Fall), international applicants can apply at any time during the year - there is no fixed application deadline for international applicants.",open_ended,linear,0.5,False,False,0.0294,0.0957,6.9603,7.0854,2026-07-26T18:02:02.401229+00:00,0.146,1.0,1.0,0.9999915709974881,1.0
Q084,adaptive_novel,"New student here, what happens if a thesis defense is postponed due to external reasons, such as a cyclone?","If a thesis defense is postponed due to external reasons such as a cyclone, the date is simply rescheduled rather than penalized.","Question: New student here, what happens if a thesis defense is postponed due to external reasons, such as a cyclone?
Answer: If a thesis defense is postponed due to external reasons such as a cyclone, the date is simply rescheduled rather than penalized.

Question: What happens if a thesis defense is postponed due to external reasons, such as a cyclone?
Answer: If a thesis defense is postponed due to external reasons such as a cyclone, the date is simply rescheduled rather than penalized.

Question: Hey, what happens if a thesis defense is postponed due to external reasons, such as a cyclone?
Answer: If a thesis defense is postponed due to external reasons such as a cyclone, the date is simply rescheduled rather than penalized.

Question: My thesis defense got postponed due to a cyclone, and separately I want to change my thesis title before the (new) defense date. Are both of these OK?
Answer: Both are handled, but through different mechanisms - a defense postponed for an external/valid reason like a cyclone is simply rescheduled, no penalty. Changing your thesis title before the (rescheduled) final defense is also possible, but the deadline for that varies by semester, so you'd want to check the current thesis deadlin

Question (Banglish): Cyclone er moto external reason e thesis defense postpone hole ki hoy?
Answer (English): If a thesis defense is postponed due to external reasons such as a cyclone, the date is simply rescheduled rather than penalized.","If a thesis defense is postponed due to external reasons such as a cyclone, the date is simply rescheduled rather than penalized.",open_ended,linear,0.5,False,False,0.0316,0.1618,5.5245,5.7179,2026-07-26T18:02:08.119824+00:00,0.0429,1.0,1.0,0.9999638310185185,1.0
Q085,adaptive_novel,What practical/experiential resources does the LL.M. program offer students?,"LL.M. students have access to a dedicated law library with legal texts, e-journals, and databases, plus moot courts and legal clinics for hands-on practice, simulations, and real-world legal aid experience.","Question: Sorry if this was already answered, but what practical/experiential resources does the LL.M. program offer students?
Answer: LL.M. students have access to a dedicated law library with legal texts, e-journals, and databases, plus moot courts and legal clinics for hands-on practice, simulations, and real-world legal aid experience.

Question: What practical/experiential resources does the LL.M. program offer students?
Answer: LL.M. students have access to a dedicated law library with legal texts, e-journals, and databases, plus moot courts and legal clinics for hands-on practice, simulations, and real-world legal aid experience.

Question (Banglish): LL.M. program student der ki ki practical/experiential resource offer kore?
Answer (English): LL.M. students have access to a dedicated law library with legal texts, e-journals, and databases, plus moot courts and legal clinics for hands-on practice, simulations, and real-world legal aid experience.

Question (Banglish): BRAC University er School of Law ki Master of Laws (LL.M.) program offer kore?
Answer (English): Yes, alongside the undergraduate LL.B. (Hons), the School of Law offers an LL.M. program aimed at both emerging and experienced legal professionals, covering areas from human rights and international law to corporate governance and digital/cyber law.

program and each postgraduate program.",I don't have reliable information retrieved for this question. Please check with your academic advisor or BRAC University's official resources rather than relying on a guess here.,open_ended,linear,0.5,True,False,0.0267,0.2568,0.0,0.2836,2026-07-26T18:02:08.402774+00:00,0.022,0.007779847277603931,0.09523809523809523,0.08241758241758242,0.8318874835968018
Q086,adaptive_novel,"Kind of urgent, but what is buX and who is it for?","BuX is BRAC University's official online course/learning platform, with separate FAQ and information sections for students and for faculty, covering how to use the platform for courses.","Question: Kind of urgent, but what is buX and who is it for?
Answer: BuX is BRAC University's official online course/learning platform, with separate FAQ and information sections for students and for faculty, covering how to use the platform for courses.

Question: I looked around the site but couldn't find it — what is buX and who is it for?
Answer: BuX is BRAC University's official online course/learning platform, with separate FAQ and information sections for students and for faculty, covering how to use the platform for courses.

Question: Kind of urgent, but how to do well in Tarc Courses, Explain every courses?
Answer: If someone wants to do well in the tarc courses like eng102,emb101,bng101 and hum101 then the first thing they could do is to follow the bux video.All the subjects contain bux contents where all topics are elaborated.Next thing they can do is to note down everything that is taught in classes and focus on quizzes and assignments.BNG101 conducts only 1 quiz throughout the semester.So they should take it ve

Question: For a friend who's asking — what kind of content and features does buX provide for a course?
Answer: BuX hosts lecture videos, course documents, discussion boards, and interactive assignments, and allows students to attend online office hours - all course materials for buX-based courses are posted there by faculty.

Question: Not sure if this is covered elsewhere, but what kind of content and features does buX provide for a course?
Answer: BuX hosts lecture videos, course documents, discussion boards, and interactive assignments, and allows students to attend online office hours - all course materials for buX-based courses are posted there by faculty.","BuX is BRAC University's official online course/learning platform. It is designed for both students and faculty members, with separate sections providing information on how to use the platform effectively.",open_ended,linear,0.5,False,False,0.0204,0.1618,6.8161,6.9984,2026-07-26T18:02:15.402610+00:00,0.2116,0.42379865741502165,0.6333333333333333,0.7211538461538463,0.960863471031189
