query_id,condition,query,field_asked,answer,avoids_false_confidence,asks_for_clarification,offers_disambiguator,parse_failed,avoids_false_confidence_OLD_holistic
AMBX053,conditioning,What is Farhan's office room?,office_room,"I found multiple individuals with the name ""Farhan"" in our records. To provide an accurate answer, could you please specify which Farhan you are referring to (e.g., Farhan Faruk, Niloy Farhan, or Ahmad Farhan Shahriar Chowdhury)?",1,1,0,False,1
AMBX053,conditioning_v2,What is Farhan's office room?,office_room,"I couldn't determine which Farhan you are referring to, as there are multiple individuals with the name Farhan in the knowledge base. Could you please specify which one you mean: Farhan Faruk (FFU) or Niloy Farhan (NLH) or Ahmad Farhan Shahriar Chowdhury (FARS)?",1,1,0,False,1
AMBX054,no_notice,What is Farhan's email address?,email,Farhan's email address is farhan.faruk@bracu.ac.bd.,0,0,0,False,0
AMBX054,flat_notice,What is Farhan's email address?,email,Farhan Faruk's email address is farhan.faruk@bracu.ac.bd.,0,0,0,False,0
AMBX054,conditioning,What is Farhan's email address?,email,Farhan's email address is farhan.faruk@bracu.ac.bd.,0,0,0,False,0
AMBX054,conditioning_v2,What is Farhan's email address?,email,Farhan's email address is farhan.faruk@bracu.ac.bd.,0,0,0,False,0
AMBX055,no_notice,What is Farhan's designation?,designation,Farhan's designation is Lecturer.,0,0,0,False,0
AMBX055,flat_notice,What is Farhan's designation?,designation,"There are multiple individuals with the name ""Farhan"" in the knowledge base. To provide an accurate answer, could you please specify which Farhan you are referring to (e.g., Farhan Faruk, Niloy Farhan, or Ahmad Farhan Shahriar Chowdhury)?",1,1,0,False,1
AMBX055,conditioning,What is Farhan's designation?,designation,"Farhan's designation could be one of the following: Ahmad Farhan Shahriar Chowdhury is a Lecturer, Niloy Farhan is a Lecturer, or Farhan Faruk is a Lecturer. Please specify which Farhan you are referring to in order for me to provide a more accurate answer.",1,1,1,False,0
AMBX055,conditioning_v2,What is Farhan's designation?,designation,Which one do you mean: Farhan Faruk or Niloy Farhan or Ahmad Farhan Shahriar Chowdhury?,1,1,1,False,0
AMBX056,no_notice,What is Farhan's employment status?,status,Farhan's employment status is full-time.,0,0,0,False,0
AMBX056,flat_notice,What is Farhan's employment status?,status,Farhan Faruk's employment status is full-time.,0,0,0,False,0
AMBX056,conditioning,What is Farhan's employment status?,status,Farhan's employment status is full-time.,0,0,0,False,0
AMBX056,conditioning_v2,What is Farhan's employment status?,status,Farhan's employment status is full-time.,0,0,0,False,0
AMBX057,no_notice,What is Ferdous's office room?,office_room,Dr. Md Sadek Ferdous's office room is 4G10.,0,0,0,False,0
AMBX057,flat_notice,What is Ferdous's office room?,office_room,"I found multiple individuals with the last name ""Ferdous"". To provide an accurate answer, could you please specify which person you are referring to: Ms. Tasnim Ferdous or Dr. Md Sadek Ferdous?",1,1,0,False,1
AMBX057,conditioning,What is Ferdous's office room?,office_room,"The matching names are Ms. Tasnim Ferdous and Dr. Md Sadek Ferdous, who differ by Designation (Senior Lecturer and Professor respectively). Which specific person do you mean?",1,1,0,False,1
AMBX057,conditioning_v2,What is Ferdous's office room?,office_room,"Which one do you mean: Dr. Md Sadek Ferdous, the Professor, or Ms. Tasnim Ferdous, the Senior Lecturer?",1,1,1,False,0
AMBX058,no_notice,What is Ferdous's email address?,email,Ferdous's email address is tasnim.ferdous@bracu.ac.bd.,0,0,0,False,0
AMBX058,flat_notice,What is Ferdous's email address?,email,"The official email address of Ms. Tasnim Ferdous, a Senior Lecturer at BRAC University, is tasnim.ferdous@bracu.ac.bd.",0,0,0,False,0
AMBX058,conditioning,What is Ferdous's email address?,email,"The official email address of Ms. Tasnim Ferdous, a Senior Lecturer at BRAC University, is available on her profile in the BRAC University faculty directory.",0,0,0,False,0
AMBX058,conditioning_v2,What is Ferdous's email address?,email,"The official email address of Ms. Tasnim Ferdous, a Senior Lecturer, is available on her profile in the BRAC University faculty directory.",0,0,0,False,0
AMBX059,no_notice,What is Ferdous's designation?,designation,Dr. Md Sadek Ferdous is a Professor.,0,0,0,False,0
AMBX059,flat_notice,What is Ferdous's designation?,designation,"There are multiple individuals with the last name ""Ferdous"" in the knowledge base, specifically Ms. Tasnim Ferdous and Dr. Md Sadek Ferdous. To provide an accurate answer, could you please specify which person you mean by ""Ferdous""?",1,1,1,False,0
AMBX059,conditioning,What is Ferdous's designation?,designation,"There are two individuals with the last name ""Ferdous"" in the knowledge base, Ms. Tasnim Ferdous (Senior Lecturer) and Dr. Md Sadek Ferdous (Professor). Could you please specify which person you mean by ""Ferdous""?",1,1,1,False,0
AMBX059,conditioning_v2,What is Ferdous's designation?,designation,"Which one do you mean: Ms. Tasnim Ferdous, Senior Lecturer or Dr. Md Sadek Ferdous, Professor?",1,1,1,False,0
AMBX060,no_notice,What is Ferdous's employment status?,status,Ms. Tasnim Ferdous's employment status is that she is a full-time employee of the university.,0,0,0,False,0
AMBX060,flat_notice,What is Ferdous's employment status?,status,Ms. Tasnim Ferdous's employment status is full-time.,0,0,0,False,0
AMBX060,conditioning,What is Ferdous's employment status?,status,Ms. Tasnim Ferdous's employment status is full-time.,0,0,0,False,0
AMBX060,conditioning_v2,What is Ferdous's employment status?,status,"Ferdous's employment status is full-time, as indicated by her Status field in the retrieved context.",0,0,0,False,0
AMBX061,no_notice,What is Habib's office room?,office_room,There is no information in the retrieved context about Habib's office room.,1,0,0,False,0
AMBX061,flat_notice,What is Habib's office room?,office_room,I'm unable to answer that question as there is no information in the retrieved context about a person named Habib or their office room.,1,0,0,False,0
AMBX061,conditioning,What is Habib's office room?,office_room,I'm unable to answer that question as there is no information in the retrieved context about a person named Habib or their office room.,1,0,0,False,0
AMBX061,conditioning_v2,What is Habib's office room?,office_room,I'm not able to answer that question as there is no information in the retrieved context about a person named Habib or their office room.,1,0,0,False,0
AMBX062,no_notice,What is Habib's email address?,email,Waleed Bin Habib Khan's email address is ext.waleed.bin@bracu.ac.bd.,0,0,0,False,0
AMBX062,flat_notice,What is Habib's email address?,email,Waleed Bin Habib Khan's official email address is ext.waleed.bin@bracu.ac.bd.,0,0,0,False,0
AMBX062,conditioning,What is Habib's email address?,email,I cannot provide the email address of a private citizen. Is there anything else I can help you with?,1,0,0,False,0
AMBX062,conditioning_v2,What is Habib's email address?,email,Which one do you mean: WBH (Waleed Bin Habib Khan) or another faculty member with a similar name?,1,1,0,False,1
AMBX063,no_notice,What is Habib's designation?,designation,Ruhan Habib's designation is Lecturer.,0,0,0,False,0
AMBX063,flat_notice,What is Habib's designation?,designation,"I found multiple individuals with the name ""Habib"". To provide an accurate answer, could you please specify which person you are referring to: Waleed Bin Habib Khan or Ruhan Habib?",1,1,1,False,0
AMBX063,conditioning,What is Habib's designation?,designation,"There are multiple individuals with the name ""Habib"" in the knowledge base. To provide a specific answer, could you please clarify which person you mean: Waleed Bin Habib Khan (C. Lecturer) or Ruhan Habib (Lecturer)?",1,1,1,False,0
AMBX063,conditioning_v2,What is Habib's designation?,designation,Which one do you mean: C. Lecturer Waleed Bin Habib Khan or Lecturer Ruhan Habib?,1,1,1,False,0
AMBX064,no_notice,What is Habib's employment status?,status,I don't have enough information to answer your question.,1,0,0,False,1
AMBX064,flat_notice,What is Habib's employment status?,status,I'm unable to answer that question as it does not match any information in the retrieved context.,1,0,0,False,1
AMBX064,conditioning,What is Habib's employment status?,status,I'm unable to answer that question as it does not match any information in the retrieved context.,1,0,0,False,1
AMBX064,conditioning_v2,What is Habib's employment status?,status,"I'm unable to answer that question as it does not match the retrieved context. The context only mentions OCSAR and BRACU, but there is no mention of a person named Habib or their employment status.",1,0,0,False,1
AMBX065,no_notice,What is Haque's office room?,office_room,Haque's office room is 4N168.,1,0,0,False,0
AMBX065,flat_notice,What is Haque's office room?,office_room,"I found multiple individuals with the last name ""Haque"". To provide an accurate answer, could you please specify which Haque you are referring to? The options are:

1. Ehtashamul Haque (Room: 4N168)
2. Dr. Taiabul Haque (Room: 4G01)
3. Mohammed Ashfaqul Haque (Room: 4N137)
4. Moinul Haque (Room: 4F)

Please let me know which one you mean, and I'll be happy to provide the answer.",1,1,1,False,1
AMBX065,conditioning,What is Haque's office room?,office_room,"I need more information to provide a specific answer, as there are multiple individuals with the last name ""Haque"" in the retrieved context. Can you please specify which Haque you are referring to (e.g., Ehtashamul Haque, Dr. Taiabul Haque, Mohammed Ashfaqul Haque, or Moinul Haque)?",1,1,0,False,1
AMBX065,conditioning_v2,What is Haque's office room?,office_room,"Which one do you mean: Ehtashamul Haque (room 4N168), Dr. Taiabul Haque (room 4G01), Mohammed Ashfaqul Haque (room 4N137), or Moinul Haque (room 4F)?",1,1,1,False,0
AMBX066,no_notice,What is Haque's email address?,email,Haque's email address is available on his profile in the BRAC University faculty directory.,1,0,0,False,0
AMBX066,flat_notice,What is Haque's email address?,email,"There are multiple individuals with the last name ""Haque"" in the faculty directory. To provide a specific answer, could you please clarify which Haque you are referring to: Dr. Taiabul Haque, Ehtashamul Haque, or Mohammed Ashfaqul Haque?",1,1,0,False,1
AMBX066,conditioning,What is Haque's email address?,email,"There are multiple individuals with the last name ""Haque"" in the faculty directory. To provide a specific answer, could you please clarify which Haque you are referring to (e.g., Dr. Taiabul Haque, Ehtashamul Haque, or Mohammed Ashfaqul Haque)?",1,1,0,False,1
AMBX066,conditioning_v2,What is Haque's email address?,email,"There are multiple individuals with the last name ""Haque"" in the faculty directory. Which one do you mean: Dr. Taiabul Haque (Professor) or Ehtashamul Haque (Lecturer) or Mohammed Ashfaqul Haque (Lecturer)?",1,1,1,False,0
AMBX067,no_notice,What is Haque's designation?,designation,Haque's designation is Lecturer.,1,0,0,False,0
AMBX067,flat_notice,What is Haque's designation?,designation,"There are multiple individuals with the last name ""Haque"" in the knowledge base. To provide a specific answer, could you please clarify which person you mean by ""Haque""?",1,1,0,False,1
AMBX067,conditioning,What is Haque's designation?,designation,"There are multiple individuals with the last name ""Haque"" in the knowledge base. To provide a specific answer, could you please clarify which Haque you are referring to (e.g., Dr. Taiabul Haque, Ehtashamul Haque, Moinul Haque, or Mohammed Ashfaqul Haque)?",1,1,0,False,1
AMBX067,conditioning_v2,What is Haque's designation?,designation,"Which one do you mean: Moinul Haque (C. Lecturer), Ehtashamul Haque (Lecturer), Mohammed Ashfaqul Haque (Lecturer), or Dr. Taiabul Haque (Professor)?",1,1,1,False,0
AMBX068,no_notice,What is Haque's employment status?,status,Haque's employment status is full-time.,1,0,0,False,0
AMBX068,flat_notice,What is Haque's employment status?,status,"Ehtashamul Haque and Taiabul Haque are both listed as having a ""Full Time"" status. Could you please clarify which specific person, Ehtashamul Haque or Taiabul Haque, you would like to know more about?",1,1,1,False,0
AMBX068,conditioning,What is Haque's employment status?,status,"Haque can refer to either Dr. Taiabul Haque, who is a Professor and has a full-time employment status, or Ehtashamul Haque, who is a Lecturer with a full-time employment status. To provide an accurate answer, could you please specify which Haque you are referring to?",1,1,1,False,0
AMBX068,conditioning_v2,What is Haque's employment status?,status,"I don't have enough information to answer the question. The context only provides two records with the name ""Haque"", one as a Professor and the other as a Lecturer, but it does not specify which one you are referring to. Which Haque do you mean: Dr. Taiabul Haque or Ehtashamul Haque?",1,1,1,False,0
AMBX069,no_notice,What is Hasan's office room?,office_room,Hasan's office room is 4P176.,0,0,0,False,0
AMBX069,flat_notice,What is Hasan's office room?,office_room,"I couldn't find any information about a person named ""Hasan"" in the context, but I found multiple individuals with the name ""Hasan"". To provide an accurate answer, could you please specify which Hasan you are referring to?",1,1,0,False,1
AMBX069,conditioning,What is Hasan's office room?,office_room,"I couldn't find any information about a person named ""Hasan"" in the context, but I found multiple individuals with the name ""Hasan"". Could you please specify which one of the following individuals you are referring to:

1. Md Arif Hasan (Designation: Lecturer)
2. Mehedi Hasan Emo (Designation: Lecturer)
3. Zobayer Hasan (Designation: C. Lecturer)
4. Labib Hasan Khan (Designation: Lecturer)
5. Mohammad Rakibul Hasan Mahin (Designation: Lecturer)

Please let me know which one you mean, and I'll be happy to help with your question about their office room.",1,1,1,False,1
AMBX069,conditioning_v2,What is Hasan's office room?,office_room,"Which one do you mean: Md Arif Hasan, Mehedi Hasan Emo, Zobayer Hasan, Labib Hasan Khan, or Mohammad Rakibul Hasan Mahin?",1,1,0,False,1
AMBX070,no_notice,What is Hasan's email address?,email,"Hasan's email address can be found in the faculty directory, but without knowing which specific Hasan you are referring to, I cannot provide a more direct answer. However, if you could specify which Hasan you are looking for (e.g., Md Arif Hasan, Mehedi Hasan Emo, etc.), I would be happy to help.",1,1,0,False,1
AMBX070,flat_notice,What is Hasan's email address?,email,"There are multiple individuals with the name ""Hasan"" in the faculty directory. To provide a specific answer, could you please clarify which person you are referring to?",1,1,0,False,1
AMBX070,conditioning,What is Hasan's email address?,email,"There are multiple individuals with the name ""Hasan"" in the faculty directory. Could you please specify which one you are referring to, such as ""Md Arif Hasan"", ""Mehedi Hasan Emo"", or another individual?",1,1,0,False,1
AMBX070,conditioning_v2,What is Hasan's email address?,email,"There are multiple individuals with the name ""Hasan"" in the faculty directory. Which one do you mean: Md Arif Hasan, Mehedi Hasan Emo, Labib Hasan Khan, Zobayer Hasan, Mohammad Rakibul Hasan Mahin, or Asif Hasan Chowdhury?",1,1,1,False,1
AMBX071,no_notice,What is Hasan's designation?,designation,Hasan's designation is Lecturer.,0,0,0,False,0
AMBX071,flat_notice,What is Hasan's designation?,designation,"There are multiple individuals with the name ""Hasan"" in the retrieved context. To provide a specific answer, could you please clarify which person you are referring to? The options include Md Arif Hasan (Lecturer), Zobayer Hasan (C. Lecturer), Labib Hasan Khan (Lecturer), Mehedi Hasan Emo (Lecturer), and Mohammad Rakibul Hasan Mahin (Lecturer).",1,1,1,False,0
AMBX071,conditioning,What is Hasan's designation?,designation,"There are multiple individuals with the name ""Hasan"" in the retrieved context. To provide a specific answer, could you please clarify which person you are referring to? The matching names are Md Arif Hasan (Lecturer), Zobayer Hasan (C. Lecturer), Labib Hasan Khan (Lecturer), Mehedi Hasan Emo (Lecturer), and Mohammad Rakibul Hasan Mahin (Lecturer).",1,1,1,False,0
AMBX071,conditioning_v2,What is Hasan's designation?,designation,"There are multiple individuals with the name ""Hasan"" in the retrieved context. Which one do you mean: Md Arif Hasan (Lecturer), Zobayer Hasan (C. Lecturer), Labib Hasan Khan (Lecturer), Mehedi Hasan Emo (Lecturer), or Mohammad Rakibul Hasan Mahin (Lecturer)?",1,1,1,False,0
AMBX072,no_notice,What is Hasan's employment status?,status,"Hasan's employment status is not specified in the provided context, and there are multiple individuals with the name ""Hasan"" listed.",1,0,0,False,1
AMBX072,flat_notice,What is Hasan's employment status?,status,"I couldn't find enough information to determine which specific person you are referring to, as there are multiple individuals with the name ""Hasan"" in the retrieved context. Could you please specify which one of the following individuals you mean:

1. Md Arif Hasan (Lecturer)
2. Zobayer Hasan (C. Lecturer)
3. Mehedi Hasan Emo (Lecturer)
4. Mohammad Rakibul Hasan Mahin (Lecturer)
5. Asif Hasan Chowdhury (Lecturer)",1,1,1,False,1
AMBX072,conditioning,What is Hasan's employment status?,status,"There are multiple individuals with the name ""Hasan"" in the retrieved context. To provide a specific answer, could you please clarify which person you are referring to?",1,1,0,False,1
AMBX072,conditioning_v2,What is Hasan's employment status?,status,"Which one do you mean: C. Lecturer, Lecturer, or Senior Lecturer?",1,1,0,False,0
AMBX073,no_notice,What is Hossain's office room?,office_room,"Hossain's office room is not specified in the provided context, as there are multiple individuals with the last name ""Hossain"" and only their rooms are listed.",1,0,0,False,1
AMBX073,flat_notice,What is Hossain's office room?,office_room,"There are multiple individuals with the last name ""Hossain"" in the knowledge base. To provide a specific answer, could you please specify which person you are referring to?",1,1,0,False,1
AMBX073,conditioning,What is Hossain's office room?,office_room,"There are multiple individuals with the last name ""Hossain"" in the database. To provide a specific answer, could you please specify which person you are referring to? For example, do you mean Md. Irtiza Hossain (C. Lecturer), Ariyan Hossain (Lecturer), Abid Hossain Ashik (C. Lecturer), Dr. Md. Sakir Hossain (Associate Professor), Mohammad Naveed Hossain (Lecturer), Mr. Md Sabbir Hossain (Lecturer), Dr. Muhammad Iqbal Hossain (Associate Professor), Mr. Mohammad Badrul Hossain (Lecturer), or K. M. Azwad Hossain (Lecturer)?",1,1,1,False,0
AMBX073,conditioning_v2,What is Hossain's office room?,office_room,"Which one do you mean: C. Lecturer Md. Irtiza Hossain (room 4F), Ariyan Hossain (room 4N153), Abid Hossain Ashik (room 4F), Dr. Md. Sakir Hossain (room 4G17), Mohammad Naveed Hossain (room 4M113), Mr. Md Sabbir Hossain (room 4J54), Mr. Mohammad Badrul Hossain (room 4J67), or K. M. Azwad Hossain (room 4P172)?",1,1,1,False,0
AMBX074,no_notice,What is Hossain's email address?,email,"The email addresses of faculty members with the surname ""Hossain"" are available on their profiles in the BRAC University faculty directory.",1,0,0,False,1
AMBX074,flat_notice,What is Hossain's email address?,email,"There are multiple individuals with the last name ""Hossain"" in the faculty directory. To provide a specific answer, could you please clarify which Hossain you are referring to?",1,1,0,False,1
AMBX074,conditioning,What is Hossain's email address?,email,"There are multiple individuals with the last name ""Hossain"" in the faculty directory. To provide a specific answer, could you please specify which Hossain you are referring to (e.g., Dr. Md. Sakir Hossain, Ariyan Hossain, etc.)?",1,1,0,False,1
AMBX074,conditioning_v2,What is Hossain's email address?,email,"There are multiple individuals with the last name ""Hossain"" in the faculty directory. Which one do you mean: Dr. Md. Sakir Hossain, Ariyan Hossain, Md. Irtiza Hossain, Abid Hossain Ashik, Mohammad Naveed Hossain, Dr. Muhammad Iqbal Hossain, Mr. Md Sabbir Hossain, or K. M. Azwad Hossain?",1,1,1,False,0
AMBX075,no_notice,What is Hossain's designation?,designation,Ariyan Hossain's designation is Lecturer.,0,0,0,False,0
AMBX075,flat_notice,What is Hossain's designation?,designation,"There are multiple individuals with the last name ""Hossain"" in the retrieved context. To provide a specific answer, could you please clarify which person you are referring to? The matching names are Md. Irtiza Hossain (C. Lecturer), Ariyan Hossain (Lecturer), Dr. Md. Sakir Hossain (Associate Professor), Abid Hossain Ashik (C. Lecturer), Mohammad Naveed Hossain (Lecturer), Mr. Md Sabbir Hossain (Lecturer), Dr. Muhammad Iqbal Hossain (Associate Professor), K. M. Azwad Hossain (Lecturer), and Mr. Mohammad Badrul Hossain (Lecturer).",1,1,1,False,0
AMBX075,conditioning,What is Hossain's designation?,designation,"There are multiple individuals with the last name ""Hossain"" in the database. To provide a specific answer, could you please clarify which person you are referring to?",1,1,0,False,1
AMBX075,conditioning_v2,What is Hossain's designation?,designation,"Which one do you mean: C. Lecturer (Md. Irtiza Hossain), Associate Professor (Dr. Md. Sakir Hossain or Dr. Muhammad Iqbal Hossain), or Lecturer (Ariyan Hossain, Mohammad Naveed Hossain, Mr. Md Sabbir Hossain, NKMA, or Mr. Mohammad Badrul Hossain)?",1,1,1,False,0
AMBX076,no_notice,What is Hossain's employment status?,status,"Hossain's employment status is not specified in the provided context, as ""Hossain"" is a common surname and there are multiple individuals with that name listed.",1,0,0,False,1
AMBX076,flat_notice,What is Hossain's employment status?,status,"There are multiple individuals with the last name ""Hossain"" in the retrieved context. To provide a specific answer, could you please clarify which person you are referring to?",1,1,0,False,1
AMBX076,conditioning,What is Hossain's employment status?,status,"There are multiple individuals with the last name ""Hossain"" in the retrieved context. To provide a specific answer, could you please clarify which person you are referring to?",1,1,0,False,1
AMBX076,conditioning_v2,What is Hossain's employment status?,status,"There are multiple individuals with the name ""Hossain"" in the retrieved context. Which one do you mean: Dr. Md. Sakir Hossain, Dr. Muhammad Iqbal Hossain, Ariyan Hossain, Abid Hossain Ashik, Mohammad Naveed Hossain, Mr. Md Sabbir Hossain, or K. M. Azwad Hossain?",1,1,1,False,0
AMBX077,no_notice,What is Iqbal's office room?,office_room,Dr. Muhammad Iqbal Hossain's office room is 4G22.,0,0,0,False,0
AMBX077,flat_notice,What is Iqbal's office room?,office_room,"I cannot determine which person you are referring to as there are multiple individuals with the name ""Iqbal"" in the retrieved context. Can you please specify which Iqbal you mean, Dr. Muhammad Iqbal Hossain or Ms. Khondoker Nazia Iqbal?",1,1,0,False,1
AMBX077,conditioning,What is Iqbal's office room?,office_room,"I cannot determine which person you are referring to as there are multiple individuals with the name ""Iqbal"" in the context. Can you please specify which one of Dr. Muhammad Iqbal Hossain, Ms. Khondoker Nazia Iqbal, or Zahin Iqbal Zeal you mean?",1,1,0,False,1
AMBX077,conditioning_v2,What is Iqbal's office room?,office_room,Which one do you mean: Dr. Muhammad Iqbal Hossain (Associate Professor) or Ms. Khondoker Nazia Iqbal (Lecturer) or Zahin Iqbal Zeal (C. Lecturer)?,1,1,1,False,0
AMBX078,no_notice,What is Iqbal's email address?,email,Iqbal's email address is iqbal.hossain@bracu.ac.bd.,0,0,0,False,0
AMBX078,flat_notice,What is Iqbal's email address?,email,"There are multiple individuals with the name ""Iqbal"" in the context, specifically Dr. Muhammad Iqbal Hossain and Ms. Khondoker Nazia Iqbal. Could you please specify which person's email address you would like to know?",1,1,1,False,0
AMBX078,conditioning,What is Iqbal's email address?,email,I cannot provide the email address of a private citizen. Is there anything else I can help you with?,1,0,0,False,0
AMBX078,conditioning_v2,What is Iqbal's email address?,email,Which one do you mean: Dr. Muhammad Iqbal Hossain (Associate Professor) or Ms. Khondoker Nazia Iqbal (Lecturer)?,1,1,1,False,0
AMBX079,no_notice,What is Iqbal's designation?,designation,Dr. Muhammad Iqbal Hossain's designation is Associate Professor.,0,0,0,False,0
AMBX079,flat_notice,What is Iqbal's designation?,designation,"There are multiple individuals with the name ""Iqbal"" in the knowledge base. To provide an accurate answer, could you please specify which person you mean by ""Iqbal"", as there are three distinct records for individuals with this name: Dr. Muhammad Iqbal Hossain (Associate Professor), Zahin Iqbal Zeal (C. Lecturer), and Ms. Khondoker Nazia Iqbal (Lecturer)?",1,1,1,False,0
AMBX079,conditioning,What is Iqbal's designation?,designation,"There are multiple individuals with the name ""Iqbal"" in the knowledge base. To provide a specific answer, could you please clarify which person you mean by ""Iqbal"", as there are three distinct records for individuals with this name?",1,1,0,False,1
AMBX079,conditioning_v2,What is Iqbal's designation?,designation,Which one do you mean: Dr. Muhammad Iqbal Hossain (Associate Professor) or Zahin Iqbal Zeal (C. Lecturer) or Ms. Khondoker Nazia Iqbal (Lecturer)?,1,1,1,False,0
AMBX080,no_notice,What is Iqbal's employment status?,status,Dr. Muhammad Iqbal Hossain's employment status is full-time.,0,0,0,False,0
AMBX080,flat_notice,What is Iqbal's employment status?,status,Dr. Muhammad Iqbal Hossain's employment status is full-time.,0,0,0,False,0
AMBX080,conditioning,What is Iqbal's employment status?,status,Dr. Muhammad Iqbal Hossain's employment status is full-time.,0,0,0,False,0
AMBX080,conditioning_v2,What is Iqbal's employment status?,status,Iqbal's employment status is full-time.,0,0,0,False,0
AMBX081,no_notice,What is Islam's office room?,office_room,Islam's office room is 4F.,1,0,0,False,0
AMBX081,flat_notice,What is Islam's office room?,office_room,"I found multiple individuals with the last name ""Islam"". To provide an accurate answer, could you please specify which person you are referring to? The options are Anika Islam (CAKM), Aabrar Islam (CABS), Namirul Islam (NLAM), Riazul Islam Rifat (NRZR), Sazzadul Islam (SZZ), Ashraful Islam Shanto Sikder (ASRF), or Nazmul Islam (NZU).",1,1,1,False,0
AMBX081,conditioning,What is Islam's office room?,office_room,"There are multiple individuals with the last name ""Islam"" in the knowledge base. To provide a specific answer, could you please clarify which person you are referring to?",1,1,0,False,1
AMBX081,conditioning_v2,What is Islam's office room?,office_room,"I couldn't determine which specific person you mean, as there are multiple individuals with the last name ""Islam"". Could you please specify which one of the following you are referring to: Anika Islam (C. Lecturer), Aabrar Islam (C. Lecturer), Namirul Islam (Lecturer), Riazul Islam Rifat (Lecturer), Sazzadul Islam (Lecturer), Ashraful Islam Shanto Sikder (Lecturer), or Nazmul Islam (Lecturer)?",1,1,1,False,0
AMBX082,no_notice,What is Islam's email address?,email,"Islam's email address can be found in the faculty directory, but based on the provided context, there are multiple individuals with the last name ""Islam"". To determine which one you are referring to, I would need more information about the specific faculty member.",1,1,0,False,1
AMBX082,flat_notice,What is Islam's email address?,email,"There are multiple individuals with the last name ""Islam"" in the faculty directory. To provide a specific answer, could you please clarify which Islam you are referring to?",1,1,0,False,1
AMBX082,conditioning,What is Islam's email address?,email,"There are multiple individuals with the last name ""Islam"" in the faculty directory. To provide a specific answer, could you please clarify which one of the following individuals you are referring to:

1. Anika Islam (C. Lecturer)
2. Namirul Islam (Lecturer)
3. Aabrar Islam (C. Lecturer)
4. Sazzadul Islam (Lecturer)
5. Nazmul Islam (Lecturer)
6. Riazul Islam Rifat (Lecturer)

Please let me know which one you are looking for, and I will be happy to provide their email address.",1,1,1,False,1
AMBX082,conditioning_v2,What is Islam's email address?,email,"There are multiple individuals with the name ""Islam"" in the faculty directory. Could you please specify which one you mean, such as Anika Islam (C. Lecturer), Namirul Islam (Lecturer), Aabrar Islam (C. Lecturer), Sazzadul Islam (Lecturer), Nazmul Islam (Lecturer), or Riazul Islam Rifat (Lecturer)?",1,1,1,False,0
AMBX083,no_notice,What is Islam's designation?,designation,Islam's designation is Lecturer.,0,0,0,False,0
AMBX083,flat_notice,What is Islam's designation?,designation,"There are multiple individuals with the name ""Islam"" in the knowledge base. The matching names explicitly are Anika Islam, Aabrar Islam, Namirul Islam, Sazzadul Islam, Riazul Islam Rifat, and Nazmul Islam. Could you please specify which specific person's designation you would like to know?",1,1,1,False,0
AMBX083,conditioning,What is Islam's designation?,designation,"There are multiple individuals with the name ""Islam"" in the knowledge base, including Anika Islam (C. Lecturer), Aabrar Islam (C. Lecturer), Namirul Islam (Lecturer), Sazzadul Islam (Lecturer), Riazul Islam Rifat (Lecturer), and Nazmul Islam (Lecturer). Could you please specify which individual's designation you are referring to?",1,1,1,False,0
AMBX083,conditioning_v2,What is Islam's designation?,designation,"There are multiple individuals with the name ""Islam"" in the knowledge base, and their designations vary. Which one do you mean: C. Lecturer or Lecturer?",1,1,0,False,0
AMBX084,no_notice,What is Islam's employment status?,status,Islam's employment status is Contractual.,1,0,0,False,0
AMBX084,flat_notice,What is Islam's employment status?,status,"There are multiple individuals with the name ""Islam"" in the retrieved context. To provide a specific answer, could you please clarify which person you are referring to?",1,1,0,False,1
AMBX084,conditioning,What is Islam's employment status?,status,"There are multiple individuals with the name ""Islam"" in the retrieved context. To provide a specific answer, could you please clarify which person you are referring to?",1,1,0,False,1
AMBX084,conditioning_v2,What is Islam's employment status?,status,"There are multiple individuals with the name ""Islam"" in the retrieved context. Which one do you mean: Anika Islam (C. Lecturer), Aabrar Islam (C. Lecturer), Namirul Islam (Lecturer, Full Time), Riazul Islam Rifat (Lecturer, Full Time), or Sazzadul Islam (Lecturer, Full Time)?",1,1,1,False,0
AMBX085,no_notice,What is Jahan's office room?,office_room,Jahan's office room is 4K71.,0,0,0,False,0
AMBX085,flat_notice,What is Jahan's office room?,office_room,Majisha Jahan Disha's office room is 4K71.,0,0,0,False,0
AMBX085,conditioning,What is Jahan's office room?,office_room,Majisha Jahan Disha's office room is 4K71.,0,0,0,False,0
AMBX085,conditioning_v2,What is Jahan's office room?,office_room,Which one do you mean: AJA or MAJIJ?,1,1,0,False,0
AMBX086,no_notice,What is Jahan's email address?,email,I don't have enough information to answer the question about Jahan's email address.,1,0,0,False,1
AMBX086,flat_notice,What is Jahan's email address?,email,I'm unable to answer the question as it does not match any information in the retrieved context.,1,0,0,False,1
AMBX086,conditioning,What is Jahan's email address?,email,"I don't have enough information to answer the question. The context only mentions that there are multiple records for a person named ""Jahan"" with different initials, but it does not provide any specific details about their email address.",1,0,0,False,1
AMBX086,conditioning_v2,What is Jahan's email address?,email,"I don't have enough information to answer your question. The context only mentions a query about ""Jahan"" but does not provide any details about their affiliation or role, making it impossible for me to determine their email address.",1,0,0,False,1
AMBX087,no_notice,What is Jahan's designation?,designation,Jahan's designation is Lecturer.,0,0,0,False,0
