query_id,condition,original__avoids_false_confidence,reworded__avoids_false_confidence,original__asks_for_clarification,reworded__asks_for_clarification,original__offers_disambiguator,reworded__offers_disambiguator
AMBX198,conditioning,0,1,0,0,0,0
AMBX199,no_notice,0,1,0,0,0,0
AMBX199,flat_notice,0,1,1,1,1,0
AMBX199,conditioning,0,1,1,1,1,1
AMBX200,no_notice,0,1,0,0,0,0
AMBX200,flat_notice,0,1,0,0,0,0
AMBX200,conditioning,0,1,0,0,0,0
AMBX201,no_notice,0,0,0,0,0,0
AMBX201,flat_notice,0,0,0,0,0,0
AMBX201,conditioning,0,0,0,0,0,0
AMBX202,no_notice,0,1,0,0,0,0
AMBX202,flat_notice,0,1,0,0,0,0
AMBX202,conditioning,0,1,0,0,0,0
AMBX203,no_notice,0,1,0,0,1,1
AMBX203,flat_notice,0,1,1,1,1,0
AMBX203,conditioning,0,1,1,1,1,0
AMBX204,no_notice,0,1,0,0,0,0
AMBX204,flat_notice,0,1,0,0,0,0
AMBX204,conditioning,0,1,0,0,0,0
AMBX205,no_notice,0,0,0,0,0,0
AMBX205,flat_notice,1,1,1,1,0,0
AMBX205,conditioning,1,1,1,1,0,0
AMBX206,no_notice,0,0,0,0,0,0
AMBX206,flat_notice,0,1,1,1,1,1
AMBX206,conditioning,0,1,1,1,1,1
AMBX207,no_notice,0,1,0,0,0,0
AMBX207,flat_notice,1,1,1,1,0,0
AMBX207,conditioning,1,1,1,1,0,0
AMBX208,no_notice,0,1,0,0,0,0
AMBX208,flat_notice,0,1,1,1,1,1
AMBX208,conditioning,0,1,1,1,1,1
AMBX209,no_notice,0,1,0,0,0,0
AMBX209,flat_notice,1,1,1,1,0,1
AMBX209,conditioning,0,1,1,1,1,0
AMBX210,no_notice,1,1,0,0,0,0
AMBX210,flat_notice,1,1,0,0,0,0
AMBX210,conditioning,1,1,0,0,0,0
AMBX211,no_notice,0,1,0,0,0,0
AMBX211,flat_notice,0,1,1,1,1,1
AMBX211,conditioning,0,1,1,1,1,0
AMBX212,no_notice,1,1,0,0,0,0
AMBX212,flat_notice,1,1,0,0,0,0
AMBX212,conditioning,1,1,0,0,0,0
AMBX213,no_notice,0,1,0,0,0,0
AMBX213,flat_notice,0,1,0,0,0,0
AMBX213,conditioning,0,1,0,0,0,0
AMBX214,no_notice,0,1,0,0,1,0
AMBX214,flat_notice,1,1,1,1,0,0
AMBX214,conditioning,1,1,1,1,0,1
AMBX215,no_notice,0,1,0,0,0,0
AMBX215,flat_notice,0,1,1,1,1,1
AMBX215,conditioning,0,1,1,1,1,1
AMBX216,no_notice,0,1,0,0,0,0
AMBX216,flat_notice,0,1,0,0,0,0
AMBX216,conditioning,0,1,0,0,0,0
AMBX217,no_notice,0,1,0,0,0,0
AMBX217,flat_notice,1,1,1,1,0,0
AMBX217,conditioning,1,1,1,1,0,0
AMBX218,no_notice,0,0,0,0,0,0
AMBX218,flat_notice,0,0,0,0,0,0
AMBX218,conditioning,0,0,0,0,0,0
AMBX219,no_notice,0,1,0,0,0,0
AMBX219,flat_notice,0,1,1,1,1,0
AMBX219,conditioning,0,1,1,1,1,0
AMBX220,no_notice,0,1,0,0,0,0
AMBX220,flat_notice,0,1,0,0,0,0
AMBX220,conditioning,0,1,0,0,0,0
