id,Question,cluster_id,cluster_size
1664,Can someone help — where is the Savar (TARC/RS) campus located?,1793,4
1726,"Just wondering, where is the Savar (TARC/RS) campus located?",1793,4
1793,Where can I find the Savar (TARC/RS) campus?,1793,4
1794,Where is the Savar (TARC/RS) campus located?,1793,4
1657,Before I forget to ask — which courses are compulsory during the Residential Semester?,1794,4
1712,"I wanted to ask, which courses are compulsory during the Residential Semester?",1794,4
1764,"Random question, which courses are compulsory during the Residential Semester?",1794,4
1795,Which courses are compulsory during the Residential Semester?,1794,4
1675,Curious about something: who should a student contact if they have a problem with a roommate or the dorm?,1796,4
1727,"Just wondering, who should a student contact if they have a problem with a roommate or the dorm?",1796,4
1777,"This might be a silly question, but who should a student contact if they have a problem with a roommate or the dorm?",1796,4
1797,Who should a student contact if they have a problem with a roommate or the dorm?,1796,4
1798,Am I allowed to change my password on the lab PC?,1814,4
1800,Before I forget to ask — can I change my password on the lab PC?,1814,4
1804,Can I change my password on the lab PC?,1814,4
1815,Curious about something: can I change my password on the lab PC?,1814,4
1799,Am I allowed to save files on the lab PCs?,1823,4
1805,Can I save files on the lab PCs?,1823,4
1816,Curious about something: can I save files on the lab PCs?,1823,4
1824,For a friend who's asking — can I save files on the lab PCs?,1823,4
1802,Before I forget to ask — is buX designed to work for students with poor internet connectivity?,1871,4
1818,Curious about something: is buX designed to work for students with poor internet connectivity?,1871,4
1865,I looked around the site but couldn't find it — is buX designed to work for students with poor internet connectivity?,1871,4
1872,Is buX designed to work for students with poor internet connectivity?,1871,4
1834,"Hey, how to fix the problem of Xiaomi phone Wi-Fi does not show issue fixing manual?",1881,4
1857,How to fix the problem of Xiaomi phone Wi-Fi does not show issue fixing manual?,1881,4
1863,I looked around the site but couldn't find it — how to fix the problem of Xiaomi phone Wi-Fi does not show issue fixing manual?,1881,4
1882,"New student here, how to fix the problem of Xiaomi phone Wi-Fi does not show issue fixing manual?",1881,4
1819,Curious about something: is Connect the same system some older BRACU documents refer to as USIS?,1884,4
1836,"Hey, is Connect the same system some older BRACU documents refer to as USIS?",1884,4
1873,Is Connect the same system some older BRACU documents refer to as USIS?,1884,4
1885,"New student here, is Connect the same system some older BRACU documents refer to as USIS?",1884,4
1837,"Hey, is their any additional cloud storage available in g-suite?",1885,4
1866,I looked around the site but couldn't find it — is their any additional cloud storage available in g-suite?,1885,4
1874,Is their any additional cloud storage available in g-suite?,1885,4
1886,"New student here, is their any additional cloud storage available in g-suite?",1885,4
1861,I forgot my BRACU Wi-fi password. How can I reset it?,1894,4
1864,I looked around the site but couldn't find it — I forgot my BRACU Wi-fi password. How can I reset it?,1894,4
1884,"New student here, I forgot my BRACU Wi-fi password. How can I reset it?",1894,4
1895,No idea if this is written down anywhere — I forgot my BRACU Wi-fi password. How can I reset it?,1894,4
1817,Curious about something: does BRAC University have its own mobile app?,1906,4
1823,Does BRAC University have its own mobile app?,1906,4
1896,"Not sure if this is covered elsewhere, but does BRAC University have its own mobile app?",1906,4
1907,Quick question — does BRAC University have its own mobile app?,1906,4
1858,How to get the Bracu WiFi?,1910,4
1883,"New student here, how to get the Bracu WiFi?",1910,4
1905,One thing I couldn't find anywhere: how to get the Bracu WiFi?,1910,4
1911,"Random question, how to get the Bracu WiFi?",1910,4
1807,Can someone help — how to create/resest Lab Computer Login ID and Password?,1914,4
1833,"Hey, how to create/resest Lab Computer Login ID and Password?",1914,4
1856,How to create/resest Lab Computer Login ID and Password?,1914,4
1915,"Sorry if this was already answered, but how to create/resest Lab Computer Login ID and Password?",1914,4
1820,Did BRAC University provide any support for students who couldn't afford internet access during the shift to buX?,1919,4
1831,"Hey, did BRAC University provide any support for students who couldn't afford internet access during the shift to buX?",1919,4
1903,One thing I couldn't find anywhere: did BRAC University provide any support for students who couldn't afford internet access during the shift to buX?,1919,4
1920,"This might be a silly question, but did BRAC University provide any support for students who couldn't afford internet access during the shift to buX?",1919,4
1808,Can someone help — what does the BRAC University IT Systems Office manage?,1924,4
1838,"Hey, what does the BRAC University IT Systems Office manage?",1924,4
1879,"Kind of urgent, but what does the BRAC University IT Systems Office manage?",1924,4
1925,What does the BRAC University IT Systems Office manage?,1924,4
1867,I looked around the site but couldn't find it — what is buX and who is it for?,1926,4
1880,"Kind of urgent, but what is buX and who is it for?",1926,4
1899,"Not sure if this is covered elsewhere, but what is buX and who is it for?",1926,4
1927,What is buX and who is it for?,1926,4
1813,Can you tell me what G Suite used for at BRAC University is?,1927,4
1868,I looked around the site but couldn't find it — what is G Suite used for at BRAC University?,1927,4
1887,"New student here, what is G Suite used for at BRAC University?",1927,4
1928,What is G Suite used for at BRAC University?,1927,4
1814,Can you tell me what Moodle/Courseware used for at BRAC University is?,1928,4
1888,"New student here, what is Moodle/Courseware used for at BRAC University?",1928,4
1912,"Random question, what is Moodle/Courseware used for at BRAC University?",1928,4
1929,What is Moodle/Courseware used for at BRAC University?,1928,4
1826,For a friend who's asking — what kind of content and features does buX provide for a course?,1929,4
1871,"I wanted to ask, what kind of content and features does buX provide for a course?",1929,4
1900,"Not sure if this is covered elsewhere, but what kind of content and features does buX provide for a course?",1929,4
1930,What kind of content and features does buX provide for a course?,1929,4
1889,"New student here, what platform is buX built on, and when was it launched?",1930,4
1913,"Random question, what platform is buX built on, and when was it launched?",1930,4
1918,"Sorry if this was already answered, but what platform is buX built on, and when was it launched?",1930,4
1931,"What platform is buX built on, and when was it launched?",1930,4
1810,Can someone help — what should I do if a lab PC is not working or is unresponsive?,1931,4
1844,"Hi, what should I do if a lab PC is not working or is unresponsive?",1931,4
1901,"Not sure if this is covered elsewhere, but what should I do if a lab PC is not working or is unresponsive?",1931,4
1932,What should I do if a lab PC is not working or is unresponsive?,1931,4
1811,Can someone help — what should I do if Connect shows incorrect information about my registered courses?,1932,4
1827,For a friend who's asking — what should I do if Connect shows incorrect information about my registered courses?,1932,4
1919,"Sorry if this was already answered, but what should I do if Connect shows incorrect information about my registered courses?",1932,4
1933,What should I do if Connect shows incorrect information about my registered courses?,1932,4
1881,"Kind of urgent, but what should I do if I can’t log in to a lab PC?",1933,4
1908,Quick question — what should I do if I can’t log in to a lab PC?,1933,4
1924,"This might be a silly question, but what should I do if I can’t log in to a lab PC?",1933,4
1934,What should I do if I can’t log in to a lab PC?,1933,4
1828,For a friend who's asking — what should I do if my BRACU G Suite account is hacked or compromised?,1935,4
1845,"Hi, what should I do if my BRACU G Suite account is hacked or compromised?",1935,4
1906,One thing I couldn't find anywhere: what should I do if my BRACU G Suite account is hacked or compromised?,1935,4
1936,What should I do if my BRACU G Suite account is hacked or compromised?,1935,4
1847,How can I contact technical support if I encounter issues with my university account?,1936,4
1877,"Kind of urgent, but how can I contact technical support if I encounter issues with my university account?",1936,4
1904,One thing I couldn't find anywhere: how can I contact technical support if I encounter issues with my university account?,1936,4
1937,What steps do I need to follow to contact technical support if I encounter issues with my university account?,1936,4
1848,How can I set up two-factor authentication (2FA) for my BRACU G Suite email?,1937,4
1897,"Not sure if this is covered elsewhere, but how can I set up two-factor authentication (2FA) for my BRACU G Suite email?",1937,4
1921,"This might be a silly question, but how can I set up two-factor authentication (2FA) for my BRACU G Suite email?",1937,4
1938,What steps do I need to follow to set up two-factor authentication (2FA) for my BRACU G Suite email?,1937,4
1812,Can you tell me what BRAC University's student system called before it became 'Connect' was?,1938,4
1846,"Hi, what was BRAC University's student system called before it became 'Connect'?",1938,4
1876,"Just wondering, what was BRAC University's student system called before it became 'Connect'?",1938,4
1939,What was BRAC University's student system called before it became 'Connect'?,1938,4
1849,How do I access my BRAC University G Suite email?,1939,4
1869,"I wanted to ask, how do I access my BRAC University G Suite email?",1939,4
1891,No idea if this is written down anywhere — how do I access my BRAC University G Suite email?,1939,4
1940,What's the process to access my BRAC University G Suite email?,1939,4
1840,"Hi, how do I connect to the Wi-Fi network at the Savar (RS) campus?",1941,4
1851,How do I connect to the Wi-Fi network at the Savar (RS) campus?,1941,4
1892,No idea if this is written down anywhere — how do I connect to the Wi-Fi network at the Savar (RS) campus?,1941,4
1942,What's the process to connect to the Wi-Fi network at the Savar (RS) campus?,1941,4
1852,How do I log in to the BRAC University lab PCs?,1942,4
1878,"Kind of urgent, but how do I log in to the BRAC University lab PCs?",1942,4
1898,"Not sure if this is covered elsewhere, but how do I log in to the BRAC University lab PCs?",1942,4
1943,What's the process to log in to the BRAC University lab PCs?,1942,4
1801,Before I forget to ask — how do I log out of a BRAC University lab PC?,1943,4
1806,Can someone help — how do I log out of a BRAC University lab PC?,1943,4
1853,How do I log out of a BRAC University lab PC?,1943,4
1944,What's the process to log out of a BRAC University lab PC?,1943,4
1854,How do I raise a ticket or ask a question through the university's helpdesk portal?,1944,4
1862,I looked around the site but couldn't find it — how do I raise a ticket or ask a question through the university's helpdesk portal?,1944,4
1893,No idea if this is written down anywhere — how do I raise a ticket or ask a question through the university's helpdesk portal?,1944,4
1945,What's the process to raise a ticket or ask a question through the university's helpdesk portal?,1944,4
1825,For a friend who's asking — how do I reset my BRACU student portal password?,1945,4
1855,How do I reset my BRACU student portal password?,1945,4
1870,"I wanted to ask, how do I reset my BRACU student portal password?",1945,4
1946,What's the process to reset my BRACU student portal password?,1945,4
1803,"Before I forget to ask — who do I contact for general student service issues like ID, registration or exam queries?",1947,4
1829,"For a friend who's asking — who do I contact for general student service issues like ID, registration or exam queries?",1947,4
1909,"Quick question — who do I contact for general student service issues like ID, registration or exam queries?",1947,4
1948,"Who do I contact for general student service issues like ID, registration or exam queries?",1947,4
1830,For a friend who's asking — why am I not receiving emails in my BRACU G Suite account?,1948,4
1839,"Hey, why am I not receiving emails in my BRACU G Suite account?",1948,4
1910,Quick question — why am I not receiving emails in my BRACU G Suite account?,1948,4
1949,Why am I not receiving emails in my BRACU G Suite account?,1948,4
1980,Can you tell me what the penalty for breaking/dividing a group during Pre-Thesis I is?,2088,4
1981,Can you tell me what the penalty for breaking/dividing a group during Pre-Thesis II is?,2088,4
2088,What is the penalty for breaking/dividing a group during Pre-Thesis I?,2088,4
2089,What is the penalty for breaking/dividing a group during Pre-Thesis II?,2088,4
2186,What is the first outbound timing for Route-02 (Mirpur-A)?,2201,4
2187,What is the first outbound timing for Route-02 (Mirpur-B)?,2201,4
2201,What is the second outbound timing for Route-02 (Mirpur-A)?,2201,4
2202,What is the second outbound timing for Route-02 (Mirpur-B)?,2201,4
2233,Before I forget to ask — did BRAC Onnesha win any awards?,2258,4
2247,Did BRAC Onnesha win any awards?,2258,4
2251,I looked around the site but couldn't find it — did BRAC Onnesha win any awards?,2258,4
2259,"Just wondering, did BRAC Onnesha win any awards?",2258,4
2260,"Just wondering, roughly how many students and academic staff does BRAC University have?",2277,4
2262,"Kind of urgent, but roughly how many students and academic staff does BRAC University have?",2277,4
2271,Quick question — roughly how many students and academic staff does BRAC University have?,2277,4
2278,Roughly how many students and academic staff does BRAC University have?,2277,4
2237,Can someone help — what academic accreditations and affiliations does BRAC University hold?,2280,4
2275,"Random question, what academic accreditations and affiliations does BRAC University hold?",2280,4
2279,"Sorry if this was already answered, but what academic accreditations and affiliations does BRAC University hold?",2280,4
2281,What academic accreditations and affiliations does BRAC University hold?,2280,4
2240,Can you tell me what BRAC University's official colours are?,2281,4
2252,I looked around the site but couldn't find it — what are BRAC University's official colours?,2281,4
2257,"I wanted to ask, what are BRAC University's official colours?",2281,4
2282,What are BRAC University's official colours?,2281,4
2238,Can someone help — what is the Academic Council responsible for?,2285,4
2242,Can you tell me what the Academic Council responsible for is?,2285,4
2272,Quick question — what is the Academic Council responsible for?,2285,4
2286,What is the Academic Council responsible for?,2285,4
2254,"I looked around the site but couldn't find it — what orbit did BRAC Onnesha operate in, and what was it capable of?",2288,4
2264,"New student here, what orbit did BRAC Onnesha operate in, and what was it capable of?",2288,4
2266,"No idea if this is written down anywhere — what orbit did BRAC Onnesha operate in, and what was it capable of?",2288,4
2289,"What orbit did BRAC Onnesha operate in, and what was it capable of?",2288,4
53,"For Postgraduate programs, which documents are required to submit by the candidates who have passed from abroad?",115,3
54,For Undergraduate programs which documents are required to be submitted by the candidates who have passed from abroad?,115,3
116,"This might be a silly question, but for Postgraduate programs, which documents are required to submit by the candidates who have passed from abroad?",115,3
212,"I forgot my connect ID password, what should I do?",239,3
213,"I forgot my connect ID, what should I do?",239,3
240,"No idea if this is written down anywhere — I forgot my connect ID password, what should I do?",239,3
169,Can you tell me what the differences between Repeat vs Retake are?,273,3
263,What are the differences between Repeat vs Retake?,273,3
274,What is the difference between repeat and retake?,273,3
346,Quick question — what services does the Center of Entrepreneurship Development (CED) offer?,393,3
389,What services does the Center of Entrepreneurship Development (CED) offer?,393,3
394,What support does the Center of Entrepreneurship Development (CED) provide?,393,3
331,How can I access the Prayer Room for females?,420,3
392,What steps do I need to follow to access the Prayer Room for females?,420,3
421,Where can I find the Prayer Room for females?,420,3
457,Am I allowed to take a course on a Pass/Fail basis instead of a letter grade?,501,3
471,Can I take a course on a Pass/Fail basis instead of a letter grade?,501,3
502,"Hey, can I take a course on a Pass/Fail basis instead of a letter grade?",501,3
509,"Hi, how is the CGPA calculated?",522,3
515,How is the CGPA calculated?,522,3
523,I looked around the site but couldn't find it — how is the CGPA calculated?,522,3
459,"Are students required to attend all quizzes, tests and assignments, or can some be skipped?",553,3
527,"I wanted to ask, are students required to attend all quizzes, tests and assignments, or can some be skipped?",553,3
554,"New student here, are students required to attend all quizzes, tests and assignments, or can some be skipped?",553,3
499,For a friend who's asking — how much of my final grade in a course comes from class attendance?,557,3
519,How much of my final grade in a course comes from class attendance?,557,3
558,No idea if this is written down anywhere — how much of my final grade in a course comes from class attendance?,557,3
529,"I wanted to ask, is there a CGPA cushion for students in their early semesters?",559,3
541,Is there a CGPA cushion for students in their early semesters?,559,3
560,No idea if this is written down anywhere — is there a CGPA cushion for students in their early semesters?,559,3
486,Curious about something: how early should students arrive at the exam hall?,560,3
514,How early should students arrive at the exam hall?,560,3
561,"Not sure if this is covered elsewhere, but how early should students arrive at the exam hall?",560,3
517,How long can a student remain below the minimum CGPA before facing withdrawal?,568,3
555,"New student here, how long can a student remain below the minimum CGPA before facing withdrawal?",568,3
569,Quick question — how long can a student remain below the minimum CGPA before facing withdrawal?,568,3
500,For a friend who's asking — is there a check on whether a teacher's grading is fair across a class?,570,3
542,Is there a check on whether a teacher's grading is fair across a class?,570,3
571,Quick question — is there a check on whether a teacher's grading is fair across a class?,570,3
493,Do you know how many times can a student retake a course after getting an F grade?,584,3
518,How many times can a student retake a course after getting an F grade?,584,3
585,"This might be a silly question, but how many times can a student retake a course after getting an F grade?",584,3
564,One thing I couldn't find anywhere: what academic honors can undergraduate students earn at graduation based on CGPA?,587,3
586,"This might be a silly question, but what academic honors can undergraduate students earn at graduation based on CGPA?",587,3
588,What academic honors can undergraduate students earn at graduation based on CGPA?,587,3
557,"New student here, what are the Dean's List and Vice-Chancellor's (VC's) List, and how do I qualify?",589,3
572,"Quick question — what are the Dean's List and Vice-Chancellor's (VC's) List, and how do I qualify?",589,3
590,"What are the Dean's List and Vice-Chancellor's (VC's) List, and how do I qualify?",589,3
483,Can you tell me what the passing and failing grades at BRAC University are?,590,3
550,"Kind of urgent, but what are the passing and failing grades at BRAC University?",590,3
591,What are the passing and failing grades at BRAC University?,590,3
465,"Before I forget to ask — what CGPA do I need to stay in good academic standing, and when am I placed on probation?",591,3
504,"Hey, what CGPA do I need to stay in good academic standing, and when am I placed on probation?",591,3
592,"What CGPA do I need to stay in good academic standing, and when am I placed on probation?",591,3
531,"I wanted to ask, what counts as 'unfair means' during an exam and what happens if a student is caught?",592,3
551,"Kind of urgent, but what counts as 'unfair means' during an exam and what happens if a student is caught?",592,3
593,What counts as 'unfair means' during an exam and what happens if a student is caught?,592,3
466,Before I forget to ask — what is an 'Incomplete' (I) grade and how is it different from a Retake?,597,3
506,"Hey, what is an 'Incomplete' (I) grade and how is it different from a Retake?",597,3
598,What is an 'Incomplete' (I) grade and how is it different from a Retake?,597,3
477,Can you tell me what the Chancellor's Gold Medal and the Vice-Chancellor's Gold Medal is?,598,3
490,Curious about something: what is the Chancellor's Gold Medal and the Vice-Chancellor's Gold Medal?,598,3
599,What is the Chancellor's Gold Medal and the Vice-Chancellor's Gold Medal?,598,3
480,Can you tell me what the difference between a 'Retake' and a 'Repeat' at BRAC University is?,600,3
526,I looked around the site but couldn't find it — what is the difference between a 'Retake' and a 'Repeat' at BRAC University?,600,3
601,What is the difference between a 'Retake' and a 'Repeat' at BRAC University?,600,3
481,Can you tell me what the formula BRAC University uses to calculate GPA is?,601,3
552,"Kind of urgent, but what is the formula BRAC University uses to calculate GPA?",601,3
602,What is the formula BRAC University uses to calculate GPA?,601,3
484,Can you tell me what the procedure to apply for a make-up exam if a student misses an exam due to illness is?,603,3
547,"Just wondering, what is the procedure to apply for a make-up exam if a student misses an exam due to illness?",603,3
604,What is the procedure to apply for a make-up exam if a student misses an exam due to illness?,603,3
468,Before I forget to ask — what items are prohibited in the exam hall?,604,3
491,Curious about something: what items are prohibited in the exam hall?,604,3
605,What items are prohibited in the exam hall?,604,3
508,"Hey, what refund do I get if I withdraw from a course during the Summer 2026-style refund windows?",606,3
548,"Just wondering, what refund do I get if I withdraw from a course during the Summer 2026-style refund windows?",606,3
607,What refund do I get if I withdraw from a course during the Summer 2026-style refund windows?,606,3
578,"Random question, what should a course teacher do if a student misses the final exam for a valid reason?",607,3
587,"This might be a silly question, but what should a course teacher do if a student misses the final exam for a valid reason?",607,3
608,What should a course teacher do if a student misses the final exam for a valid reason?,607,3
469,Before I forget to ask — what should students do if they have a scheduling conflict with their exams?,608,3
579,"Random question, what should students do if they have a scheduling conflict with their exams?",608,3
609,What should students do if they have a scheduling conflict with their exams?,608,3
650,For a friend who's asking — how to apply for club outdoor activites or tour?,672,3
665,"Hi, how to apply for club outdoor activites or tour?",672,3
673,How to apply for club outdoor activites or tour?,672,3
638,Curious about something: how to contact with OCA?,677,3
666,"Hi, how to contact with OCA?",677,3
678,How to contact with OCA?,677,3
659,"Hey, how to submit report after a club event?",683,3
682,How to submit report after a club event?,683,3
684,I looked around the site but couldn't find it — how to submit report after a club event?,683,3
621,Can someone help — have BRAC University clubs competed in inter-university cultural competitions?,695,3
657,Have BRAC University clubs competed in inter-university cultural competitions?,695,3
696,"Kind of urgent, but have BRAC University clubs competed in inter-university cultural competitions?",695,3
617,Before I forget to ask — does BRAC University take part in inter-university sports tournaments regularly?,710,3
649,Does BRAC University take part in inter-university sports tournaments regularly?,710,3
711,One thing I couldn't find anywhere: does BRAC University take part in inter-university sports tournaments regularly?,710,3
618,Before I forget to ask — has BRAC University ever won the World Universities Debating Championship (WUDC)?,718,3
654,Has BRAC University ever won the World Universities Debating Championship (WUDC)?,718,3
719,"Random question, has BRAC University ever won the World Universities Debating Championship (WUDC)?",718,3
680,How to Get Certificate From Club Activities,719,3
707,"Not sure if this is covered elsewhere, but how to Get Certificate From Club Activities?",719,3
720,"Random question, how to Get Certificate From Club Activities?",719,3
708,"Not sure if this is covered elsewhere, but roughly how many clubs and societies does BRAC University have?",721,3
721,"Random question, roughly how many clubs and societies does BRAC University have?",721,3
722,Roughly how many clubs and societies does BRAC University have?,721,3
694,Is joining a club or society mandatory at BRAC University?,723,3
700,"Kind of urgent, but is joining a club or society mandatory at BRAC University?",723,3
724,"Sorry if this was already answered, but is joining a club or society mandatory at BRAC University?",723,3
620,Can I start my own club? What is the process?,726,3
715,"Quick question — can I start my own club, What is the process?",726,3
727,"This might be a silly question, but can I start my own club, What is the process?",726,3
647,Does BRAC University hold an official orientation event for new students each semester?,727,3
664,"Hi, does BRAC University hold an official orientation event for new students each semester?",727,3
728,"This might be a silly question, but does BRAC University hold an official orientation event for new students each semester?",727,3
626,Can you tell me what some examples of clubs students can join at BRAC University are?,731,3
651,For a friend who's asking — what are some examples of clubs students can join at BRAC University?,731,3
732,What are some examples of clubs students can join at BRAC University?,731,3
627,Can you tell me what the basic requirements and application process to start a new club at BRAC University are?,732,3
639,Curious about something: what are the basic requirements and application process to start a new club at BRAC University?,732,3
733,What are the basic requirements and application process to start a new club at BRAC University?,732,3
660,"Hey, what CGPA and credit requirements apply to club Executive Committee members?",733,3
702,"New student here, what CGPA and credit requirements apply to club Executive Committee members?",733,3
734,What CGPA and credit requirements apply to club Executive Committee members?,733,3
703,"New student here, what does the BRAC University Computer Club (BUCC) do?",734,3
730,"This might be a silly question, but what does the BRAC University Computer Club (BUCC) do?",734,3
735,What does the BRAC University Computer Club (BUCC) do?,734,3
717,Quick question — what does the IEEE Power & Energy Society (PES) BRACU chapter offer members?,735,3
725,"Sorry if this was already answered, but what does the IEEE Power & Energy Society (PES) BRACU chapter offer members?",735,3
736,What does the IEEE Power & Energy Society (PES) BRACU chapter offer members?,735,3
624,Can you tell me what BRAC Masters Invitational is?,736,3
713,One thing I couldn't find anywhere: what is BRAC Masters Invitational?,736,3
737,What is BRAC Masters Invitational?,736,3
625,Can you tell me what process of joining New Club is?,737,3
685,I looked around the site but couldn't find it — what is process of joining New Club?,737,3
738,What is process of joining New Club?,737,3
629,Can you tell me what the BRAC University Community Service Club (BUCSC) about is?,739,3
661,"Hey, what is the BRAC University Community Service Club (BUCSC) about?",739,3
740,What is the BRAC University Community Service Club (BUCSC) about?,739,3
630,Can you tell me what the BRAC University Football League (BUFL) is?,740,3
662,"Hey, what is the BRAC University Football League (BUFL)?",740,3
741,What is the BRAC University Football League (BUFL)?,740,3
631,Can you tell me what the budget for offline programs is?,742,3
686,I looked around the site but couldn't find it — what is the budget for offline programs?,742,3
743,What is the budget for offline programs?,742,3
632,Can you tell me what the budget for online programs is?,743,3
687,I looked around the site but couldn't find it — what is the budget for online programs?,743,3
744,What is the budget for online programs?,743,3
633,Can you tell me what the IEEE Computer Society BRACU Student Branch Chapter known for is?,744,3
667,"Hi, what is the IEEE Computer Society BRACU Student Branch Chapter known for?",744,3
745,What is the IEEE Computer Society BRACU Student Branch Chapter known for?,744,3
635,Can you tell me what the process for obtaining logistic support for events is?,746,3
652,For a friend who's asking — what is the process for obtaining logistic support for events?,746,3
747,What is the process for obtaining logistic support for events?,746,3
636,Can you tell me what the process for organizing club outdoor activities or study tours is?,747,3
690,"I wanted to ask, what is the process for organizing club outdoor activities or study tours?",747,3
748,What is the process for organizing club outdoor activities or study tours?,747,3
623,"Can someone help — what is the process for participating in international competitions, tours, or events?",748,3
653,"For a friend who's asking — what is the process for participating in international competitions, tours, or events?",748,3
749,"What is the process for participating in international competitions, tours, or events?",748,3
688,I looked around the site but couldn't find it — what opportunities are there for student leadership in volunteer organizations?,749,3
731,"This might be a silly question, but what opportunities are there for student leadership in volunteer organizations?",749,3
750,What opportunities are there for student leadership in volunteer organizations?,749,3
691,"I wanted to ask, what opportunities are there for students interested in music or dance?",750,3
701,"Kind of urgent, but what opportunities are there for students interested in music or dance?",750,3
751,What opportunities are there for students interested in music or dance?,750,3
663,"Hey, what other rules govern club Executive Committee elections, membership, and terms?",751,3
692,"I wanted to ask, what other rules govern club Executive Committee elections, membership, and terms?",751,3
752,"What other rules govern club Executive Committee elections, membership, and terms?",751,3
670,How can I find out more about specific clubs?,754,3
712,One thing I couldn't find anywhere: how can I find out more about specific clubs?,754,3
755,What steps do I need to follow to find out more about specific clubs?,754,3
672,How can I stay updated on upcoming games and events?,756,3
697,"Kind of urgent, but how can I stay updated on upcoming games and events?",756,3
757,What steps do I need to follow to stay updated on upcoming games and events?,756,3
693,"I wanted to ask, where can i play indoor games at the university?",758,3
709,"Not sure if this is covered elsewhere, but where can i play indoor games at the university?",758,3
759,Where can i play indoor games at the university?,758,3
705,"New student here, who did the 2022 BRAC University WUDC-winning team beat in the final?",760,3
714,One thing I couldn't find anywhere: who did the 2022 BRAC University WUDC-winning team beat in the final?,760,3
761,Who did the 2022 BRAC University WUDC-winning team beat in the final?,760,3
1343,Am I allowed to get my transcript faster than the standard 3 working days?,1374,3
1357,Can I get my transcript faster than the standard 3 working days?,1374,3
1375,For a friend who's asking — can I get my transcript faster than the standard 3 working days?,1374,3
1344,Am I required to need to pay any fee to collect my degree certificate at Convocation?,1375,3
1371,Do I need to pay any fee to collect my degree certificate at Convocation?,1375,3
1376,For a friend who's asking — do I need to pay any fee to collect my degree certificate at Convocation?,1375,3
1358,Can someone help — has BRAC University hosted any events focused specifically on academic integrity?,1382,3
1377,For a friend who's asking — has BRAC University hosted any events focused specifically on academic integrity?,1382,3
1383,Has BRAC University hosted any events focused specifically on academic integrity?,1382,3
1355,"Can a student take a leave of absence from BRAC University, and for how long?",1383,3
1369,"Curious about something: can a student take a leave of absence from BRAC University, and for how long?",1383,3
1384,"Hey, can a student take a leave of absence from BRAC University, and for how long?",1383,3
1401,I looked around the site but couldn't find it — is hazing prohibited at BRAC University?,1422,3
1412,Is hazing prohibited at BRAC University?,1422,3
1423,"Kind of urgent, but is hazing prohibited at BRAC University?",1422,3
1348,Are there specific items of clothing banned on the BRAC University campus?,1424,3
1374,Does BRAC University have specific items of clothing banned on the BRAC University campus?,1424,3
1425,"New student here, are there specific items of clothing banned on the BRAC University campus?",1424,3
1396,How much does it cost to request a Medium of Instruction letter?,1429,3
1422,"Kind of urgent, but how much does it cost to request a Medium of Instruction letter?",1429,3
1430,No idea if this is written down anywhere — how much does it cost to request a Medium of Instruction letter?,1429,3
1346,Are students allowed to sell items or run informal businesses on campus?,1437,3
1420,"Kind of urgent, but are students allowed to sell items or run informal businesses on campus?",1437,3
1438,One thing I couldn't find anywhere: are students allowed to sell items or run informal businesses on campus?,1437,3
1387,"Hey, is the convocation gown mine to keep, or do I need to return it?",1440,3
1413,"Is the convocation gown mine to keep, or do I need to return it?",1440,3
1441,"One thing I couldn't find anywhere: is the convocation gown mine to keep, or do I need to return it?",1440,3
1398,How to complain for cyber harassment / bullying?,1444,3
1440,One thing I couldn't find anywhere: how to complain for cyber harassment / bullying?,1444,3
1445,Quick question — how to complain for cyber harassment / bullying?,1444,3
1386,"Hey, I couldn't take my certificate on my convocation last year. Whats the procedure?",1447,3
1399,I couldn't take my certificate on my convocation last year. Whats the procedure?,1447,3
1448,"Random question, I couldn't take my certificate on my convocation last year. Whats the procedure?",1447,3
1356,Can a student who was expelled for disciplinary reasons be readmitted?,1453,3
1426,"New student here, can a student who was expelled for disciplinary reasons be readmitted?",1453,3
1454,"This might be a silly question, but can a student who was expelled for disciplinary reasons be readmitted?",1453,3
1390,How can a student file a complaint with the Office of the Proctor?,1454,3
1400,I looked around the site but couldn't find it — how can a student file a complaint with the Office of the Proctor?,1454,3
1455,"This might be a silly question, but how can a student file a complaint with the Office of the Proctor?",1454,3
1388,"Hi, what exactly does the Office of the Proctor handle at BRAC University?",1458,3
1424,"Kind of urgent, but what exactly does the Office of the Proctor handle at BRAC University?",1458,3
1459,What exactly does the Office of the Proctor handle at BRAC University?,1458,3
1407,"I wanted to ask, what happens if a student is caught cheating or plagiarizing more than once?",1459,3
1431,No idea if this is written down anywhere — what happens if a student is caught cheating or plagiarizing more than once?,1459,3
1460,What happens if a student is caught cheating or plagiarizing more than once?,1459,3
1364,Can you tell me what the Institutional Quality Assurance Cell (IQAC) at BRAC University is?,1468,3
1416,"Just wondering, what is the Institutional Quality Assurance Cell (IQAC) at BRAC University?",1468,3
1469,What is the Institutional Quality Assurance Cell (IQAC) at BRAC University?,1468,3
1351,"Before I forget to ask — what is the overall process for degree processing, provisional certificate, and convocation?",1470,3
1436,"Not sure if this is covered elsewhere, but what is the overall process for degree processing, provisional certificate, and convocation?",1470,3
1471,"What is the overall process for degree processing, provisional certificate, and convocation?",1470,3
1367,Can you tell me what the overall process for withdrawing or attesting academic letters is?,1472,3
1402,I looked around the site but couldn't find it — what is the overall process for withdrawing or attesting academic letters?,1472,3
1473,What is the overall process for withdrawing or attesting academic letters?,1472,3
