rrf_k,query_id,has_unambiguous_match,recall@1,recall@5,mrr,ndcg@5,ndcg@10
100,Q166,True,1.0,1.0,1.0,1.0,0.9842184869190973
100,Q167,True,1.0,1.0,1.0,1.0,1.0
100,Q168,True,1.0,1.0,1.0,1.0,1.0
100,Q169,True,1.0,1.0,1.0,1.0,1.0
100,Q170,True,1.0,1.0,1.0,1.0,1.0
100,Q171,True,1.0,1.0,1.0,1.0,1.0
100,Q172,True,1.0,1.0,1.0,1.0,1.0
100,Q173,True,1.0,1.0,1.0,1.0,1.0
100,Q174,True,1.0,1.0,1.0,1.0,1.0
100,Q175,True,1.0,1.0,1.0,1.0,1.0
100,Q176,True,1.0,1.0,1.0,1.0,1.0
100,Q177,True,1.0,1.0,1.0,1.0,1.0
100,Q178,True,1.0,1.0,1.0,1.0,1.0
100,Q179,True,1.0,1.0,1.0,1.0,1.0
100,Q180,True,1.0,1.0,1.0,1.0,1.0
100,Q181,True,1.0,1.0,1.0,0.75369761125927,0.8838242945899706
100,Q182,True,0.0,0.0,0.0,0.0,0.0
100,Q183,True,1.0,1.0,1.0,1.0,1.0
100,Q184,True,0.0,0.0,0.0,0.0,0.0
100,Q185,True,0.0,0.0,0.0,0.0,0.0
100,Q186,True,1.0,1.0,1.0,1.0,1.0
100,Q187,True,1.0,1.0,1.0,0.9674679834891693,0.9674679834891693
100,Q188,True,1.0,1.0,1.0,0.8503449055347546,0.8503449055347546
100,Q189,True,0.0,0.0,0.0,0.0,0.0
100,Q190,True,0.0,0.0,0.0,0.0,0.0
100,Q191,True,1.0,1.0,1.0,1.0,1.0
100,Q192,True,1.0,1.0,1.0,1.0,1.0
100,Q193,True,0.0,0.0,0.0,0.0,0.0
100,Q194,True,1.0,1.0,1.0,1.0,1.0
100,Q195,True,1.0,1.0,1.0,0.3391602052736161,0.7821154372211577
100,Q196,True,0.0,0.0,0.0,0.0,0.0
100,Q197,True,1.0,1.0,1.0,1.0,1.0
100,Q198,True,1.0,1.0,1.0,1.0,1.0
100,Q199,True,0.0,0.0,0.0,0.0,0.0
100,Q200,True,1.0,1.0,1.0,0.5413996682199069,0.810582531061383
200,Q101,True,1.0,1.0,1.0,1.0,1.0
200,Q102,True,1.0,1.0,1.0,0.6508205185601091,0.8072467605676945
200,Q103,True,1.0,1.0,1.0,1.0,1.0
200,Q104,True,1.0,1.0,1.0,1.0,1.0
200,Q105,True,1.0,1.0,1.0,1.0,1.0
200,Q106,True,1.0,1.0,1.0,1.0,1.0
200,Q107,True,0.0,0.0,0.0,0.0,0.0
200,Q108,True,1.0,1.0,1.0,1.0,1.0
200,Q109,True,1.0,1.0,1.0,1.0,1.0
200,Q110,True,0.0,0.0,0.0,0.0,0.0
200,Q111,True,1.0,1.0,1.0,1.0,1.0
200,Q112,True,1.0,1.0,1.0,1.0,1.0
200,Q113,True,1.0,1.0,1.0,1.0,1.0
200,Q114,True,1.0,1.0,1.0,0.8503449055347546,0.8503449055347546
200,Q115,True,1.0,1.0,1.0,1.0,1.0
200,Q116,True,1.0,1.0,1.0,1.0,1.0
200,Q117,True,1.0,1.0,1.0,1.0,1.0
200,Q118,True,1.0,1.0,1.0,1.0,1.0
200,Q119,True,1.0,1.0,1.0,1.0,1.0
200,Q120,True,0.0,0.0,0.0,0.0,0.0
200,Q121,True,0.0,0.0,0.0,0.0,0.0
200,Q122,True,0.0,0.0,0.0,0.0,0.0
200,Q123,True,1.0,1.0,1.0,1.0,1.0
200,Q124,True,0.0,0.0,0.0,0.0,0.0
200,Q125,True,1.0,1.0,1.0,1.0,1.0
200,Q126,True,1.0,1.0,1.0,0.6131471927654584,0.8315546295836225
200,Q127,True,1.0,1.0,1.0,1.0,1.0
200,Q128,True,1.0,1.0,1.0,0.6164336326286644,0.8541058313273971
200,Q129,True,1.0,1.0,1.0,1.0,1.0
200,Q130,True,0.0,0.0,0.0,0.0,0.0
200,Q131,True,1.0,1.0,1.0,0.8772153153380493,0.8772153153380493
200,Q132,True,1.0,1.0,1.0,1.0,1.0
200,Q133,True,1.0,1.0,1.0,1.0,1.0
200,Q134,True,1.0,1.0,1.0,0.8529278650606567,0.8529278650606567
200,Q135,True,1.0,1.0,1.0,1.0,1.0
200,Q136,True,1.0,1.0,1.0,1.0,1.0
200,Q137,True,1.0,1.0,1.0,1.0,1.0
200,Q138,True,1.0,1.0,1.0,1.0,1.0
200,Q139,True,1.0,1.0,1.0,1.0,1.0
200,Q140,True,1.0,1.0,1.0,1.0,1.0
200,Q141,True,1.0,1.0,1.0,1.0,1.0
200,Q142,True,1.0,1.0,1.0,1.0,1.0
200,Q143,True,1.0,1.0,1.0,1.0,1.0
200,Q144,True,1.0,1.0,1.0,1.0,1.0
200,Q145,True,1.0,1.0,1.0,1.0,1.0
200,Q146,True,1.0,1.0,1.0,1.0,1.0
200,Q147,True,1.0,1.0,1.0,1.0,1.0
200,Q148,True,1.0,1.0,1.0,1.0,1.0
200,Q149,True,1.0,1.0,1.0,1.0,1.0
200,Q150,True,1.0,1.0,1.0,1.0,1.0
200,Q151,True,1.0,1.0,1.0,0.5531464700081437,0.886759288789469
200,Q152,True,1.0,1.0,1.0,1.0,1.0
200,Q153,True,1.0,1.0,1.0,1.0,1.0
200,Q154,True,1.0,1.0,1.0,0.5531464700081437,0.8602762833296762
200,Q155,True,1.0,1.0,1.0,0.6131471927654584,0.8065735963827293
200,Q156,True,1.0,1.0,1.0,1.0,1.0
200,Q157,True,1.0,1.0,1.0,1.0,1.0
200,Q158,True,1.0,1.0,1.0,1.0,1.0
200,Q159,True,1.0,1.0,1.0,0.7227265726449519,0.9262845298966467
200,Q160,True,1.0,1.0,1.0,0.6131471927654584,0.8175295903539445
200,Q161,True,1.0,1.0,1.0,1.0,1.0
200,Q162,True,1.0,1.0,1.0,1.0,1.0
200,Q163,True,1.0,1.0,1.0,0.7860137352654724,0.9099466049873365
200,Q164,True,1.0,1.0,1.0,1.0,1.0
200,Q165,True,1.0,1.0,1.0,0.48522855511632257,0.8317144247565924
200,Q166,True,1.0,1.0,1.0,1.0,0.9842184869190973
200,Q167,True,1.0,1.0,1.0,1.0,1.0
200,Q168,True,1.0,1.0,1.0,1.0,1.0
200,Q169,True,1.0,1.0,1.0,1.0,1.0
200,Q170,True,1.0,1.0,1.0,1.0,1.0
200,Q171,True,1.0,1.0,1.0,1.0,1.0
200,Q172,True,1.0,1.0,1.0,1.0,1.0
200,Q173,True,1.0,1.0,1.0,1.0,1.0
200,Q174,True,1.0,1.0,1.0,1.0,1.0
200,Q175,True,1.0,1.0,1.0,1.0,1.0
200,Q176,True,1.0,1.0,1.0,1.0,1.0
200,Q177,True,1.0,1.0,1.0,1.0,1.0
200,Q178,True,1.0,1.0,1.0,1.0,1.0
200,Q179,True,1.0,1.0,1.0,1.0,1.0
200,Q180,True,1.0,1.0,1.0,1.0,1.0
200,Q181,True,1.0,1.0,1.0,0.75369761125927,0.8838242945899706
200,Q182,True,0.0,0.0,0.0,0.0,0.0
200,Q183,True,1.0,1.0,1.0,1.0,1.0
200,Q184,True,0.0,0.0,0.0,0.0,0.0
200,Q185,True,0.0,0.0,0.0,0.0,0.0
200,Q186,True,1.0,1.0,1.0,1.0,1.0
200,Q187,True,1.0,1.0,1.0,0.9674679834891693,0.9674679834891693
200,Q188,True,1.0,1.0,1.0,0.8503449055347546,0.8503449055347546
200,Q189,True,0.0,0.0,0.0,0.0,0.0
200,Q190,True,0.0,0.0,0.0,0.0,0.0
200,Q191,True,1.0,1.0,1.0,1.0,1.0
200,Q192,True,1.0,1.0,1.0,1.0,1.0
200,Q193,True,0.0,0.0,0.0,0.0,0.0
200,Q194,True,1.0,1.0,1.0,1.0,1.0
200,Q195,True,1.0,1.0,1.0,0.3391602052736161,0.7780573279296032
200,Q196,True,0.0,0.0,0.0,0.0,0.0
200,Q197,True,1.0,1.0,1.0,1.0,1.0
200,Q198,True,1.0,1.0,1.0,1.0,1.0
200,Q199,True,0.0,0.0,0.0,0.0,0.0
200,Q200,True,1.0,1.0,1.0,0.5413996682199069,0.810582531061383
