query_id,config,query,reference_answer,generated_answer
Q041,full_hybrid_baseline,Where do MPH faculty members at BRAC JPGSPH come from?,"MPH faculty are drawn from a mix of BRAC University, icddr,b, and BRAC itself, along with international partner institutions such as the University of Heidelberg, Harvard, Johns Hopkins, George Washington University, the Karolinska Institute, and the London School of Hygiene & Tropical Medicine.","MPH faculty are drawn from a mix of BRAC University, icddr,b, and BRAC itself, along with international partner institutions such as the University of Heidelberg, Harvard, Johns Hopkins, George Washington University, the Karolinska Institute, and the London School of Hygiene & Tropical Medicine."
Q041,full_hybrid_trf_rerank,Where do MPH faculty members at BRAC JPGSPH come from?,"MPH faculty are drawn from a mix of BRAC University, icddr,b, and BRAC itself, along with international partner institutions such as the University of Heidelberg, Harvard, Johns Hopkins, George Washington University, the Karolinska Institute, and the London School of Hygiene & Tropical Medicine.","MPH faculty are drawn from a mix of BRAC University, icddr,b, and BRAC itself, along with international partner institutions such as the University of Heidelberg, Harvard, Johns Hopkins, George Washington University, the Karolinska Institute, and the London School of Hygiene & Tropical Medicine."
Q042,full_hybrid_baseline,What is the BRAC University Students' Transport Service?,"BRAC University provides an affordable, safe, and comfortable transport service with air-conditioned buses covering nine routes across Dhaka city.","The BRAC University Students' Transport Service provides an affordable, safe, and comfortable transport service with air-conditioned buses covering nine routes across Dhaka city."
Q042,full_hybrid_trf_rerank,What is the BRAC University Students' Transport Service?,"BRAC University provides an affordable, safe, and comfortable transport service with air-conditioned buses covering nine routes across Dhaka city.","The BRAC University Students' Transport Service is an affordable, safe, and comfortable transport service with air-conditioned buses covering nine routes across Dhaka city."
Q043,full_hybrid_baseline,What are the pickup times for Route-01 (Abdullahpur)?,"1st Trip: 6:40 AM, 2nd Trip: 8:50 AM.","The pickup times for Route-01 (Abdullahpur) are 1st Trip: 6:40 AM, 2nd Trip: 8:50 AM."
Q043,full_hybrid_trf_rerank,What are the pickup times for Route-01 (Abdullahpur)?,"1st Trip: 6:40 AM, 2nd Trip: 8:50 AM.","The pickup times for Route-01 (Abdullahpur) are 1st Trip: 6:40 AM, 2nd Trip: 8:50 AM."
Q044,full_hybrid_baseline,"New student here, do international students need to submit any medical reports?","Yes, Health checkup/medical certificates are needed to be submitted.","Yes, Health checkup/medical certificates are needed to be submitted."
Q044,full_hybrid_trf_rerank,"New student here, do international students need to submit any medical reports?","Yes, Health checkup/medical certificates are needed to be submitted.","Yes, Health checkup/medical certificates are needed to be submitted."
Q045,full_hybrid_baseline,"My advisor is not responding, what to do?","Please wait, your advisor is maybe busy with other students response. You can request other advisors for your advising but he will only add it but he will not approve it. So, it is wise to get request done by the advisor.","Please wait, your advisor is maybe busy with other students' responses. You can request other advisors for your advising but they will only add it, but they will not approve it. So, it is wise to get the request done by the advisor."
Q045,full_hybrid_trf_rerank,"My advisor is not responding, what to do?","Please wait, your advisor is maybe busy with other students response. You can request other advisors for your advising but he will only add it but he will not approve it. So, it is wise to get request done by the advisor.","Please wait, your advisor is maybe busy with other students' response. You can request other advisors for your advising but they will only add it but they will not approve it. So, it is wise to get the request done by the advisor."
Q046,full_hybrid_baseline,What sports teams does the university have?,"BRAC University Football Club, BRAC University Chess Club, BRAC University Cricket Club, and BRAC University Indoor Games Club.","The university has BRAC University Football Club, BRAC University Chess Club, BRAC University Cricket Club, and BRAC University Indoor Games Club."
Q046,full_hybrid_trf_rerank,What sports teams does the university have?,"BRAC University Football Club, BRAC University Chess Club, BRAC University Cricket Club, and BRAC University Indoor Games Club.","The university has BRAC University Football Club, BRAC University Chess Club, BRAC University Cricket Club, and BRAC University Indoor Games Club."
Q047,full_hybrid_baseline,I looked around the site but couldn't find it — what opportunities are there for student leadership in volunteer organizations?,"BRAC University Leadership Development Forum (BULDF) is a club working on training and grooming leadership traits. The club mainly focuses on young students in enhancing their leadership qualities and bringing out their hidden talents, which will help them in the future. The club has always been there for assisting the official events and programs of BRAC University as volunteers besides its own activities, which mainly include Accession, Love for Humanity, and Saving Tomorrow.

Contact: club.buldf@g.bracu.ac.bd","The main opportunity for student leadership in volunteer organizations is through BRAC University Leadership Development Forum (BULDF), a club that trains and grooms leadership traits, enhances young students' leadership qualities, and brings out their hidden talents. The club assists official events and programs of BRAC University as volunteers besides its own activities, which include Accession, Love for Humanity, and Saving Tomorrow. Contact information is available at club.buldf@g.bracu.ac.bd."
Q047,full_hybrid_trf_rerank,I looked around the site but couldn't find it — what opportunities are there for student leadership in volunteer organizations?,"BRAC University Leadership Development Forum (BULDF) is a club working on training and grooming leadership traits. The club mainly focuses on young students in enhancing their leadership qualities and bringing out their hidden talents, which will help them in the future. The club has always been there for assisting the official events and programs of BRAC University as volunteers besides its own activities, which mainly include Accession, Love for Humanity, and Saving Tomorrow.

Contact: club.buldf@g.bracu.ac.bd","The opportunity for student leadership in volunteer organizations is through BRAC University Leadership Development Forum (BULDF), which is a club working on training and grooming leadership traits. The club mainly focuses on young students in enhancing their leadership qualities and bringing out their hidden talents, which will help them in the future. The club has always been there for assisting the official events and programs of BRAC University as volunteers besides its own activities, which mainly include Accession, Love for Humanity, and Saving Tomorrow. Contact: club.buldf@g.bracu.ac.bd"
Q048,full_hybrid_baseline,"Kind of urgent, but can students appeal their grades if they believe there has been a mistake?","A student may apply to the Chair of Department or the Dean for the re-checking of an examination script. Such a request may be made on the grounds of evidence of procedural errors, arbitrariness or prejudice. The student must make any request within Seven (07) calendar days of the publication of the mark. The Chair of Department or the Dean may, after checking with the original grader, arrange for the evaluation of an examination script to be conducted by two members of the faculty not previously involved in the examination and marking process, supported by a member of the Examination Controller’s office. The rechecking process and submission of any revised grade to the Examinations Controller should be completed within 15 calendar days.","A student may apply to the Chair of Department or the Dean for the re-checking of an examination script. Such a request may be made on the grounds of evidence of procedural errors, arbitrariness or prejudice. The student must make any request within Seven (07) calendar days of the publication of the mark. The Chair of Department or the Dean may, after checking with the original grader, arrange for the evaluation of an examination script to be conducted by two members of the faculty not previously involved in the examination and marking process, supported by a member of the Examination Controller’s office. The rechecking process and submission of any revised grade to the Examinations Controller should be completed within 15 calendar days."
Q048,full_hybrid_trf_rerank,"Kind of urgent, but can students appeal their grades if they believe there has been a mistake?","A student may apply to the Chair of Department or the Dean for the re-checking of an examination script. Such a request may be made on the grounds of evidence of procedural errors, arbitrariness or prejudice. The student must make any request within Seven (07) calendar days of the publication of the mark. The Chair of Department or the Dean may, after checking with the original grader, arrange for the evaluation of an examination script to be conducted by two members of the faculty not previously involved in the examination and marking process, supported by a member of the Examination Controller’s office. The rechecking process and submission of any revised grade to the Examinations Controller should be completed within 15 calendar days.","A student may apply to the Chair of Department or the Dean for the re-checking of an examination script. Such a request may be made on the grounds of evidence of procedural errors, arbitrariness or prejudice. The student must make any request within Seven (07) calendar days of the publication of the mark."
Q049,full_hybrid_baseline,"Hey, what subjects are tested for BSS in Anthropology, BA in English, and LLB admission?","Applicants to BSS in Anthropology, BA in English, and LLB (Hons) are tested only in English as part of the admission test.","Applicants to BSS in Anthropology, BA in English, and LLB (Hons) are tested only in English as part of the admission test."
Q049,full_hybrid_trf_rerank,"Hey, what subjects are tested for BSS in Anthropology, BA in English, and LLB admission?","Applicants to BSS in Anthropology, BA in English, and LLB (Hons) are tested only in English as part of the admission test.","Applicants to BSS in Anthropology, BA in English, and LLB (Hons) are tested only in English as part of the admission test."
Q050,full_hybrid_baseline,Do lab-based or design-based programs pay an additional fee beyond regular tuition?,"Yes, programs with laboratory or studio components (such as CSE, Architecture, and Pharmacy) typically carry an additional lab/studio fee per semester on top of standard tuition and semester fees.","Yes, programs with laboratory or studio components (such as CSE, Architecture, and Pharmacy) typically carry an additional lab/studio fee per semester on top of standard tuition and semester fees."
Q050,full_hybrid_trf_rerank,Do lab-based or design-based programs pay an additional fee beyond regular tuition?,"Yes, programs with laboratory or studio components (such as CSE, Architecture, and Pharmacy) typically carry an additional lab/studio fee per semester on top of standard tuition and semester fees.","Yes, programs with laboratory or studio components (such as CSE, Architecture, and Pharmacy) typically carry an additional lab/studio fee per semester on top of standard tuition and semester fees."
Q051,full_hybrid_baseline,Curious about something: what items are prohibited in the exam hall?,"Mobile phones, tablets, smartwatches, and other electronic gadgets are not allowed. Bringing textbooks, notes, or any other written materials is prohibited unless explicitly allowed by the instructor.Bags, backpacks, and personal belongings should be left outside the exam hall or in designated areas.","Mobile phones, tablets, smartwatches, and other electronic gadgets are not allowed. Bringing textbooks, notes, or any other written materials is prohibited unless explicitly allowed by the instructor. Bags, backpacks, and personal belongings should be left outside the exam hall or in designated areas."
Q051,full_hybrid_trf_rerank,Curious about something: what items are prohibited in the exam hall?,"Mobile phones, tablets, smartwatches, and other electronic gadgets are not allowed. Bringing textbooks, notes, or any other written materials is prohibited unless explicitly allowed by the instructor.Bags, backpacks, and personal belongings should be left outside the exam hall or in designated areas.","Mobile phones, tablets, smartwatches, and other electronic gadgets are not allowed. Bringing textbooks, notes, or any other written materials is prohibited unless explicitly allowed by the instructor. Bags, backpacks, and personal belongings should be left outside the exam hall or in designated areas."
Q052,full_hybrid_baseline,"How many semesters does BRAC University run per year, and when do they start?","BRAC University runs three semesters a year - Spring, Summer and Fall - starting in January, May and September respectively. Pharmacy admits in Spring or Summer, and LLB admits in Spring or Fall.","BRAC University runs three semesters a year - Spring, Summer and Fall - starting in January, May and September respectively."
Q052,full_hybrid_trf_rerank,"How many semesters does BRAC University run per year, and when do they start?","BRAC University runs three semesters a year - Spring, Summer and Fall - starting in January, May and September respectively. Pharmacy admits in Spring or Summer, and LLB admits in Spring or Fall.","BRAC University runs three semesters a year - Spring, Summer and Fall - starting in January, May and September respectively."
Q053,full_hybrid_baseline,Does BRAC University have any separate exam for awarding Scholarship/Financial Aid?,There is no separate exam for Scholarship/Financial Aid.,There is no separate exam for Scholarship/Financial Aid.
Q053,full_hybrid_trf_rerank,Does BRAC University have any separate exam for awarding Scholarship/Financial Aid?,There is no separate exam for Scholarship/Financial Aid.,There is no separate exam for Scholarship/Financial Aid.
Q054,full_hybrid_baseline,What does the Counseling and Wellness Centre at BRAC University offer?,"The Counseling and Wellness Centre is a dedicated student-life office providing psychological and wellbeing support to students, separate from the psychosocial counselling available specifically at the Residential Campus.","The Counseling and Wellness Centre is a dedicated student-life office providing psychological and wellbeing support to students, separate from the psychosocial counselling available specifically at the Residential Campus."
Q054,full_hybrid_trf_rerank,What does the Counseling and Wellness Centre at BRAC University offer?,"The Counseling and Wellness Centre is a dedicated student-life office providing psychological and wellbeing support to students, separate from the psychosocial counselling available specifically at the Residential Campus.","The Counseling and Wellness Centre is a dedicated student-life office providing psychological and wellbeing support to students, separate from the psychosocial counselling available specifically at the Residential Campus."
Q055,full_hybrid_baseline,Can you tell me what the CGPA requirement for eligibility to start a thesis is?,CGPA equal to or above 3.0.,The CGPA requirement for eligibility to start a thesis is CGPA equal to or above 3.0.
Q055,full_hybrid_trf_rerank,Can you tell me what the CGPA requirement for eligibility to start a thesis is?,CGPA equal to or above 3.0.,The CGPA requirement for eligibility to start a thesis is CGPA equal to or above 3.0.
Q056,full_hybrid_baseline,"New student here, when was BRAC University established and who founded it?","BRAC University was established in 2001, founded by Sir Fazle Hasan Abed, and is affiliated with the University Grants Commission (UGC) of Bangladesh.","BRAC University was established in 2001, founded by Sir Fazle Hasan Abed, and is affiliated with the University Grants Commission (UGC) of Bangladesh."
Q056,full_hybrid_trf_rerank,"New student here, when was BRAC University established and who founded it?","BRAC University was established in 2001, founded by Sir Fazle Hasan Abed, and is affiliated with the University Grants Commission (UGC) of Bangladesh.","BRAC University was established in 2001, founded by Sir Fazle Hasan Abed, and is affiliated with the University Grants Commission (UGC) of Bangladesh."
Q057,full_hybrid_baseline,Who must participate in the Wishlist event?,"All undergraduate students attending upcoming, excluding RS-eligible students and LLB, PHR students","All undergraduate students attending upcoming, excluding RS-eligible students and LLB, PHR students."
Q057,full_hybrid_trf_rerank,Who must participate in the Wishlist event?,"All undergraduate students attending upcoming, excluding RS-eligible students and LLB, PHR students","All undergraduate students attending upcoming, excluding RS-eligible students and LLB, PHR students."
Q058,full_hybrid_baseline,"New student here, I already did ENG102 in Badda campus which course I will be given in TARC?","If you completed ENG102 already, you will be given BUS201 at TARC.","If you completed ENG102 already, you will be given BUS201 at TARC."
Q058,full_hybrid_trf_rerank,"New student here, I already did ENG102 in Badda campus which course I will be given in TARC?","If you completed ENG102 already, you will be given BUS201 at TARC.","If you completed ENG102 already, you will be given BUS201 at TARC."
Q059,full_hybrid_baseline,Curious about something: what are the basic requirements and application process to start a new club at BRAC University?,"To start a new club, you need at least 50 interested student members and one BRACU faculty advisor. The applicants then submit an application to the Director of Co-Curricular Activities, including the club's goals, objectives, a program calendar, and mode of operation, signed by the advisor. The new club's Executive Committee follows the same eligibility rules as any club's committee (see the Executive Committee CGPA/credit requirements). One faculty member can advise only one club at a time, but can additionally co-advise up to one more; a faculty member who isn't an advisor of any club can co-advise up to two.","To start a new club, you need at least 50 interested student members and one BRACU faculty advisor. The applicants then submit an application to the Director of Co-Curricular Activities, including the club's goals, objectives, a program calendar, and mode of operation, signed by the advisor. The new club's Executive Committee follows the same eligibility rules as any club's committee (see the Executive Committee CGPA/credit requirements). One faculty member can advise only one club at a time, but can additionally co-advise up to one more; a faculty member who isn't an advisor of any club can co-advise up to two."
Q059,full_hybrid_trf_rerank,Curious about something: what are the basic requirements and application process to start a new club at BRAC University?,"To start a new club, you need at least 50 interested student members and one BRACU faculty advisor. The applicants then submit an application to the Director of Co-Curricular Activities, including the club's goals, objectives, a program calendar, and mode of operation, signed by the advisor. The new club's Executive Committee follows the same eligibility rules as any club's committee (see the Executive Committee CGPA/credit requirements). One faculty member can advise only one club at a time, but can additionally co-advise up to one more; a faculty member who isn't an advisor of any club can co-advise up to two.","To start a new club, you need at least 50 interested student members and one BRACU faculty advisor. The applicants then submit an application to the Director of Co-Curricular Activities, including the club's goals, objectives, a program calendar, and mode of operation, signed by the advisor. The new club's Executive Committee follows the same eligibility rules as any club's committee (see the Executive Committee CGPA/credit requirements). One faculty member can advise only one club at a time, but can additionally co-advise up to one more; a faculty member who isn't an advisor of any club can co-advise up to two."
Q060,full_hybrid_baseline,Before I forget to ask — has BRAC University ever won the World Universities Debating Championship (WUDC)?,"Yes, twice. In 2013, BRAC Bangladesh A (Ratib Murtaza Ali and Aaqib Farhan Hossain) won the English-as-a-Second-Language (ESL) category at WUDC in Berlin - Bangladesh's first such win. In 2022, BRAC University students Sourodip Paul and Sajid Asbat Khandaker won the WUDC open category outright in Belgrade, becoming the first Asian team ever to win the tournament's top title.","Yes, twice. In 2013, BRAC Bangladesh A (Ratib Murtaza Ali and Aaqib Farhan Hossain) won the English-as-a-Second-Language (ESL) category at WUDC in Berlin - Bangladesh's first such win. In 2022, BRAC University students Sourodip Paul and Sajid Asbat Khandaker won the WUDC open category outright in Belgrade, becoming the first Asian team ever to win the tournament's top title."
Q060,full_hybrid_trf_rerank,Before I forget to ask — has BRAC University ever won the World Universities Debating Championship (WUDC)?,"Yes, twice. In 2013, BRAC Bangladesh A (Ratib Murtaza Ali and Aaqib Farhan Hossain) won the English-as-a-Second-Language (ESL) category at WUDC in Berlin - Bangladesh's first such win. In 2022, BRAC University students Sourodip Paul and Sajid Asbat Khandaker won the WUDC open category outright in Belgrade, becoming the first Asian team ever to win the tournament's top title.","Yes, twice. In 2013, BRAC Bangladesh A (Ratib Murtaza Ali and Aaqib Farhan Hossain) won the English-as-a-Second-Language (ESL) category at WUDC in Berlin - Bangladesh's first such win. In 2022, BRAC University students Sourodip Paul and Sajid Asbat Khandaker won the WUDC open category outright in Belgrade, becoming the first Asian team ever to win the tournament's top title."
Q061,full_hybrid_baseline,How do I access the Multipurpose Hall?,"Ground Floor, Find the lift lobby(2nd escalator); go straight to the West Side, where you will find some seats next to the Multipurpose Hall.","To access the Multipurpose Hall, go to the Ground Floor, find the lift lobby next to the 2nd escalator; then go straight to the West Side, where you will find some seats next to the Multipurpose Hall."
Q061,full_hybrid_trf_rerank,How do I access the Multipurpose Hall?,"Ground Floor, Find the lift lobby(2nd escalator); go straight to the West Side, where you will find some seats next to the Multipurpose Hall.","To access the Multipurpose Hall, go to the Ground Floor, find the lift lobby (2nd escalator), go straight to the West Side, where you will find some seats next to the Multipurpose Hall."
Q062,full_hybrid_baseline,Can you tell me what the formula BRAC University uses to calculate GPA is?,"GPA is calculated as the sum of (grade points x credits) for all courses, divided by the sum of credits attempted - i.e., a credit-weighted average, so a 4-credit course affects the GPA more than a 1-credit course.","GPA is calculated as the sum of (grade points x credits) for all courses, divided by the sum of credits attempted - i.e., a credit-weighted average, so a 4-credit course affects the GPA more than a 1-credit course."
Q062,full_hybrid_trf_rerank,Can you tell me what the formula BRAC University uses to calculate GPA is?,"GPA is calculated as the sum of (grade points x credits) for all courses, divided by the sum of credits attempted - i.e., a credit-weighted average, so a 4-credit course affects the GPA more than a 1-credit course.","The formula BRAC University uses to calculate GPA is the sum of (grade points x credits) for all courses, divided by the sum of credits attempted - i.e., a credit-weighted average, so a 4-credit course affects the GPA more than a 1-credit course."
Q063,full_hybrid_baseline,I looked around the site but couldn't find it — whats the procedure to pay my fees in installment?,A form will be shared by gsuite if the facility is available for that particular semester and you can fill up the form and apply for installment payment.,The procedure to pay your fees in installment is as follows: A form will be shared by gsuite if the facility is available for that particular semester and you can fill up the form and apply for installment payment.
Q063,full_hybrid_trf_rerank,I looked around the site but couldn't find it — whats the procedure to pay my fees in installment?,A form will be shared by gsuite if the facility is available for that particular semester and you can fill up the form and apply for installment payment.,The procedure to pay your fees in installment is as follows: A form will be shared by gsuite if the facility is available for that particular semester and you can fill up the form and apply for installment payment.
Q064,full_hybrid_baseline,"Hi, what exactly does the Office of the Proctor handle at BRAC University?","The Office of the Proctor is responsible for student discipline and campus safety, acting as an intermediary for complaints about harassment, bullying, or intimidation involving anyone affiliated with BRACU - students, faculty, staff, or security personnel.","The Office of the Proctor is responsible for student discipline and campus safety, acting as an intermediary for complaints about harassment, bullying, or intimidation involving anyone affiliated with BRACU - students, faculty, staff, or security personnel."
Q064,full_hybrid_trf_rerank,"Hi, what exactly does the Office of the Proctor handle at BRAC University?","The Office of the Proctor is responsible for student discipline and campus safety, acting as an intermediary for complaints about harassment, bullying, or intimidation involving anyone affiliated with BRACU - students, faculty, staff, or security personnel.","The Office of the Proctor is responsible for student discipline and campus safety, acting as an intermediary for complaints about harassment, bullying, or intimidation involving anyone affiliated with BRACU - students, faculty, staff, or security personnel."
Q065,full_hybrid_baseline,Can non-students use the BRAC University transport service?,"No, the service is exclusively for BRAC University students.","No, the service is exclusively for BRAC University students."
Q065,full_hybrid_trf_rerank,Can non-students use the BRAC University transport service?,"No, the service is exclusively for BRAC University students.","No, the service is exclusively for BRAC University students."
Q066,full_hybrid_baseline,Can you tell me what the prerequisites for the Cse program are?,"Candidates applying for EEE, ECE, CSE, APE and Physics:HSC/ Equivalent(“B” grade in Physics & Mathematics),A-levels: “C” grade in Physics & Mathematics","The prerequisites for the CSE program are Candidates applying for EEE, ECE, CSE, APE and Physics:HSC/ Equivalent(“B” grade in Physics & Mathematics),A-levels: “C” grade in Physics & Mathematics."
Q066,full_hybrid_trf_rerank,Can you tell me what the prerequisites for the Cse program are?,"Candidates applying for EEE, ECE, CSE, APE and Physics:HSC/ Equivalent(“B” grade in Physics & Mathematics),A-levels: “C” grade in Physics & Mathematics","The prerequisites for the CSE program are Candidates applying for EEE, ECE, CSE, APE and Physics:HSC/ Equivalent(“B” grade in Physics & Mathematics),A-levels: “C” grade in Physics & Mathematics."
Q067,full_hybrid_baseline,I looked around the site but couldn't find it — how to submit report after a club event?,"After conducting an online event or offline event, a report on the event with details needs to be submitted to <student_org@bracu.ac.bd> within 7 working days. Without the report, future proposals will not be accepted and approved.

• The report must contain a minimum of 500 words to a maximum of 1000 words with detailed activities, discussion, social impact, and outcome. If you get any media, coverage please provide the link.

• The social media data must be included in the report such as the number of attendees, likes, shares, views, and comments. For the best accuracy please collect this information immediately after the event is completed.

• After receiving and reviewing the appropriate report, we will complete the event or online program. Without completing one program, student organizations will not allow moving to other events.","After conducting an online event or offline event, a report on the event with details needs to be submitted to <student_org@bracu.ac.bd> within 7 working days. The report must contain a minimum of 500 words to a maximum of 1000 words with detailed activities, discussion, social impact, and outcome. If you get any media, coverage please provide the link. Additionally, the social media data must be included in the report such as the number of attendees, likes, shares, views, and comments, collected for best accuracy immediately after the event is completed."
Q067,full_hybrid_trf_rerank,I looked around the site but couldn't find it — how to submit report after a club event?,"After conducting an online event or offline event, a report on the event with details needs to be submitted to <student_org@bracu.ac.bd> within 7 working days. Without the report, future proposals will not be accepted and approved.

• The report must contain a minimum of 500 words to a maximum of 1000 words with detailed activities, discussion, social impact, and outcome. If you get any media, coverage please provide the link.

• The social media data must be included in the report such as the number of attendees, likes, shares, views, and comments. For the best accuracy please collect this information immediately after the event is completed.

• After receiving and reviewing the appropriate report, we will complete the event or online program. Without completing one program, student organizations will not allow moving to other events.","To submit a report after a club event, you need to send an email to <student_org@bracu.ac.bd> within 7 working days of the event. The report should be between 500 and 1000 words in length, including detailed activities, discussion, social impact, and outcome, as well as any media coverage links and social media data such as attendees, likes, shares, views, and comments collected immediately after the event."
Q068,full_hybrid_baseline,Can you tell me what the Syndicate at BRAC University is?,"The Syndicate, chaired by the Vice-Chancellor, supervises the university's academic and administrative functions.","The Syndicate, chaired by the Vice-Chancellor, supervises the university's academic and administrative functions."
Q068,full_hybrid_trf_rerank,Can you tell me what the Syndicate at BRAC University is?,"The Syndicate, chaired by the Vice-Chancellor, supervises the university's academic and administrative functions.","The Syndicate, chaired by the Vice-Chancellor, supervises the university's academic and administrative functions."
Q069,full_hybrid_baseline,Can you tell me what the eligibility criteria for receiving financial aid are?,"BRAC University offers financial aid to students based on demonstrated financial need. Financial aid eligibility is reassessed regularly, and students may need to maintain satisfactory academic performance. Special consideration may be given to students from disadvantaged backgrounds or those facing extraordinary circumstances. The Financial Aid Office can provide more detailed information on the application process.","BRAC University offers financial aid to students based on demonstrated financial need. Financial aid eligibility is reassessed regularly, and students may need to maintain satisfactory academic performance. Special consideration may be given to students from disadvantaged backgrounds or those facing extraordinary circumstances. The Financial Aid Office can provide more detailed information on the application process."
Q069,full_hybrid_trf_rerank,Can you tell me what the eligibility criteria for receiving financial aid are?,"BRAC University offers financial aid to students based on demonstrated financial need. Financial aid eligibility is reassessed regularly, and students may need to maintain satisfactory academic performance. Special consideration may be given to students from disadvantaged backgrounds or those facing extraordinary circumstances. The Financial Aid Office can provide more detailed information on the application process.","BRAC University offers financial aid to students based on demonstrated financial need. Financial aid eligibility is reassessed regularly, and students may need to maintain satisfactory academic performance. Special consideration may be given to students from disadvantaged backgrounds or those facing extraordinary circumstances. The Financial Aid Office can provide more detailed information on the application process."
Q070,full_hybrid_baseline,For a friend who's asking — do I need to pay any fee to collect my degree certificate at Convocation?,"No, based on published notices, there is no fee to collect your certificate at the time of Convocation itself; fees apply if you request documents outside of that window.",There is no fee to collect your degree certificate at the time of Convocation itself; fees apply if you request documents outside of that window.
Q070,full_hybrid_trf_rerank,For a friend who's asking — do I need to pay any fee to collect my degree certificate at Convocation?,"No, based on published notices, there is no fee to collect your certificate at the time of Convocation itself; fees apply if you request documents outside of that window.","No, based on published notices, there is no fee to collect your certificate at the time of Convocation itself; fees apply if you request documents outside of that window."
Q071,full_hybrid_baseline,"I'm an international student on the BRAC Scholarship with a 3.1 CGPA, but I need to retake a course I failed. Will my scholarship cover the retake fee?","No - tuition fee waivers and scholarships, including the BRAC Scholarship, are not applied to retake or repeat courses; you'd need to pay for the retake yourself. Separately, since you failed a course, you also won't be considered for the tuition fee waiver for the following two semesters even on your other coursework, regardless of your CGPA being above the 3.0 minimum.","No - tuition fee waivers and scholarships, including the BRAC Scholarship, are not applied to retake or repeat courses; you'd need to pay for the retake yourself."
Q071,full_hybrid_trf_rerank,"I'm an international student on the BRAC Scholarship with a 3.1 CGPA, but I need to retake a course I failed. Will my scholarship cover the retake fee?","No - tuition fee waivers and scholarships, including the BRAC Scholarship, are not applied to retake or repeat courses; you'd need to pay for the retake yourself. Separately, since you failed a course, you also won't be considered for the tuition fee waiver for the following two semesters even on your other coursework, regardless of your CGPA being above the 3.0 minimum.","No - tuition fee waivers and scholarships, including the BRAC Scholarship, are not applied to retake or repeat courses; you'd need to pay for the retake yourself. Separately, since you failed a course, you also won't be considered for the tuition fee waiver for the following two semesters even on your other coursework, regardless of your CGPA being above the 3.0 minimum."
Q072,full_hybrid_baseline,How is the Joint PhD program with SOAS structured over time?,"Students typically spend their first months building a literature review and research plan, aiming to upgrade from MPhil to PhD status within 9 months of starting. Year 2 is generally dedicated to field research, and Year 3 to analysis and writing up, with the final award being a Joint PhD from SOAS University of London and BRAC University.","The Joint PhD program with SOAS is structured over time as follows: Students typically spend their first months building a literature review and research plan, aiming to upgrade from MPhil to PhD status within 9 months of starting. Year 2 is generally dedicated to field research, and Year 3 to analysis and writing up, with the final award being a Joint PhD from SOAS University of London and BRAC University."
Q072,full_hybrid_trf_rerank,How is the Joint PhD program with SOAS structured over time?,"Students typically spend their first months building a literature review and research plan, aiming to upgrade from MPhil to PhD status within 9 months of starting. Year 2 is generally dedicated to field research, and Year 3 to analysis and writing up, with the final award being a Joint PhD from SOAS University of London and BRAC University.","The Joint PhD program with SOAS is structured over time as follows: Students typically spend their first months building a literature review and research plan, aiming to upgrade from MPhil to PhD status within 9 months of starting. Year 2 is generally dedicated to field research, and Year 3 to analysis and writing up, with the final award being a Joint PhD from SOAS University of London and BRAC University."
Q073,full_hybrid_baseline,"My brother/sister is studying at BracU, how would I apply for Sibling Scholarship?","Tuition fee waiver is awarded to one of the siblings who will enroll later at Brac
University.

Supporting documents for applying for Sibling Scholarship:

a) Photocopy of National ID Cards/Passports of both the applicant and parents
b) Passport-size photos of both the siblings,
c) Photocopy of BracU Grade sheet of both the siblings,
d) Photocopy of BracU advising sheet of both the siblings,
e) Photocopy of Transcript of HSC & SSC/ A level & O level of both the siblings","To apply for the Sibling Scholarship, you will need to submit a scholarship application through Brac University's website (https://www.bracu.ac.bd/admission/scholarships-financial-aid) and provide the required supporting documents, which include photocopies of National ID Cards/Passports of both the applicant and parents, passport-size photos of both siblings, BracU Grade sheet of both siblings, BracU advising sheet of both siblings, and Transcript of HSC & SSC/A level & O level of both siblings."
Q073,full_hybrid_trf_rerank,"My brother/sister is studying at BracU, how would I apply for Sibling Scholarship?","Tuition fee waiver is awarded to one of the siblings who will enroll later at Brac
University.

Supporting documents for applying for Sibling Scholarship:

a) Photocopy of National ID Cards/Passports of both the applicant and parents
b) Passport-size photos of both the siblings,
c) Photocopy of BracU Grade sheet of both the siblings,
d) Photocopy of BracU advising sheet of both the siblings,
e) Photocopy of Transcript of HSC & SSC/ A level & O level of both the siblings","To apply for the Sibling Scholarship, you will need to submit an application through Brac University's website (https://www.bracu.ac.bd/admission/scholarships-financial-aid) and provide the required supporting documents, which include photocopies of National ID Cards/Passports of both the applicant and parents, passport-size photos of both siblings, BracU Grade sheet of both siblings, BracU advising sheet of both siblings, and Transcript of HSC & SSC/A level & O level of both siblings."
Q074,full_hybrid_baseline,What is the first outbound timing for Route-02 (Mirpur-A)?,Route-02 (Mirpur-A): First trip departs at 2:05 PM.,The first outbound timing for Route-02 (Mirpur-A) is 2:05 PM.
Q074,full_hybrid_trf_rerank,What is the first outbound timing for Route-02 (Mirpur-A)?,Route-02 (Mirpur-A): First trip departs at 2:05 PM.,The first outbound timing for Route-02 (Mirpur-A) is 2:05 PM.
Q075,full_hybrid_baseline,Can you tell me what required for a student to apply for an internship is?,The student must apply to the Chairperson of the CSE Department and may suggest a company with a detailed profile for approval.,The requirements for a student to apply for an internship are that the student must apply to the Chairperson of the CSE Department and may suggest a company with a detailed profile for approval.
