query_id,config,lambda,query,reference_answer,retrieved_context,generated_answer,retrieval_s,generation_s,total_s,timestamp,query_confidence,faithfulness,faithfulness_reason
Q149,bm25_only,1.0,What is the coordinator email for CSE443?,The coordinator email for CSE443 is swakkhar.shatabda@bracu.ac.bd.,"Course: CSE443
First Theory Coordinator: SWK
Theory Coordinator Email: swakkhar.shatabda@bracu.ac.bd

Course: CSE424
First Theory Coordinator: AAR
Theory Coordinator Email: annajiat@bracu.ac.bd
First Lab Coordinator: AAR
Lab Coordinator Email: annajiat@bracu.ac.bd

Course: CSE474
First Theory Coordinator: AAR
Theory Coordinator Email: annajiat@bracu.ac.bd
First Lab Coordinator: AAR
Lab Coordinator Email: annajiat@bracu.ac.bd

Course: CSE461
First Theory Coordinator: KHR
Theory Coordinator Email: khalilur@bracu.ac.bd
First Lab Coordinator: RDW
Second Lab Coordinator: RFF
Lab Coordinator Email: redowanul.akbar@bracu.ac.bd,rafid.ahnaf@bracu.ac.bd

Course: CSE110
First Theory Coordinator: TAW
Theory Coordinator Email: tawhid.anwar@bracu.ac.bd
First Lab Coordinator: DFD
Second Lab Coordinator: RKBM
Lab Coordinator Email: fabian.dofadar@bracu.ac.bd,mohammad.rakibul@bracu.ac.bd",The Theory Coordinator email for CSE443 is swakkhar.shatabda@bracu.ac.bd.,0.0184,4.7641,4.7825,2026-08-01T07:33:44.731406+00:00,100.6151,1.0,SCORE: 1.0 | REASON: All claims are directly supported by the CONTEXT.
Q151,bm25_only,1.0,What day and time is the theory class for CSE260-04A?,The theory class for CSE260-04A is on SUN+TUE at 11:00 AM in room 09A-03C.,"Course: CSE260-04A
Theory Initial: DZK
Theory Day: SUN+TUE
Theory Time: 11:00 AM
Theory Room: 09A-03C
Lab Faculty: NFF,MZW
Lab Day: WED
Lab Time: 11:00 AM
Lab Room: FT10-03L

Initial: MZW
Name: Maazin Munawar
Day: Wednesday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE260-03B (LAB) MZW,ADD FT10-04L; 9:30 AM - CSE260-03B (LAB) MZW,ADD FT10-04L; 11:00 AM - CSE260-04A (LAB) NFF,MZW FT10-03L; 12:30 PM - CSE260-04A (LAB) NFF,MZW FT10-03L

Course: CSE250-04A
Theory Initial: FFR
Theory Day: SUN+TUE
Theory Time: 8:00 AM
Theory Room: 07H-27C
Lab Faculty: SDQ,FFR
Lab Day: MON
Lab Time: 11:00 AM
Lab Room: 12B-20L

Course: CSE350-04A
Theory Initial: ARA
Theory Day: SUN+TUE
Theory Time: 8:00 AM
Theory Room: 09A-07C
Lab Faculty: SDAS,TSE
Lab Day: THU
Lab Time: 11:00 AM
Lab Room: FT10-01L

Course: CSE251-04A
Theory Initial: AKJ
Theory Day: SUN+TUE
Theory Time: 12:30 PM
Theory Room: 07H-27C
Lab Faculty: EHQ,SHJR
Lab Day: MON
Lab Time: 2:00 PM
Lab Room: 12B-20L",The theory class for CSE260-04A is held on Sunday and Tuesday at 11:00 AM.,0.0194,5.1541,5.1734,2026-08-01T07:33:49.905076+00:00,100.4501,1.0,"SCORE: 1.0 | REASON: The answer's claim is fully supported by the context, as it matches the Theory Day and Time for CSE260-04A in the retrieved CONTEXT."
Q153,bm25_only,1.0,What day and time is the theory class for CSE460-03?,The theory class for CSE460-03 is on SAT+THU at 12:30 PM in room 07H-26C.,"Course: CSE460-03
Theory Initial: SDL
Theory Day: SAT+THU
Theory Time: 12:30 PM
Theory Room: 07H-26C
Lab Faculty: SDL,SDU
Lab Day: TUE
Lab Time: 8:00 AM
Lab Room: 09E-22L

Initial: SDU
Name: Shomen Kundu
Day: Tuesday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE460-03 (LAB) SDL,SDU 09E-22L; 9:30 AM - CSE460-03 (LAB) SDL,SDU 09E-22L; 12:30 PM - CSE460-06 09A-07C

Course: CSE460-01
Theory Initial: SDL
Theory Day: SAT+THU
Theory Time: 9:30 AM
Theory Room: 09D-18C
Lab Faculty: AKJ,UPM
Lab Day: WED
Lab Time: 11:00 AM
Lab Room: 09E-21L

Course: CSE460-09
Theory Initial: UPM
Theory Day: MON+WED
Theory Time: 8:00 AM
Theory Room: 09A-07C
Lab Faculty: ARPD,RAS
Lab Day: TUE
Lab Time: 11:00 AM
Lab Room: 09E-21L

Course: CSE460-10
Theory Initial: MTOT
Theory Day: MON+WED
Theory Time: 11:00 AM
Theory Room: 09A-07C
Lab Faculty: ARPD,UPM
Lab Day: SUN
Lab Time: 8:00 AM
Lab Room: 12D-27L","The theory class for CSE460-03 is held on Saturday (SAT) and Thursday (THU), at 12:30 PM.",0.0218,5.5975,5.6193,2026-08-01T07:33:55.524596+00:00,100.4465,1.0,SCORE: 1.0 | REASON: The answer is fully supported by the context as all details about the theory class for CSE460-03 are present in the retrieved context.
Q159,bm25_only,1.0,What day and time is the theory class for CSE250-06A?,The theory class for CSE250-06A is on SUN+TUE at 2:00 PM in room 07H-27C.,"Course: CSE250-06A
Theory Initial: RAO
Theory Day: SUN+TUE
Theory Time: 2:00 PM
Theory Room: 07H-27C
Lab Faculty: FFR,MHY
Lab Day: MON
Lab Time: 8:00 AM
Lab Room: 12B-20L

Initial: FFR
Name: Md. Fatin Ishraq Faruqui
Day: Monday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE250-06A (LAB) FFR,MHY 12B-20L; 9:30 AM - CSE250-06A (LAB) FFR,MHY 12B-20L; 11:00 AM - CSE250-04A (LAB) SDQ,FFR 12B-20L; 12:30 PM - CSE250-04A (LAB) SDQ,FFR 12B-20L

Initial: SDAS
Name: Sowmitra Das
Day: Sunday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE250-09A (LAB) SDAS,SZZ 12B-20L; 9:30 AM - CSE250-09A (LAB) SDAS,SZZ 12B-20L; 11:00 AM - CSE251-06A (LAB) SDAS,UPM 12B-20L; 12:30 PM - CSE251-06A (LAB) SDAS,UPM 12B-20L

Course: CSE251-06A
Theory Initial: AQT
Theory Day: MON+WED
Theory Time: 8:00 AM
Theory Room: 07H-27C
Lab Faculty: SDAS,UPM
Lab Day: SUN
Lab Time: 11:00 AM
Lab Room: 12B-20L

Course: CSE350-06A
Theory Initial: ZBH
Theory Day: SUN+TUE
Theory Time: 2:00 PM
Theory Room: 09A-07C
Lab Faculty: TSE,AQT
Lab Day: WED
Lab Time: 11:00 AM
Lab Room: FT10-01L",The theory class for CSE250-06A is held on Sunday and Tuesday at 2:00 PM.,0.0228,5.1833,5.2061,2026-08-01T07:34:00.731304+00:00,100.4156,1.0,"SCORE: 1.0 | REASON: All claims are supported by the context. 

Here's a breakdown of how I arrived at this score:

1. Claim 1: The theory class for CSE250-06A is held on Sunday.
   - Supported by CONTEXT, as Theory Day for CSE250-06A includes SUN.

2. Claim 2: The theory class for CSE250-06A is held on Tuesday.
   - Supported by CONTEXT, as Theory Day for CSE250-06A also includes TUE.

3. Claim 3: The theory class for CSE250-06A is held at 2:00 PM.
   - Supported by CONTEXT, as Theory Time for CSE250-06A is indeed 2:00 PM.

Since all three claims are supported by the context, the score is 1.0."
Q165,bm25_only,1.0,What day and time is the theory class for CSE260-04B?,The theory class for CSE260-04B is on SUN+TUE at 11:00 AM in room 09A-03C.,"Course: CSE260-04B
Theory Initial: DZK
Theory Day: SUN+TUE
Theory Time: 11:00 AM
Theory Room: 09A-03C
Lab Faculty: NNTN,MAZW
Lab Day: WED
Lab Time: 11:00 AM
Lab Room: FT10-04L

Initial: MAZW
Name: Mirza Azwad Wakil
Day: Wednesday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - Consultation by Appointment; 9:30 AM - CSE470-01 07F-22C; 11:00 AM - CSE260-04B (LAB) NNTN,MAZW FT10-04L; 12:30 PM - CSE260-04B (LAB) NNTN,MAZW FT10-04L; 2:00 PM - CSE260-12A (LAB) SMDS,MAZW FT10-03L; 3:30 PM - CSE260-12A (LAB) SMDS,MAZW FT10-03L

Course: CSE350-04B
Theory Initial: ARA
Theory Day: SUN+TUE
Theory Time: 8:00 AM
Theory Room: 09A-07C
Lab Faculty: MHY,PDS
Lab Day: THU
Lab Time: 11:00 AM
Lab Room: FT10-02L

Course: CSE250-04B
Theory Initial: FFR
Theory Day: SUN+TUE
Theory Time: 8:00 AM
Theory Room: 07H-27C
Lab Faculty: MHY,PDS
Lab Day: MON
Lab Time: 11:00 AM
Lab Room: 12B-20L

Course: CSE251-04B
Theory Initial: AKJ
Theory Day: SUN+TUE
Theory Time: 12:30 PM
Theory Room: 07H-27C
Lab Faculty: SEF,ALSM
Lab Day: MON
Lab Time: 2:00 PM
Lab Room: 12B-20L",The theory class for CSE260-04B is held on Sunday and Tuesday at 11:00 AM.,0.0216,5.1517,5.1733,2026-08-01T07:34:05.904810+00:00,100.4907,1.0,"SCORE: 1.0 | REASON: All claims are supported by the CONTEXT. 

Here's a breakdown of how I arrived at this score:

1. The theory class for CSE260-04B is held on Sunday and Tuesday at 11:00 AM.
   - Claim 1: Theory Day = SUN+TUE (supported)
   - Claim 2: Theory Time = 11:00 AM (supported)

Since both claims are supported by the CONTEXT, the score is 1.0."
Q166,bm25_only,1.0,Who teaches the lab section of CSE321-18?,"The lab section of CSE321-18 is taught by TNF,SVKG.","Course: CSE321-18
Theory Initial: TRZA
Theory Day: MON+WED
Theory Time: 9:30 AM
Theory Room: 09H-33C
Lab Faculty: TNF,SVKG
Lab Day: SAT
Lab Time: 11:00 AM
Lab Room: 10G-32L

Initial: SVKG
Name: Souvik Ghosh
Day: Saturday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE321-21 (LAB) SVKG,AHA 12D-26L; 9:30 AM - CSE321-21 (LAB) SVKG,AHA 12D-26L; 11:00 AM - CSE321-18 (LAB) TNF,SVKG 10G-32L; 12:30 PM - CSE321-18 (LAB) TNF,SVKG 10G-32L; 2:00 PM - CSE321-19 (LAB) NKBS,SVKG 10G-32L; 3:30 PM - CSE321-19 (LAB) NKBS,SVKG 10G-32L

Initial: TNF
Name: Tanhiat Fatema Afnan
Day: Saturday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE321-16 07F-22C; 9:30 AM - CSE321-17 07F-22C; 11:00 AM - CSE321-18 (LAB) TNF,SVKG 10G-32L; 12:30 PM - CSE321-18 (LAB) TNF,SVKG 10G-32L

Initial: ARD
Name: Mr. Ayman Rasheed
Day: Sunday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE221-16 (LAB) ASRF,ARD 09E-21L; 9:30 AM - CSE221-16 (LAB) ASRF,ARD 09E-21L; 11:00 AM - CSE221-18 (LAB) HFN,ARD 09E-21L; 12:30 PM - CSE221-18 (LAB) HFN,ARD 09E-21L; 2:00 PM - CSE330-18 (LAB) ARD,MAJIJ 09F-26L; 3:30 PM - CSE330-18 (LAB) ARD,MAJIJ 09F-26L

Initial: SZD
Name: Md. Shazid Bin Mahbub
Day: Tuesday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE321-02 (LAB) SZD,MAFZ 10G-32L; 9:30 AM - CSE321-02 (LAB) SZD,MAFZ 10G-32L; 11:00 AM - CSE321-15 07F-22C; 12:30 PM - Consultation; 2:00 PM - CSE321-06 (LAB) NRHB,SZD 10G-32L; 3:30 PM - CSE321-06 (LAB) NRHB,SZD 10G-32L",The lab section of CSE321-18 is taught by both TNF and SVKG.,0.0214,4.6706,4.6921,2026-08-01T07:34:10.597294+00:00,100.3,1.0,"SCORE: 1.0 | REASON: The CONTEXT supports all individual factual claims made in the ANSWER. 

Here's how I broke down the process:

1. Decomposed the ANSWER into its individual factual claims:
   - Claim 1: CSE321-18 has a lab section.
   - Claim 2: TNF is involved with the lab section of CSE321-18.
   - Claim 3: SVKG is involved with the lab section of CSE321-18.

2. Checked whether the CONTEXT supports each claim:
   - Claim 1 is supported because there are two entries for CSE321-18 in the Lab section of the CONTEXT, indicating it has a lab section.
   - Claim 2 is supported because TNF's name appears as one of the faculty members teaching the lab section of CSE321-18 in the CONTEXT.
   - Claim 3 is supported because SVKG's name also appears as one of the faculty members teaching the lab section of CSE321-18 in the CONTEXT.

Since all claims are supported, the final score is 1.0."
Q171,bm25_only,1.0,Who teaches the lab section of CSE221-19?,"The lab section of CSE221-19 is taught by ARD,ANV.","Course: CSE221-19
Theory Initial: IBA
Theory Day: SUN+TUE
Theory Time: 2:00 PM
Theory Room: 09H-33C
Lab Faculty: ARD,ANV
Lab Day: SAT
Lab Time: 11:00 AM
Lab Room: 09E-22L

Initial: ANV
Name: Md. Anonto Shuvo
Day: Saturday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE221-12 (LAB) NRHB,ANV 09B-10L; 9:30 AM - CSE221-12 (LAB) NRHB,ANV 09B-10L; 11:00 AM - CSE221-19 (LAB) ARD,ANV 09E-22L; 12:30 PM - CSE221-19 (LAB) ARD,ANV 09E-22L; 2:00 PM - CSE221-11 (LAB) ANV,CSYR 09B-09L; 3:30 PM - CSE221-11 (LAB) ANV,CSYR 09B-09L

Initial: ARD
Name: Mr. Ayman Rasheed
Day: Saturday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE221-15 (LAB) MZW,ARD 09E-22L; 9:30 AM - CSE221-15 (LAB) MZW,ARD 09E-22L; 11:00 AM - CSE221-19 (LAB) ARD,ANV 09E-22L; 12:30 PM - CSE221-19 (LAB) ARD,ANV 09E-22L

Initial: NARC
Name: Atonu Roy Chowdhury
Day: Saturday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE221-05 (LAB) NARC,FBAW 09B-08L; 11:00 AM - CSE221-13 (LAB) NARC,NMMR 09B-10L; 2:00 PM - CSE330-18 07D-20C; 3:30 PM - CSE330-19 07D-20C

Initial: FBAW
Name: Faria Binta Awal
Day: Saturday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE221-05 (LAB) NARC,FBAW 09B-08L; 9:30 AM - CSE221-05 (LAB) NARC,FBAW 09B-08L; 11:00 AM - CSE221-06 (LAB) FBAW,ASRF 09B-08L; 12:30 PM - CSE221-06 (LAB) FBAW,ASRF 09B-08L; 2:00 PM - CSE221-17 (LAB) FBAW,NMMR 09B-10L; 3:30 PM - CSE221-17 (LAB) FBAW,NMMR 09B-10L",The lab section of CSE221-19 is taught by both ARD and ANV.,0.0202,4.742,4.7622,2026-08-01T07:34:15.359931+00:00,100.3,1.0,SCORE: 1.0 | REASON: The CONTEXT supports that ARD and ANV are both listed as Lab Faculty for CSE221-19.
Q175,bm25_only,1.0,Who teaches the lab section of CSE260-19B?,"The lab section of CSE260-19B is taught by CMHQ,CABS.","Course: CSE260-19B
Theory Initial: TWK
Theory Day: SUN+TUE
Theory Time: 2:00 PM
Theory Room: 09A-02C
Lab Faculty: CMHQ,CABS
Lab Day: SAT
Lab Time: 2:00 PM
Lab Room: FT10-04L

Initial: CMHQ
Name: Moinul Haque
Day: Saturday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE260-10A (LAB) CSYR,CMHQ FT11-01L; 9:30 AM - CSE260-10A (LAB) CSYR,CMHQ FT11-01L; 11:00 AM - Consultation; 12:30 PM - Consultation; 2:00 PM - CSE260-19B (LAB) CMHQ,CABS FT10-04L; 3:30 PM - CSE260-19B (LAB) CMHQ,CABS FT10-04L

Initial: CABS
Name: Aabrar Islam
Day: Saturday
Scheduled commitments (classes/labs/breaks, not availability): 2:00 PM - CSE260-19B (LAB) CMHQ,CABS FT10-04L; 3:30 PM - CSE260-19B (LAB) CMHQ,CABS FT10-04L

Initial: TWK
Name: Towshik Anam Taj
Day: Sunday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE260-22B (LAB) TWK,AAF FT10-04L; 9:30 AM - CSE260-22B (LAB) TWK,AAF FT10-04L; 11:00 AM - CSE260-08A (LAB) AFQ,TWK FT10-03L; 12:30 PM - CSE260-08A (LAB) AFQ,TWK FT10-03L; 2:00 PM - CSE260-19A 09A-02C,CSE260-19B 09A-02C; 3:30 PM - Consultation

Question (Banglish): Main advising er shomoy kono course e extra seat kivabe pabo?
Answer (English): Request the section's faculty. If he agrees then he will do the other procedures for your desired section. But you need to have a maximum of 9 credits and also if there is vacany in the other sections and the section is not clashing with the courses of the routine. Your request will be rejected. Extra Seat Request Policy [CSE]:
• The section faculty has the right to deny any extra seat request in their section.
• If a student already is in another section of the same course, the request will be denied. The student may apply for lab change when the form is circulated if they have a clash that is not solveable..
If a student doesn't have the course at all and there are other sections with empty seats, then again the request will be denied. They might be added to an available section (depending on seat availability) without any notice from our side.
• If a student has 4 courses or more then again the request will be denied.
• No extra seat for hardware courses (CSE250,CSE251, CSE260, CSE350).
• A faculty may request max 2 extra seats for a lab based course and theory based course. If the seat status is already -2 in connect, the request will be denied.
Only when there is no suitable section for the student, the student maybe granted an extra seat.",The lab section of CSE260-19B is taught by CMHQ and CABS.,0.0202,4.6625,4.6826,2026-08-01T07:34:20.043084+00:00,100.3,1.0,SCORE: 1.0 | REASON: All claims made in the answer are directly supported by the retrieved context.
Q178,bm25_only,1.0,Who teaches the lab section of CSE423-05?,"The lab section of CSE423-05 is taught by MAHS,ZLNM.","Course: CSE423-05
Theory Initial: AJA
Theory Day: SUN+TUE
Theory Time: 11:00 AM
Theory Room: 09D-17C
Lab Faculty: MAHS,ZLNM
Lab Day: WED
Lab Time: 2:00 PM
Lab Room: 10E-27L

Initial: MAHS
Name: Md Arif Hasan
Day: Wednesday
Scheduled commitments (classes/labs/breaks, not availability): 11:00 AM - CSE423-01 (LAB) SOSB,MAHS 12D-27L,CSE423-24 (LAB) SOSB,MAHS 12D-27L; 12:30 PM - CSE423-01 (LAB) SOSB,MAHS 12D-27L,CSE423-24 (LAB) SOSB,MAHS 12D-27L; 2:00 PM - CSE423-02 (LAB) MAHS,ZLNM 10E-27L,CSE423-05 (LAB) MAHS,ZLNM 10E-27L; 3:30 PM - CSE423-02 (LAB) MAHS,ZLNM 10E-27L,CSE423-05 (LAB) MAHS,ZLNM 10E-27L

Initial: ZLNM
Name: Md. Zulkar Naim
Day: Wednesday
Scheduled commitments (classes/labs/breaks, not availability): 9:30 AM - CSE340-16 09H-32C; 12:30 PM - CSE340-17 09A-05C; 2:00 PM - CSE423-02 (LAB) MAHS,ZLNM 10E-27L,CSE423-05 (LAB) MAHS,ZLNM 10E-27L; 3:30 PM - CSE423-02 (LAB) MAHS,ZLNM 10E-27L,CSE423-05 (LAB) MAHS,ZLNM 10E-27L

Initial: SRU
Name: Mr. Shakir Rouf
Day: Sunday
Scheduled commitments (classes/labs/breaks, not availability): 11:00 AM - CSE423-08 09C-13C; 12:30 PM - CSE360-05 09C-13C; 2:00 PM - CSE423-09 (LAB) MAFZ,SRU 12D-27L,CSE423-17 (LAB) MAFZ,SRU 12D-27L; 3:30 PM - CSE423-09 (LAB) MAFZ,SRU 12D-27L,CSE423-17 (LAB) MAFZ,SRU 12D-27L

Initial: SRU
Name: Mr. Shakir Rouf
Day: Tuesday
Scheduled commitments (classes/labs/breaks, not availability): 11:00 AM - CSE423-08 09C-13C; 12:30 PM - CSE360-05 09C-13C; 2:00 PM - CSE423-15 (LAB) ZLNM,SRU 12D-27L,CSE423-16 (LAB) ZLNM,SRU 12D-27L; 3:30 PM - CSE423-15 (LAB) ZLNM,SRU 12D-27L,CSE423-16 (LAB) ZLNM,SRU 12D-27L",The lab section of CSE423-05 is taught by Md Arif Hasan and Md. Zulkar Naim.,0.0221,5.5149,5.537,2026-08-01T07:34:25.579935+00:00,100.3,1.0,SCORE: 1.0 | REASON: The answer is fully supported by the context as it accurately reflects the lab instructors for CSE423-05 according to the scheduled commitments.
Q183,bm25_only,1.0,Which room is Mr. Md. Tawhid Anwar in?,Mr. Md. Tawhid Anwar is in room 4G03.,"Initial: TAW
Name: Mr. Md. Tawhid Anwar
Designation: Senior Lecturer
Status: Full Time
Room: 4G03
Email: tawhid.anwar@bracu.ac.bd

Initial: TAW
Name: Mr. Md. Tawhid Anwar
Day: Tuesday
Scheduled commitments (classes/labs/breaks, not availability): 9:30 AM - Consultation; 11:00 AM - CSE111-01 10A-05C; 12:30 PM - CSE111-02 10A-05C

Initial: TAW
Name: Mr. Md. Tawhid Anwar
Day: Monday
Scheduled commitments (classes/labs/breaks, not availability): 9:30 AM - Consultation; 11:00 AM - CSE110-05 10A-05C; 12:30 PM - CSE111-03 10A-05C

Initial: TAW
Name: Mr. Md. Tawhid Anwar
Day: Sunday
Scheduled commitments (classes/labs/breaks, not availability): 9:30 AM - Consultation; 11:00 AM - CSE111-01 10A-05C; 12:30 PM - CSE111-02 10A-05C

Initial: TAW
Name: Mr. Md. Tawhid Anwar
Day: Thursday
Scheduled commitments (classes/labs/breaks, not availability): 9:30 AM - Consultation; 11:00 AM - CSE111-03 (LAB) TAW,MAF 12F-32L; 12:30 PM - CSE111-03 (LAB) TAW,MAF 12F-32L",Mr. Md. Tawhid Anwar's room is 4G03.,0.0227,4.4876,4.5103,2026-08-01T07:34:30.090937+00:00,100.6139,1.0,"SCORE: 1.0 | REASON: The answer is fully supported by the context as it directly matches the information provided in the CONTEXT under ""Room""."
Q187,bm25_only,1.0,What is FEK's designation?,Farden Ehsan Khan (FEK) is a Lecturer.,"Initial: FEK
Name: Farden Ehsan Khan
Designation: Lecturer
Status: Full Time
Room: 4M117
Email: farden.khan@bracu.ac.bd

Initial: FEK
Name: Farden Ehsan Khan
Day: Thursday
Scheduled commitments (classes/labs/breaks, not availability): 9:30 AM - Consultation By Appointment; 11:00 AM - CSE370-02 (LAB) FEK,MAU 12F-30L; 12:30 PM - CSE370-02 (LAB) FEK,MAU 12F-30L; 2:00 PM - CSE370-05 (LAB) FEK,MRIA 12F-30L; 3:30 PM - CSE370-05 (LAB) FEK,MRIA 12F-30L

Initial: FEK
Name: Farden Ehsan Khan
Day: Wednesday
Scheduled commitments (classes/labs/breaks, not availability): 9:30 AM - CSE370-08 09D-17C; 11:00 AM - CSE111-05 (LAB) AFA,FEK 09B-10L; 12:30 PM - CSE111-05 (LAB) AFA,FEK 09B-10L; 2:00 PM - CSE370-06 08H-22C

Course: CSE370
First Theory Coordinator: FEK
Theory Coordinator Email: farden.khan@bracu.ac.bd
First Lab Coordinator: FEK
Lab Coordinator Email: farden.khan@bracu.ac.bd

Course: CSE370-05
Theory Initial: FEK
Theory Day: SUN+TUE
Theory Time: 2:00 PM
Theory Room: 09A-05C
Lab Faculty: FEK,MRIA
Lab Day: THU
Lab Time: 2:00 PM
Lab Room: 12F-30L",FEK's designation is Lecturer.,0.0143,3.3088,3.3231,2026-08-01T07:34:33.414473+00:00,100.3,1.0,SCORE: 1.0 | REASON: The CONTEXT supports that FEK's designation is Lecturer.
Q010,vector_only,0.0,Purpose of the Wishlist event for Summer 2025?,To help plan course offerings based on student demand,"Question: Purpose of the Wishlist event for Summer 2025?
Answer: To help plan course offerings based on student demand

Question (Banglish): Summer 2025 er Wishlist event er purpose ki?
Answer (English): To help plan course offerings based on student demand

Question: Why is participation in the Wishlist event important?
Answer: Course offerings will be based on student demand collected from Wishlist submissions

Question (Banglish): Wishlist event e participation kora keno eto important, seta ektu bujhiye bolben?
Answer (English): Course offerings will be based on student demand collected from Wishlist submissions

Question (Banglish): Ke Wishlist event e participate korte hobe?
Answer (English): All undergraduate students attending upcoming, excluding RS-eligible students and LLB, PHR students",The purpose of the Wishlist event for Summer 2025 is to help plan course offerings based on student demand.,0.0211,4.7347,4.7558,2026-08-01T07:34:38.170540+00:00,0.0232,0.5,SCORE: 0.5 | REASON: Two out of four claims are supported by the context.
Q016,vector_only,0.0,How to contact with BRACU Finance and Accounts Department?,"BRAC University
Kha-224 Bir Uttam Rafiqul Islam Avenue, Merul Badda,
Dhaka 1212, Bangladesh
Phone: +88 09638464646 Ext: 1220, 1221

Email: queries-accounts@bracu.ac.bd","Question: Can someone help — how to contact with BRACU Finance and Accounts Department?
Answer: BRAC University
Kha-224 Bir Uttam Rafiqul Islam Avenue, Merul Badda,
Dhaka 1212, Bangladesh
Phone: +88 09638464646 Ext: 1220, 1221

Email: queries-accounts@bracu.ac.bd

Question: How to contact with BRACU Finance and Accounts Department?
Answer: BRAC University
Kha-224 Bir Uttam Rafiqul Islam Avenue, Merul Badda,
Dhaka 1212, Bangladesh
Phone: +88 09638464646 Ext: 1220, 1221

Email: queries-accounts@bracu.ac.bd

Question (Banglish): BRACU Finance and Accounts Department ke kivabe contact korbo?
Answer (English): BRAC University
Kha-224 Bir Uttam Rafiqul Islam Avenue, Merul Badda,
Dhaka 1212, Bangladesh
Phone: +88 09638464646 Ext: 1220, 1221

Email: queries-accounts@bracu.ac.bd

Question: Kind of urgent, but how can I contact technical support if I encounter issues with my university account?
Answer: Please email help@bracu.ac.bd about your issue.

Question: How can I contact technical support if I encounter issues with my university account?
Answer: Please email help@bracu.ac.bd about your issue.","To contact the BRACU Finance and Accounts Department, you can visit BRAC University at Kha-224 Bir Uttam Rafiqul Islam Avenue, Merul Badda, Dhaka 1212, Bangladesh, or call them at +88 09638464646 Ext: 1220, 1221. Alternatively, you can email them at queries-accounts@bracu.ac.bd.",0.0195,11.0544,11.0738,2026-08-01T07:34:49.245078+00:00,0.0009,0.5,SCORE: 0.5 | REASON: The answer contains two unsupported claims about contacting technical support via email help@bracu.ac.bd.
Q017,vector_only,0.0,"Hey, for further information regarding Admission who should I contact?","For more queries, please contact the Inquiry, Registration & Admissions Office, BRACU (Phone: +88 09638464646, Call Center Ext: 1001. You can also send e-mail at admissions@bracu.ac.bd.","Question: Hey, for further information regarding Admission who should I contact?
Answer: For more queries, please contact the Inquiry, Registration & Admissions Office, BRACU (Phone: +88 09638464646, Call Center Ext: 1001. You can also send e-mail at admissions@bracu.ac.bd.

Question: For further information regarding Admission who should I contact?
Answer: For more queries, please contact the Inquiry, Registration & Admissions Office, BRACU (Phone: +88 09638464646, Call Center Ext: 1001. You can also send e-mail at admissions@bracu.ac.bd.

Question (Banglish): Admissions office ke ami kivabe contact korbo?
Answer (English): You can mail to admissions@bracu.ac.bd

Question: How do I contact the admissions office?
Answer: You can mail to admissions@bracu.ac.bd

Question: What's the process to contact the admissions office?
Answer: You can mail to admissions@bracu.ac.bd","For more queries regarding admission, please contact the Inquiry, Registration & Admissions Office, BRACU (Phone: +88 09638464646, Call Center Ext: 1001. You can also send e-mail at admissions@bracu.ac.bd.",0.019,7.5727,7.5918,2026-08-01T07:34:56.837267+00:00,0.0044,1.0,SCORE: 1.0 | REASON: All claims are directly supported by the provided CONTEXT.
Q019,vector_only,0.0,How are students informed about changes to the transport service?,Students are informed through official BRAC University notices and announcements.,"Question: How are students informed about changes to the transport service?
Answer: Students are informed through official BRAC University notices and announcements.

Question (Banglish): Transport service e change hole student der kivabe janano hoy?
Answer (English): Students are informed through official BRAC University notices and announcements.

Question: How can students report a problem with the transport service?
Answer: Students can report issues by calling the designated route-specific numbers or reaching out to transport officers.

Question: What are the features of the transport service?
Answer: The service includes air-conditioned buses, fixed routes with designated stoppages, GPS tracking, CCTV cameras for security, and a strict schedule for pick-up and drop-off.

Question: Hi, how will the new system help students stay informed about semester events and deadlines?
Answer: Through access to the Academic Calendar, which includes semester events, holidays, and important deadlines.",Students are informed through official BRAC University notices and announcements.,0.0218,3.8583,3.8801,2026-08-01T07:35:00.717314+00:00,0.2153,1.0,SCORE: 1.0 | REASON: All claims are directly supported by the provided CONTEXT.
